"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,200,2,5200,2,1516188446,5.14,1,1,23.34,72.09,7500,1,0,7.5
3,200,2,5200,2,1516225542,5.14,1,1,23.34,72.09,7500,1,0,7.5
5,200,2,5200,2,1516255126,5.14,1,1,23.34,72.09,7500,1,0,7.5
7,200,2,5200,2,1516278750,5.14,1,1,23.34,72.09,7500,1,0,7.5
9,200,2,5200,2,1516302026,5.14,1,1,23.34,72.09,7500,1,0,7.5
2,200,2,5200,2,1516188065,5.14,1,1,23.34,72.09,7500,1,0,7.5
4,200,2,5200,2,1516227480,5.14,1,1,23.34,72.09,7500,1,0,7.5
6,200,2,5200,2,1516256506,5.14,1,1,23.34,72.09,7500,1,0,7.5
8,200,2,5200,2,1516279306,5.14,1,1,23.34,72.09,7500,1,0,7.5
10,200,2,5200,2,1516301227,5.14,1,1,23.34,72.09,7500,1,0,7.5
