"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,-1764327414,5.14,1,20,23.34,72.09,600,0,7.5,520,2
3,-1764318578,5.14,1,20,23.34,72.09,600,0,7.5,520,2
5,-1764315440,5.14,1,20,23.34,72.09,600,0,7.5,520,2
7,-1764312788,5.14,1,20,23.34,72.09,600,0,7.5,520,2
9,-1764310475,5.14,1,20,23.34,72.09,600,0,7.5,520,2
11,-1764308120,5.14,1,20,23.34,72.09,600,0,7.5,520,2
13,-1764305481,5.14,1,20,23.34,72.09,600,0,7.5,520,2
15,-1764303257,5.14,1,20,23.34,72.09,600,0,7.5,520,2
17,-1764301025,5.14,1,20,23.34,72.09,600,0,7.5,520,2
19,-1764298991,5.14,1,20,23.34,72.09,600,0,7.5,520,2
21,-1764296893,5.14,1,20,23.34,72.09,600,0,7.5,520,2
23,-1764294909,5.14,1,20,23.34,72.09,600,0,7.5,520,2
25,-1764293184,5.14,1,20,23.34,72.09,600,0,7.5,520,2
27,-1764291165,5.14,1,20,23.34,72.09,600,0,7.5,520,2
29,-1764289243,5.14,1,20,23.34,72.09,600,0,7.5,520,2
31,-1764287412,5.14,1,20,23.34,72.09,600,0,7.5,520,2
33,-1764285435,5.14,1,20,23.34,72.09,600,0,7.5,520,2
35,-1764283297,5.14,1,20,23.34,72.09,600,0,7.5,520,2
37,-1764281419,5.14,1,20,23.34,72.09,600,0,7.5,520,2
39,-1764279467,5.14,1,20,23.34,72.09,600,0,7.5,520,2
41,-1764277649,5.14,1,20,23.34,72.09,600,0,7.5,520,2
43,-1764275895,5.14,1,20,23.34,72.09,600,0,7.5,520,2
45,-1764274228,5.14,1,20,23.34,72.09,600,0,7.5,520,2
47,-1764272415,5.14,1,20,23.34,72.09,600,0,7.5,520,2
49,-1764270570,5.14,1,20,23.34,72.09,600,0,7.5,520,2
2,-1764327510,5.14,1,20,23.34,72.09,600,0,7.5,520,2
4,-1764318572,5.14,1,20,23.34,72.09,600,0,7.5,520,2
6,-1764315554,5.14,1,20,23.34,72.09,600,0,7.5,520,2
8,-1764312790,5.14,1,20,23.34,72.09,600,0,7.5,520,2
10,-1764310441,5.14,1,20,23.34,72.09,600,0,7.5,520,2
12,-1764307814,5.14,1,20,23.34,72.09,600,0,7.5,520,2
14,-1764305390,5.14,1,20,23.34,72.09,600,0,7.5,520,2
16,-1764303362,5.14,1,20,23.34,72.09,600,0,7.5,520,2
18,-1764301305,5.14,1,20,23.34,72.09,600,0,7.5,520,2
20,-1764299329,5.14,1,20,23.34,72.09,600,0,7.5,520,2
22,-1764297230,5.14,1,20,23.34,72.09,600,0,7.5,520,2
24,-1764295210,5.14,1,20,23.34,72.09,600,0,7.5,520,2
26,-1764293247,5.14,1,20,23.34,72.09,600,0,7.5,520,2
28,-1764291275,5.14,1,20,23.34,72.09,600,0,7.5,520,2
30,-1764289308,5.14,1,20,23.34,72.09,600,0,7.5,520,2
32,-1764287316,5.14,1,20,23.34,72.09,600,0,7.5,520,2
34,-1764285024,5.14,1,20,23.34,72.09,600,0,7.5,520,2
36,-1764283184,5.14,1,20,23.34,72.09,600,0,7.5,520,2
38,-1764281179,5.14,1,20,23.34,72.09,600,0,7.5,520,2
40,-1764279403,5.14,1,20,23.34,72.09,600,0,7.5,520,2
42,-1764277648,5.14,1,20,23.34,72.09,600,0,7.5,520,2
44,-1764276051,5.14,1,20,23.34,72.09,600,0,7.5,520,2
46,-1764274155,5.14,1,20,23.34,72.09,600,0,7.5,520,2
48,-1764272291,5.14,1,20,23.34,72.09,600,0,7.5,520,2
50,-1764270335,5.14,1,20,23.34,72.09,600,0,7.5,520,2
