"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr","GRsichtCount2","GRCount1","GRCount2","GRertragCount1","GRertragCount2","GRsichtCount1"
1,166.0,3289.0,3289.0,0.0,1964.0,1964.0,0.0,2926.0,2926.0,0.0,2583.0,2583.0,0.0,283.0,283.0,0.0,1184.0,1184.0,0.0,793361.0,109760.0,397082.0,120000.0,7349.0,50962.0,1.0,2.0,16.0,0.0,793361.0,0.0,109760.0,0.0,397082.0
2,166.0,2610.0,2610.0,0.0,1272.0,1272.0,0.0,2478.0,2478.0,0.0,2898.0,2898.0,0.0,276.0,276.0,0.0,1500.0,1500.0,0.0,176034.0,52109.0,120633.0,134400.0,7165.0,65489.0,1.0,2.0,16.0,0.0,176034.0,0.0,52109.0,0.0,120633.0
3,166.0,2602.0,2602.0,0.0,1271.0,1271.0,0.0,2475.0,2475.0,0.0,2932.0,2932.0,0.0,292.0,292.0,0.0,1521.0,1521.0,0.0,176875.0,52414.0,121316.0,134400.0,7587.0,65618.0,1.0,2.0,16.0,0.0,176875.0,0.0,52414.0,0.0,121316.0
4,166.0,2639.0,2639.0,0.0,1288.0,1288.0,0.0,2507.0,2507.0,0.0,2892.0,2892.0,0.0,281.0,281.0,0.0,1494.0,1494.0,0.0,178894.0,52467.0,122562.0,134400.0,7482.0,65391.0,1.0,2.0,16.0,0.0,178894.0,0.0,52467.0,0.0,122562.0
5,166.0,2606.0,2606.0,0.0,1284.0,1284.0,0.0,2475.0,2475.0,0.0,2929.0,2929.0,0.0,285.0,285.0,0.0,1515.0,1515.0,0.0,193858.0,51968.0,119761.0,134400.0,7429.0,65360.0,1.0,2.0,16.0,0.0,193858.0,0.0,51968.0,0.0,119761.0
6,166.0,2578.0,2578.0,0.0,1285.0,1285.0,0.0,2451.0,2451.0,0.0,2895.0,2895.0,0.0,281.0,281.0,0.0,1501.0,1501.0,0.0,196303.0,52520.0,122524.0,134400.0,7328.0,65469.0,1.0,2.0,16.0,0.0,196303.0,0.0,52520.0,0.0,122524.0
7,166.0,2663.0,2663.0,0.0,1323.0,1323.0,0.0,2537.0,2537.0,0.0,2895.0,2895.0,0.0,270.0,270.0,0.0,1494.0,1494.0,0.0,179686.0,53702.0,123864.0,134400.0,7075.0,65332.0,1.0,2.0,16.0,0.0,179686.0,0.0,53702.0,0.0,123864.0
8,166.0,2667.0,2667.0,0.0,1292.0,1292.0,0.0,2540.0,2540.0,0.0,2895.0,2895.0,0.0,282.0,282.0,0.0,1502.0,1502.0,0.0,179302.0,52717.0,123312.0,134400.0,7251.0,65417.0,1.0,2.0,16.0,0.0,179302.0,0.0,52717.0,0.0,123312.0
9,166.0,2637.0,2637.0,0.0,1308.0,1308.0,0.0,2510.0,2510.0,0.0,2932.0,2932.0,0.0,286.0,286.0,0.0,1522.0,1522.0,0.0,196737.0,52786.0,122752.0,134400.0,7385.0,65599.0,1.0,2.0,16.0,0.0,196737.0,0.0,52786.0,0.0,122752.0
10,166.0,2568.0,2568.0,0.0,1265.0,1265.0,0.0,2446.0,2446.0,0.0,2824.0,2824.0,0.0,278.0,278.0,0.0,1465.0,1465.0,0.0,192815.0,51484.0,120427.0,134400.0,7377.0,65451.0,1.0,2.0,16.0,0.0,192815.0,0.0,51484.0,0.0,120427.0
