"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,2,176083940,5.14,1,1,23.34,72.09,1700,1,0,7.5
2,80,2,2080,2,176091843,5.14,1,1,23.34,72.09,1700,1,0,7.5
3,80,2,2080,2,176096444,5.14,1,1,23.34,72.09,1700,1,0,7.5
4,80,2,2080,2,176100354,5.14,1,1,23.34,72.09,1700,1,0,7.5
5,80,2,2080,2,176103933,5.14,1,1,23.34,72.09,1700,1,0,7.5
6,80,2,2080,2,176106603,5.14,1,1,23.34,72.09,1700,1,0,7.5
7,80,2,2080,2,176110410,5.14,1,1,23.34,72.09,1700,1,0,7.5
8,80,2,2080,2,176113602,5.14,1,1,23.34,72.09,1700,1,0,7.5
9,80,2,2080,2,176116875,5.14,1,1,23.34,72.09,1700,1,0,7.5
10,80,2,2080,2,176120262,5.14,1,1,23.34,72.09,1700,1,0,7.5
