"run","tick","SchadenprozGRsicht","SchaedenprozGR","SchaedenprozGRE","SchaedenprozST","SchaedenprozSTE","SchaedenprzSTsicht","Resistance","Behaviour","AnzahlFungizidanw"
1,1.0,0.0,0.38461538461538464,0.0,42.93269230769231,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,2.0,0.0,0.38461538461538464,0.0,42.93269230769231,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,3.0,0.0,0.38461538461538464,0.0,42.93269230769231,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,4.0,0.0,0.38461538461538464,0.0,42.93269230769231,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,5.0,0.0,0.38461538461538464,0.0,42.93269230769231,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,6.0,0.0,0.38461538461538464,0.0,42.93269230769231,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,7.0,0.0,0.38461538461538464,0.0,42.93269230769231,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,8.0,0.0,0.38461538461538464,0.0,42.93269230769231,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,9.0,0.0,0.38461538461538464,0.0,42.93269230769231,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,10.0,0.0,0.38461538461538464,0.0,42.93269230769231,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,11.0,0.0,0.38461538461538464,0.0,42.93269230769231,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,12.0,0.0,0.38461538461538464,0.0,42.93269230769231,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,13.0,0.0,0.38461538461538464,0.0,42.93269230769231,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,14.0,0.0,0.38461538461538464,0.0,42.93269230769231,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,15.0,0.0,0.38461538461538464,0.0,42.93269230769231,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,16.0,0.0,0.38461538461538464,0.0,42.93269230769231,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,17.0,0.0,0.38461538461538464,0.0,42.93269230769231,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,18.0,0.0,0.38461538461538464,0.0,42.93269230769231,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,19.0,0.0,0.38461538461538464,0.0,42.93269230769231,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,20.0,0.0,0.38461538461538464,0.0,42.93269230769231,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,21.0,0.0,0.38461538461538464,0.0,42.93269230769231,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,22.0,0.0,0.38461538461538464,0.0,42.93269230769231,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,23.0,0.0,0.38461538461538464,0.0,42.93269230769231,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,24.0,0.0,0.38461538461538464,0.0,42.93269230769231,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,25.0,0.0,0.38461538461538464,0.0,42.93269230769231,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,26.0,0.0,0.38461538461538464,0.0,45.0,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,27.0,0.0,0.38461538461538464,0.0,45.0,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,28.0,0.14423076923076925,0.38461538461538464,0.14423076923076925,45.0,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,29.0,0.14423076923076925,0.38461538461538464,0.14423076923076925,45.0,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,30.0,0.38461538461538464,0.38461538461538464,0.38461538461538464,55.91346153846154,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,31.0,0.38461538461538464,0.38461538461538464,0.38461538461538464,55.91346153846154,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,32.0,0.38461538461538464,0.38461538461538464,0.38461538461538464,55.91346153846154,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,33.0,0.38461538461538464,0.38461538461538464,0.38461538461538464,55.91346153846154,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,34.0,0.38461538461538464,0.38461538461538464,0.38461538461538464,55.91346153846154,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,35.0,0.38461538461538464,0.38461538461538464,0.38461538461538464,55.91346153846154,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,36.0,0.38461538461538464,0.625,0.38461538461538464,55.91346153846154,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,37.0,0.38461538461538464,0.625,0.38461538461538464,55.91346153846154,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,38.0,0.38461538461538464,0.625,0.38461538461538464,55.91346153846154,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,39.0,0.38461538461538464,0.8173076923076924,0.38461538461538464,55.91346153846154,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,40.0,0.38461538461538464,0.8173076923076924,0.38461538461538464,55.91346153846154,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,41.0,0.38461538461538464,0.8173076923076924,0.38461538461538464,55.91346153846154,42.93269230769231,42.93269230769231,3.0,2.0,0.0
1,42.0,0.38461538461538464,0.8173076923076924,0.38461538461538464,55.91346153846154,43.07692307692308,43.07692307692308,3.0,2.0,0.0
1,43.0,0.38461538461538464,0.8173076923076924,0.38461538461538464,55.91346153846154,43.17307692307693,43.17307692307693,3.0,2.0,0.0
1,44.0,0.38461538461538464,0.8173076923076924,0.38461538461538464,55.91346153846154,43.22115384615385,43.22115384615385,3.0,2.0,0.0
1,45.0,0.38461538461538464,0.8173076923076924,0.38461538461538464,90.48076923076923,43.22115384615385,43.22115384615385,3.0,2.0,0.0
1,46.0,0.38461538461538464,0.8173076923076924,0.38461538461538464,90.48076923076923,44.13461538461539,44.13461538461539,3.0,2.0,0.0
1,47.0,0.38461538461538464,0.8173076923076924,0.38461538461538464,90.48076923076923,45.19230769230769,45.19230769230769,3.0,2.0,0.0
1,48.0,0.38461538461538464,0.8173076923076924,0.38461538461538464,90.48076923076923,45.72115384615385,45.72115384615385,3.0,2.0,0.0
1,49.0,0.38461538461538464,0.9615384615384616,0.38461538461538464,90.48076923076923,46.875,46.875,3.0,2.0,0.0
1,50.0,0.38461538461538464,1.0096153846153846,0.38461538461538464,90.48076923076923,47.5,47.5,3.0,2.0,0.0
1,51.0,0.38461538461538464,1.0096153846153846,0.38461538461538464,90.48076923076923,48.17307692307693,48.17307692307693,3.0,2.0,0.0
1,52.0,0.38461538461538464,1.0096153846153846,0.38461538461538464,90.48076923076923,48.89423076923077,48.89423076923077,3.0,2.0,0.0
1,53.0,0.38461538461538464,1.0576923076923077,0.38461538461538464,90.48076923076923,49.61538461538461,49.61538461538461,3.0,2.0,0.0
1,54.0,0.4326923076923077,1.153846153846154,0.4326923076923077,90.48076923076923,50.09615384615385,50.09615384615385,3.0,2.0,0.0
1,55.0,0.4326923076923077,1.4423076923076923,0.4326923076923077,90.48076923076923,50.38461538461539,50.38461538461539,3.0,2.0,0.0
1,56.0,0.4326923076923077,1.4423076923076923,0.4326923076923077,90.48076923076923,50.817307692307686,50.817307692307686,3.0,2.0,0.0
1,57.0,0.4326923076923077,1.4423076923076923,0.19230769230769232,90.48076923076923,28.125,51.34615384615384,3.0,2.0,0.0
1,58.0,0.4326923076923077,1.2980769230769231,0.2884615384615385,90.48076923076923,28.990384615384617,51.971153846153854,3.0,2.0,0.0
1,59.0,0.4326923076923077,1.2980769230769231,0.2884615384615385,90.48076923076923,29.51923076923077,52.45192307692308,3.0,2.0,0.0
