"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr"
1,166.0,156.0,88.0,68.0,50.0,0.0,50.0,122.0,57.0,65.0,9712.0,3467.0,6245.0,3789.0,1124.0,2665.0,7063.0,2058.0,5005.0,1635.0,605.0,1006.0,184264.0,29260.0,72222.0,3.0,0.0,17.0
3,166.0,143.0,128.0,15.0,8.0,8.0,0.0,111.0,96.0,15.0,9793.0,3480.0,6313.0,4180.0,1190.0,2990.0,7237.0,2102.0,5135.0,1538.0,532.0,1006.0,194002.0,33902.0,76536.0,3.0,0.0,17.0
5,166.0,80.0,80.0,0.0,6.0,6.0,0.0,61.0,61.0,0.0,9007.0,3494.0,5513.0,4022.0,1162.0,2860.0,7413.0,2148.0,5265.0,1125.0,451.0,796.0,124143.0,33114.0,78665.0,3.0,0.0,17.0
7,166.0,204.0,127.0,77.0,70.0,5.0,65.0,164.0,99.0,65.0,9605.0,3425.0,6180.0,4010.0,1085.0,2925.0,6898.0,1958.0,4940.0,1981.0,753.0,1289.0,171474.0,31616.0,66325.0,3.0,0.0,17.0
9,166.0,145.0,69.0,76.0,0.0,0.0,0.0,59.0,44.0,15.0,9800.0,3487.0,6313.0,4127.0,1202.0,2925.0,7253.0,2118.0,5135.0,1370.0,423.0,765.0,200411.0,32868.0,77980.0,3.0,0.0,17.0
11,166.0,82.0,67.0,15.0,0.0,0.0,0.0,60.0,45.0,15.0,9731.0,3427.0,6304.0,4117.0,1192.0,2925.0,7023.0,2083.0,4940.0,1428.0,541.0,955.0,188029.0,31333.0,74126.0,3.0,0.0,17.0
13,166.0,210.0,115.0,95.0,11.0,11.0,0.0,116.0,86.0,30.0,9737.0,3489.0,6248.0,4079.0,1154.0,2925.0,7133.0,2063.0,5070.0,2143.0,703.0,1265.0,190666.0,31942.0,73795.0,3.0,0.0,17.0
15,166.0,200.0,108.0,92.0,68.0,18.0,50.0,132.0,66.0,66.0,9574.0,3388.0,6186.0,3668.0,1068.0,2600.0,7080.0,2010.0,5070.0,1775.0,694.0,1068.0,180735.0,27756.0,69359.0,3.0,0.0,17.0
17,166.0,211.0,128.0,83.0,72.0,20.0,52.0,157.0,77.0,80.0,9830.0,3517.0,6313.0,3875.0,1145.0,2730.0,7247.0,2112.0,5135.0,2069.0,922.0,1369.0,200640.0,30023.0,75769.0,3.0,0.0,17.0
19,166.0,55.0,55.0,0.0,0.0,0.0,0.0,43.0,43.0,0.0,9697.0,3511.0,6186.0,4544.0,1294.0,3250.0,7237.0,2167.0,5070.0,879.0,287.0,583.0,203325.0,36268.0,80124.0,3.0,0.0,17.0
21,166.0,181.0,101.0,80.0,26.0,26.0,0.0,80.0,64.0,16.0,9859.0,3546.0,6313.0,4163.0,1238.0,2925.0,7301.0,2166.0,5135.0,1739.0,710.0,1087.0,198086.0,32328.0,76786.0,3.0,0.0,17.0
23,166.0,132.0,68.0,64.0,0.0,0.0,0.0,35.0,35.0,0.0,9613.0,3433.0,6180.0,3988.0,1128.0,2860.0,6980.0,2040.0,4940.0,1271.0,434.0,732.0,179797.0,31059.0,68591.0,3.0,0.0,17.0
25,166.0,170.0,91.0,79.0,3.0,3.0,0.0,74.0,58.0,16.0,9772.0,3462.0,6310.0,4052.0,1192.0,2860.0,7168.0,2098.0,5070.0,1626.0,551.0,1007.0,198665.0,32278.0,76625.0,3.0,0.0,17.0
27,166.0,104.0,90.0,14.0,0.0,0.0,0.0,52.0,51.0,1.0,9617.0,3378.0,6239.0,3827.0,1097.0,2730.0,6894.0,2019.0,4875.0,1215.0,371.0,724.0,185420.0,30921.0,71614.0,3.0,0.0,17.0
