"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,200,2,5200,3,1684570244,5.14,1,1,23.34,72.09,7500,1,0,7.5
3,200,2,5200,3,1684602217,5.14,1,1,23.34,72.09,7500,1,0,7.5
5,200,2,5200,3,1684632380,5.14,1,1,23.34,72.09,7500,1,0,7.5
7,200,2,5200,3,1684658300,5.14,1,1,23.34,72.09,7500,1,0,7.5
9,200,2,5200,3,1684682551,5.14,1,1,23.34,72.09,7500,1,0,7.5
2,200,2,5200,3,1684572825,5.14,1,1,23.34,72.09,7500,1,0,7.5
4,200,2,5200,3,1684603695,5.14,1,1,23.34,72.09,7500,1,0,7.5
6,200,2,5200,3,1684633399,5.14,1,1,23.34,72.09,7500,1,0,7.5
8,200,2,5200,3,1684659558,5.14,1,1,23.34,72.09,7500,1,0,7.5
10,200,2,5200,3,1684683102,5.14,1,1,23.34,72.09,7500,1,0,7.5
