"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,200,2,5200,3,1668621048,5.14,1,1,23.34,72.09,7500,1,0,7.5
3,200,2,5200,3,1668637143,5.14,1,1,23.34,72.09,7500,1,0,7.5
5,200,2,5200,3,1668646605,5.14,1,1,23.34,72.09,7500,1,0,7.5
7,200,2,5200,3,1668656320,5.14,1,1,23.34,72.09,7500,1,0,7.5
9,200,2,5200,3,1668665514,5.14,1,1,23.34,72.09,7500,1,0,7.5
2,200,2,5200,3,1668620938,5.14,1,1,23.34,72.09,7500,1,0,7.5
4,200,2,5200,3,1668636627,5.14,1,1,23.34,72.09,7500,1,0,7.5
6,200,2,5200,3,1668647333,5.14,1,1,23.34,72.09,7500,1,0,7.5
8,200,2,5200,3,1668656153,5.14,1,1,23.34,72.09,7500,1,0,7.5
10,200,2,5200,3,1668665712,5.14,1,1,23.34,72.09,7500,1,0,7.5
