"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,200,2,5200,2,1669354157,5.14,1,1,23.34,72.09,7500,1,0,7.5
3,200,2,5200,2,1669380304,5.14,1,1,23.34,72.09,7500,1,0,7.5
5,200,2,5200,2,1669400408,5.14,1,1,23.34,72.09,7500,1,0,7.5
7,200,2,5200,2,1669417455,5.14,1,1,23.34,72.09,7500,1,0,7.5
9,200,2,5200,2,1669434910,5.14,1,1,23.34,72.09,7500,1,0,7.5
2,200,2,5200,2,1669357118,5.14,1,1,23.34,72.09,7500,1,0,7.5
4,200,2,5200,2,1669383711,5.14,1,1,23.34,72.09,7500,1,0,7.5
6,200,2,5200,2,1669403415,5.14,1,1,23.34,72.09,7500,1,0,7.5
8,200,2,5200,2,1669420285,5.14,1,1,23.34,72.09,7500,1,0,7.5
10,200,2,5200,2,1669437179,5.14,1,1,23.34,72.09,7500,1,0,7.5
