"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,200,2,5200,3,1854393582,5.14,1,1,23.34,72.09,7500,1,0,7.5
2,200,2,5200,3,1854407913,5.14,1,1,23.34,72.09,7500,1,0,7.5
3,200,2,5200,3,1854417656,5.14,1,1,23.34,72.09,7500,1,0,7.5
4,200,2,5200,3,1854425973,5.14,1,1,23.34,72.09,7500,1,0,7.5
5,200,2,5200,3,1854434438,5.14,1,1,23.34,72.09,7500,1,0,7.5
6,200,2,5200,3,1854442587,5.14,1,1,23.34,72.09,7500,1,0,7.5
7,200,2,5200,3,1854451021,5.14,1,1,23.34,72.09,7500,1,0,7.5
8,200,2,5200,3,1854459694,5.14,1,1,23.34,72.09,7500,1,0,7.5
9,200,2,5200,3,1854468360,5.14,1,1,23.34,72.09,7500,1,0,7.5
10,200,2,5200,3,1854476632,5.14,1,1,23.34,72.09,7500,1,0,7.5
11,200,2,5200,3,1854484874,5.14,1,1,23.34,72.09,7500,1,0,7.5
12,200,2,5200,3,1854493717,5.14,1,1,23.34,72.09,7500,1,0,7.5
13,200,2,5200,3,1854501719,5.14,1,1,23.34,72.09,7500,1,0,7.5
14,200,2,5200,3,1854510376,5.14,1,1,23.34,72.09,7500,1,0,7.5
15,200,2,5200,3,1854518882,5.14,1,1,23.34,72.09,7500,1,0,7.5
16,200,2,5200,3,1854527156,5.14,1,1,23.34,72.09,7500,1,0,7.5
17,200,2,5200,3,1854536596,5.14,1,1,23.34,72.09,7500,1,0,7.5
18,200,2,5200,3,1854547297,5.14,1,1,23.34,72.09,7500,1,0,7.5
19,200,2,5200,3,1854556480,5.14,1,1,23.34,72.09,7500,1,0,7.5
20,200,2,5200,3,1854565643,5.14,1,1,23.34,72.09,7500,1,0,7.5
21,200,2,5200,3,1854574961,5.14,1,1,23.34,72.09,7500,1,0,7.5
22,200,2,5200,3,1854583351,5.14,1,1,23.34,72.09,7500,1,0,7.5
23,200,2,5200,3,1854591920,5.14,1,1,23.34,72.09,7500,1,0,7.5
24,200,2,5200,3,1854600238,5.14,1,1,23.34,72.09,7500,1,0,7.5
25,200,2,5200,3,1854608590,5.14,1,1,23.34,72.09,7500,1,0,7.5
26,200,2,5200,3,1854617154,5.14,1,1,23.34,72.09,7500,1,0,7.5
27,200,2,5200,3,1854625298,5.14,1,1,23.34,72.09,7500,1,0,7.5
28,200,2,5200,3,1854633716,5.14,1,1,23.34,72.09,7500,1,0,7.5
29,200,2,5200,3,1854642222,5.14,1,1,23.34,72.09,7500,1,0,7.5
30,200,2,5200,3,1854651131,5.14,1,1,23.34,72.09,7500,1,0,7.5
31,200,2,5200,3,1854659093,5.14,1,1,23.34,72.09,7500,1,0,7.5
32,200,2,5200,3,1854667624,5.14,1,1,23.34,72.09,7500,1,0,7.5
33,200,2,5200,3,1854676189,5.14,1,1,23.34,72.09,7500,1,0,7.5
34,200,2,5200,3,1854684432,5.14,1,1,23.34,72.09,7500,1,0,7.5
35,200,2,5200,3,1854692789,5.14,1,1,23.34,72.09,7500,1,0,7.5
36,200,2,5200,3,1854701419,5.14,1,1,23.34,72.09,7500,1,0,7.5
37,200,2,5200,3,1854709667,5.14,1,1,23.34,72.09,7500,1,0,7.5
38,200,2,5200,3,1854718468,5.14,1,1,23.34,72.09,7500,1,0,7.5
39,200,2,5200,3,1854727831,5.14,1,1,23.34,72.09,7500,1,0,7.5
40,200,2,5200,3,1854737742,5.14,1,1,23.34,72.09,7500,1,0,7.5
41,200,2,5200,3,1854746514,5.14,1,1,23.34,72.09,7500,1,0,7.5
42,200,2,5200,3,1854755965,5.14,1,1,23.34,72.09,7500,1,0,7.5
43,200,2,5200,3,1854764488,5.14,1,1,23.34,72.09,7500,1,0,7.5
44,200,2,5200,3,1854773220,5.14,1,1,23.34,72.09,7500,1,0,7.5
45,200,2,5200,3,1854782068,5.14,1,1,23.34,72.09,7500,1,0,7.5
46,200,2,5200,3,1854790857,5.14,1,1,23.34,72.09,7500,1,0,7.5
47,200,2,5200,3,1854799273,5.14,1,1,23.34,72.09,7500,1,0,7.5
48,200,2,5200,3,1854807417,5.14,1,1,23.34,72.09,7500,1,0,7.5
49,200,2,5200,3,1854815740,5.14,1,1,23.34,72.09,7500,1,0,7.5
50,200,2,5200,3,1854824030,5.14,1,1,23.34,72.09,7500,1,0,7.5
