"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,1,-300866036,5.14,1,1,23.34,72.09,2300,1,0,7.5
2,80,2,2080,1,-300835523,5.14,1,1,23.34,72.09,2300,1,0,7.5
3,80,2,2080,1,-300808330,5.14,1,1,23.34,72.09,2300,1,0,7.5
4,80,2,2080,1,-300781366,5.14,1,1,23.34,72.09,2300,1,0,7.5
5,80,2,2080,1,-300753866,5.14,1,1,23.34,72.09,2300,1,0,7.5
6,80,2,2080,1,-300728176,5.14,1,1,23.34,72.09,2300,1,0,7.5
7,80,2,2080,1,-300701324,5.14,1,1,23.34,72.09,2300,1,0,7.5
8,80,2,2080,1,-300676669,5.14,1,1,23.34,72.09,2300,1,0,7.5
9,80,2,2080,1,-300649222,5.14,1,1,23.34,72.09,2300,1,0,7.5
10,80,2,2080,1,-300622931,5.14,1,1,23.34,72.09,2300,1,0,7.5
