"run","tick","befallGR","befallGRsicht","befallGRertrag","befallST","befallSTsicht","befallSTertrag"
1,57.0,55.92233009708738,14.174757281553399,14.174757281553399,4.077669902912621,1.3592233009708738,1.3592233009708738
1,58.0,56.50485436893204,16.50485436893204,16.50485436893204,4.077669902912621,1.3592233009708738,1.3592233009708738
1,59.0,56.50485436893204,16.310679611650485,16.310679611650485,4.077669902912621,1.3592233009708738,1.3592233009708738
1,60.0,56.50485436893204,19.223300970873787,13.398058252427184,4.077669902912621,1.3592233009708738,0.9708737864077669
1,61.0,63.883495145631066,18.640776699029125,13.592233009708737,4.077669902912621,1.3592233009708738,0.9708737864077669
1,62.0,64.66019417475728,20.776699029126213,15.145631067961165,4.077669902912621,1.3592233009708738,0.9708737864077669
1,63.0,66.99029126213593,19.80582524271845,14.174757281553399,4.077669902912621,1.3592233009708738,0.9708737864077669
1,64.0,67.37864077669903,22.9126213592233,15.922330097087379,4.077669902912621,1.3592233009708738,0.9708737864077669
1,65.0,68.15533980582525,22.52427184466019,15.922330097087379,4.077669902912621,1.3592233009708738,0.9708737864077669
1,66.0,68.15533980582525,23.689320388349515,16.50485436893204,4.077669902912621,1.3592233009708738,0.9708737864077669
1,67.0,68.15533980582525,24.271844660194176,16.50485436893204,4.077669902912621,1.3592233009708738,0.9708737864077669
1,68.0,68.15533980582525,24.466019417475728,16.699029126213592,4.077669902912621,1.3592233009708738,0.9708737864077669
1,69.0,68.15533980582525,24.271844660194176,16.699029126213592,4.077669902912621,1.3592233009708738,0.9708737864077669
1,70.0,77.47572815533981,23.689320388349515,16.50485436893204,4.077669902912621,1.3592233009708738,0.9708737864077669
1,71.0,78.05825242718447,26.407766990291265,19.41747572815534,5.825242718446602,3.4951456310679614,2.7184466019417477
1,72.0,80.19417475728156,28.155339805825243,20.19417475728155,6.019417475728155,3.6893203883495143,2.912621359223301
1,73.0,80.3883495145631,32.42718446601941,23.689320388349515,10.29126213592233,3.6893203883495143,3.1067961165048543
1,74.0,80.58252427184466,36.699029126213595,28.54368932038835,11.45631067961165,3.6893203883495143,3.1067961165048543
1,75.0,80.58252427184466,43.30097087378641,33.20388349514563,11.844660194174757,4.077669902912621,3.4951456310679614
1,76.0,80.7766990291262,45.24271844660194,36.310679611650485,12.03883495145631,4.077669902912621,3.4951456310679614
1,77.0,80.7766990291262,48.737864077669904,23.300970873786408,12.427184466019417,4.077669902912621,1.9417475728155338
1,78.0,80.97087378640776,49.12621359223301,24.854368932038835,12.427184466019417,4.077669902912621,1.9417475728155338
1,79.0,80.97087378640776,52.23300970873787,27.57281553398058,12.62135922330097,4.077669902912621,1.9417475728155338
1,80.0,90.67961165048544,56.699029126213595,35.33980582524272,12.62135922330097,4.077669902912621,1.9417475728155338
1,81.0,92.62135922330097,59.80582524271845,42.52427184466019,12.62135922330097,4.077669902912621,1.9417475728155338
1,82.0,92.81553398058252,61.94174757281553,43.883495145631066,15.145631067961165,4.077669902912621,1.9417475728155338
1,83.0,92.81553398058252,63.883495145631066,44.85436893203884,15.922330097087379,4.077669902912621,1.9417475728155338
1,84.0,92.81553398058252,64.27184466019418,22.718446601941746,15.922330097087379,4.077669902912621,0.0
1,85.0,92.81553398058252,64.07766990291263,22.9126213592233,15.922330097087379,4.077669902912621,0.0
1,86.0,92.81553398058252,68.54368932038835,29.708737864077673,16.116504854368934,5.825242718446602,0.3883495145631068
1,87.0,92.81553398058252,73.00970873786407,38.25242718446602,16.116504854368934,10.485436893203884,2.524271844660194
1,88.0,92.81553398058252,74.5631067961165,43.689320388349515,16.116504854368934,12.03883495145631,3.300970873786408
1,89.0,92.81553398058252,76.89320388349515,47.57281553398058,16.116504854368934,12.427184466019417,3.4951456310679614
1,90.0,92.81553398058252,76.69902912621359,47.18446601941748,16.116504854368934,12.427184466019417,3.4951456310679614
1,91.0,92.81553398058252,77.08737864077669,47.76699029126213,16.116504854368934,12.427184466019417,3.4951456310679614
1,92.0,92.81553398058252,75.33980582524272,47.37864077669903,16.116504854368934,12.427184466019417,3.4951456310679614
1,93.0,92.81553398058252,78.64077669902912,57.28155339805825,16.116504854368934,12.427184466019417,3.4951456310679614
1,94.0,92.81553398058252,86.40776699029125,73.00970873786407,16.116504854368934,14.757281553398057,6.019417475728155
1,95.0,92.81553398058252,86.01941747572816,72.62135922330097,16.116504854368934,15.728155339805824,6.601941747572816
1,96.0,92.81553398058252,90.29126213592234,81.55339805825243,16.116504854368934,15.728155339805824,6.990291262135923
1,97.0,92.81553398058252,89.126213592233,80.58252427184466,16.116504854368934,15.922330097087379,7.184466019417475
1,98.0,92.81553398058252,88.93203883495146,82.91262135922331,16.116504854368934,16.116504854368934,7.184466019417475
1,99.0,92.81553398058252,88.7378640776699,82.33009708737865,16.116504854368934,16.116504854368934,7.184466019417475
1,100.0,92.81553398058252,89.32038834951457,82.91262135922331,16.116504854368934,16.116504854368934,7.184466019417475
1,101.0,92.81553398058252,89.32038834951457,82.91262135922331,16.116504854368934,16.116504854368934,7.184466019417475
1,102.0,94.36893203883496,88.93203883495146,82.33009708737865,16.116504854368934,16.116504854368934,7.184466019417475
1,103.0,95.53398058252426,89.126213592233,82.71844660194175,16.116504854368934,16.116504854368934,7.3786407766990285
1,104.0,95.53398058252426,82.52427184466019,82.52427184466019,16.116504854368934,16.116504854368934,7.3786407766990285
1,105.0,96.31067961165049,83.49514563106796,83.49514563106796,30.29126213592233,16.116504854368934,7.3786407766990285
1,106.0,96.50485436893203,82.33009708737865,82.33009708737865,32.81553398058252,16.116504854368934,7.3786407766990285
1,107.0,96.50485436893203,83.30097087378641,83.30097087378641,33.592233009708735,16.116504854368934,7.3786407766990285
1,108.0,96.50485436893203,82.33009708737865,82.33009708737865,34.56310679611651,16.116504854368934,7.3786407766990285
1,109.0,96.50485436893203,82.52427184466019,82.52427184466019,35.14563106796116,16.116504854368934,7.3786407766990285
1,110.0,96.50485436893203,83.30097087378641,83.30097087378641,35.14563106796116,16.116504854368934,7.3786407766990285
1,111.0,96.50485436893203,82.91262135922331,82.91262135922331,35.33980582524272,16.116504854368934,7.3786407766990285
1,112.0,96.50485436893203,82.71844660194175,82.71844660194175,35.33980582524272,16.116504854368934,7.3786407766990285
1,113.0,96.50485436893203,82.52427184466019,82.52427184466019,35.33980582524272,16.116504854368934,7.3786407766990285
1,114.0,97.28155339805825,83.10679611650485,83.10679611650485,35.33980582524272,16.116504854368934,7.3786407766990285
1,115.0,97.47572815533981,83.49514563106796,83.49514563106796,35.33980582524272,16.116504854368934,7.3786407766990285
1,116.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,117.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,118.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,119.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,120.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,121.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,122.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,123.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,124.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,125.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,126.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,127.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,128.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,129.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,130.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,131.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,132.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,133.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,134.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,135.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,136.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,137.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,138.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,139.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,140.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,141.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,142.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,143.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,144.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,145.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,146.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,147.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,148.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,149.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,150.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
1,151.0,97.47572815533981,88.15533980582524,88.15533980582524,35.33980582524272,16.116504854368934,7.3786407766990285
