"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,2,-360419769,5.14,1,1,23.34,72.09,3000,1,0,7.5
2,80,2,2080,2,-360409871,5.14,1,1,23.34,72.09,3000,1,0,7.5
3,80,2,2080,2,-360403583,5.14,1,1,23.34,72.09,3000,1,0,7.5
4,80,2,2080,2,-360398153,5.14,1,1,23.34,72.09,3000,1,0,7.5
5,80,2,2080,2,-360392400,5.14,1,1,23.34,72.09,3000,1,0,7.5
6,80,2,2080,2,-360387139,5.14,1,1,23.34,72.09,3000,1,0,7.5
7,80,2,2080,2,-360381439,5.14,1,1,23.34,72.09,3000,1,0,7.5
8,80,2,2080,2,-360375468,5.14,1,1,23.34,72.09,3000,1,0,7.5
9,80,2,2080,2,-360369983,5.14,1,1,23.34,72.09,3000,1,0,7.5
10,80,2,2080,2,-360364979,5.14,1,1,23.34,72.09,3000,1,0,7.5
