"tick","Ertrag","befallGR","befallGRsicht","befallGRertrag","befallST","befallSTsicht","befallSTertrag","ResistenzPflanze","behaviour"
1.0,5150000.0,3.8834951456310676,0.0,0.0,30.097087378640776,0.0,0.0,1.0,2.0
2.0,5150000.0,9.70873786407767,0.0,0.0,61.94174757281553,0.0,0.0,1.0,2.0
3.0,5150000.0,10.87378640776699,0.0,0.0,66.2135922330097,0.0,0.0,1.0,2.0
4.0,5150000.0,11.067961165048544,0.0,0.0,67.96116504854369,0.0,0.0,1.0,2.0
5.0,5150000.0,11.262135922330096,0.0,0.0,68.3495145631068,0.0,0.0,1.0,2.0
6.0,5150000.0,11.262135922330096,0.0,0.0,68.73786407766991,0.0,0.0,1.0,2.0
7.0,5150000.0,11.262135922330096,0.0,0.0,68.93203883495146,0.0,0.0,1.0,2.0
8.0,5150000.0,11.262135922330096,0.0,0.0,69.32038834951456,0.0,0.0,1.0,2.0
9.0,5150000.0,11.262135922330096,0.0,0.0,69.70873786407768,0.0,0.0,1.0,2.0
10.0,5150000.0,11.262135922330096,0.0,0.0,69.70873786407768,0.0,0.0,1.0,2.0
11.0,5150000.0,11.262135922330096,0.0,0.0,69.70873786407768,0.0,0.0,1.0,2.0
12.0,5150000.0,11.262135922330096,0.0,0.0,69.70873786407768,0.0,0.0,1.0,2.0
13.0,5150000.0,11.262135922330096,0.0,0.0,69.70873786407768,0.0,0.0,1.0,2.0
14.0,5150000.0,11.262135922330096,0.0,0.0,69.70873786407768,0.0,0.0,1.0,2.0
15.0,5150000.0,11.262135922330096,0.0,0.0,69.70873786407768,0.0,0.0,1.0,2.0
16.0,5150000.0,11.45631067961165,0.0,0.0,69.70873786407768,0.0,0.0,1.0,2.0
17.0,5150000.0,11.45631067961165,0.0,0.0,69.70873786407768,0.0,0.0,1.0,2.0
18.0,5150000.0,11.45631067961165,0.0,0.0,69.70873786407768,0.0,0.0,1.0,2.0
19.0,5150000.0,11.45631067961165,0.0,0.0,69.70873786407768,0.0,0.0,1.0,2.0
20.0,5150000.0,11.45631067961165,0.0,0.0,69.70873786407768,0.0,0.0,1.0,2.0
21.0,5150000.0,11.45631067961165,0.0,0.0,69.70873786407768,0.0,0.0,1.0,2.0
22.0,5150000.0,11.45631067961165,0.0,0.0,69.70873786407768,0.0,0.0,1.0,2.0
23.0,5150000.0,11.45631067961165,0.0,0.0,69.70873786407768,0.0,0.0,1.0,2.0
24.0,5150000.0,11.45631067961165,0.0,0.0,69.70873786407768,0.0,0.0,1.0,2.0
25.0,5150000.0,11.45631067961165,0.0,0.0,69.70873786407768,0.0,0.0,1.0,2.0
26.0,5150000.0,11.45631067961165,2.7184466019417477,2.7184466019417477,69.70873786407768,0.0,0.0,1.0,2.0
27.0,5150000.0,11.45631067961165,5.631067961165048,5.631067961165048,69.70873786407768,0.0,0.0,1.0,2.0
28.0,5150000.0,13.592233009708737,5.631067961165048,5.631067961165048,69.70873786407768,0.0,0.0,1.0,2.0
29.0,5150000.0,13.980582524271846,6.601941747572816,6.601941747572816,69.70873786407768,0.0,0.0,1.0,2.0
30.0,5150000.0,23.106796116504853,6.407766990291262,6.407766990291262,69.70873786407768,0.0,0.0,1.0,2.0
31.0,5150000.0,24.854368932038835,8.932038834951456,8.932038834951456,69.70873786407768,0.0,0.0,1.0,2.0
32.0,5150000.0,25.436893203883493,8.932038834951456,8.932038834951456,69.70873786407768,0.0,0.0,1.0,2.0
33.0,5150000.0,25.436893203883493,9.12621359223301,9.12621359223301,69.70873786407768,0.0,0.0,1.0,2.0
34.0,5150000.0,25.631067961165048,9.12621359223301,9.12621359223301,69.70873786407768,62.5242718446602,62.5242718446602,1.0,2.0
35.0,5150000.0,25.631067961165048,9.320388349514563,9.320388349514563,69.70873786407768,66.60194174757281,66.60194174757281,1.0,2.0
36.0,5150000.0,42.9126213592233,9.12621359223301,9.12621359223301,69.70873786407768,68.3495145631068,68.3495145631068,1.0,2.0
37.0,5150000.0,45.8252427184466,9.320388349514563,9.320388349514563,69.70873786407768,69.32038834951456,69.32038834951456,1.0,2.0
38.0,5150000.0,46.40776699029126,9.12621359223301,9.12621359223301,69.70873786407768,69.70873786407768,69.70873786407768,1.0,2.0
39.0,5150000.0,59.80582524271845,9.320388349514563,9.320388349514563,69.70873786407768,69.70873786407768,69.70873786407768,1.0,2.0
40.0,5150000.0,61.359223300970875,9.320388349514563,9.320388349514563,69.70873786407768,69.70873786407768,69.70873786407768,1.0,2.0
41.0,5150000.0,62.912621359223294,9.12621359223301,9.12621359223301,69.70873786407768,69.70873786407768,69.70873786407768,1.0,2.0
42.0,5150000.0,62.912621359223294,9.320388349514563,9.320388349514563,69.70873786407768,69.70873786407768,69.70873786407768,1.0,2.0
43.0,5150000.0,62.912621359223294,9.320388349514563,9.320388349514563,69.70873786407768,69.70873786407768,69.70873786407768,1.0,2.0
44.0,5150000.0,63.10679611650486,8.932038834951456,8.932038834951456,69.70873786407768,69.70873786407768,69.70873786407768,1.0,2.0
45.0,5150000.0,63.10679611650486,11.45631067961165,11.45631067961165,69.70873786407768,69.70873786407768,69.70873786407768,1.0,2.0
46.0,5150000.0,63.30097087378641,15.922330097087379,15.922330097087379,100.0,69.70873786407768,69.70873786407768,1.0,2.0
47.0,5150000.0,63.49514563106796,20.97087378640777,20.97087378640777,100.0,69.70873786407768,69.70873786407768,1.0,2.0
48.0,5150000.0,63.49514563106796,20.58252427184466,20.58252427184466,100.0,69.70873786407768,69.70873786407768,1.0,2.0
49.0,5150000.0,78.44660194174757,20.97087378640777,20.97087378640777,100.0,69.70873786407768,69.70873786407768,1.0,2.0
50.0,5150000.0,82.91262135922331,20.58252427184466,20.58252427184466,100.0,69.70873786407768,69.70873786407768,1.0,2.0
