"tick","Ertrag","befallGR","befallGRsicht","befallGRertrag","befallST","befallSTsicht","befallSTertrag","ResistenzPflanze","behaviour"
1.0,5150000.0,3.8834951456310676,0.0,0.0,30.097087378640776,0.0,0.0,1.0,2.0
2.0,5150000.0,9.902912621359224,0.0,0.0,64.85436893203882,0.0,0.0,1.0,2.0
3.0,5150000.0,10.87378640776699,0.0,0.0,68.93203883495146,0.0,0.0,1.0,2.0
4.0,5150000.0,11.262135922330096,0.0,0.0,70.48543689320388,0.0,0.0,1.0,2.0
5.0,5150000.0,12.233009708737864,0.0,0.0,71.84466019417476,0.0,0.0,1.0,2.0
6.0,5150000.0,12.233009708737864,0.0,0.0,72.03883495145631,0.0,0.0,1.0,2.0
7.0,5150000.0,12.427184466019417,0.0,0.0,72.62135922330097,0.0,0.0,1.0,2.0
8.0,5150000.0,12.427184466019417,0.0,0.0,72.62135922330097,0.0,0.0,1.0,2.0
9.0,5150000.0,12.62135922330097,0.0,0.0,72.62135922330097,0.0,0.0,1.0,2.0
10.0,5150000.0,12.62135922330097,0.0,0.0,72.62135922330097,0.0,0.0,1.0,2.0
11.0,5150000.0,12.62135922330097,0.0,0.0,72.62135922330097,0.0,0.0,1.0,2.0
12.0,5150000.0,12.62135922330097,0.0,0.0,72.62135922330097,0.0,0.0,1.0,2.0
13.0,5150000.0,12.62135922330097,0.0,0.0,72.62135922330097,0.0,0.0,1.0,2.0
14.0,5150000.0,12.62135922330097,0.0,0.0,72.62135922330097,0.0,0.0,1.0,2.0
15.0,5150000.0,12.62135922330097,0.0,0.0,72.62135922330097,0.0,0.0,1.0,2.0
16.0,5150000.0,12.62135922330097,0.0,0.0,72.62135922330097,0.0,0.0,1.0,2.0
17.0,5150000.0,12.62135922330097,0.0,0.0,72.62135922330097,0.0,0.0,1.0,2.0
18.0,5150000.0,12.62135922330097,0.0,0.0,72.62135922330097,0.0,0.0,1.0,2.0
19.0,5150000.0,12.62135922330097,0.0,0.0,72.62135922330097,0.0,0.0,1.0,2.0
20.0,5150000.0,12.62135922330097,0.0,0.0,72.62135922330097,0.0,0.0,1.0,2.0
21.0,5150000.0,12.62135922330097,0.0,0.0,72.62135922330097,0.0,0.0,1.0,2.0
22.0,5150000.0,12.62135922330097,0.0,0.0,72.62135922330097,0.0,0.0,1.0,2.0
23.0,5150000.0,12.62135922330097,0.0,0.0,72.62135922330097,0.0,0.0,1.0,2.0
24.0,5150000.0,12.62135922330097,0.0,0.0,72.62135922330097,0.0,0.0,1.0,2.0
25.0,5150000.0,12.62135922330097,0.0,0.0,72.62135922330097,0.0,0.0,1.0,2.0
26.0,5150000.0,12.62135922330097,2.524271844660194,2.524271844660194,72.62135922330097,0.0,0.0,1.0,2.0
27.0,5150000.0,12.62135922330097,5.242718446601942,5.242718446601942,72.62135922330097,0.0,0.0,1.0,2.0
28.0,5150000.0,14.951456310679612,5.242718446601942,5.242718446601942,72.62135922330097,0.0,0.0,1.0,2.0
29.0,5150000.0,15.728155339805824,6.990291262135923,6.990291262135923,72.62135922330097,0.0,0.0,1.0,2.0
30.0,5150000.0,25.04854368932039,6.990291262135923,6.990291262135923,72.62135922330097,0.0,0.0,1.0,2.0
31.0,5150000.0,26.21359223300971,9.70873786407767,9.70873786407767,72.62135922330097,0.0,0.0,1.0,2.0
32.0,5150000.0,26.990291262135923,9.70873786407767,9.70873786407767,72.62135922330097,0.0,0.0,1.0,2.0
33.0,5150000.0,27.184466019417474,9.70873786407767,9.70873786407767,72.62135922330097,0.0,0.0,1.0,2.0
34.0,5150000.0,27.184466019417474,9.70873786407767,9.70873786407767,72.62135922330097,0.0,0.0,1.0,2.0
35.0,5150000.0,27.57281553398058,9.70873786407767,9.70873786407767,72.62135922330097,0.0,0.0,1.0,2.0
36.0,5150000.0,45.24271844660194,9.70873786407767,9.70873786407767,72.62135922330097,0.0,0.0,1.0,2.0
37.0,5150000.0,48.15533980582524,9.70873786407767,9.70873786407767,72.62135922330097,0.0,0.0,1.0,2.0
38.0,5150000.0,49.320388349514566,9.70873786407767,9.70873786407767,72.62135922330097,0.0,0.0,1.0,2.0
39.0,5150000.0,64.66019417475728,9.70873786407767,9.70873786407767,72.62135922330097,0.0,0.0,1.0,2.0
40.0,5150000.0,66.79611650485437,9.70873786407767,9.70873786407767,72.62135922330097,61.94174757281553,61.94174757281553,1.0,2.0
41.0,5150000.0,67.57281553398057,9.70873786407767,9.70873786407767,72.62135922330097,67.37864077669903,67.37864077669903,1.0,2.0
42.0,5150000.0,68.15533980582525,9.70873786407767,9.70873786407767,72.62135922330097,69.70873786407768,69.70873786407768,1.0,2.0
43.0,5150000.0,68.3495145631068,9.70873786407767,9.70873786407767,72.62135922330097,71.45631067961165,71.45631067961165,1.0,2.0
44.0,5150000.0,68.3495145631068,9.70873786407767,9.70873786407767,72.62135922330097,71.6504854368932,71.6504854368932,1.0,2.0
45.0,5150000.0,68.3495145631068,12.03883495145631,12.03883495145631,72.62135922330097,72.03883495145631,72.03883495145631,1.0,2.0
46.0,5150000.0,68.3495145631068,16.893203883495143,16.893203883495143,99.6116504854369,72.42718446601941,72.42718446601941,1.0,2.0
47.0,5150000.0,68.54368932038835,21.35922330097087,21.35922330097087,99.6116504854369,72.42718446601941,72.42718446601941,1.0,2.0
48.0,5150000.0,68.73786407766991,21.553398058252426,21.553398058252426,99.6116504854369,72.42718446601941,72.42718446601941,1.0,2.0
49.0,5150000.0,80.0,21.553398058252426,21.553398058252426,99.6116504854369,72.42718446601941,72.42718446601941,1.0,2.0
50.0,5150000.0,85.04854368932038,21.16504854368932,21.16504854368932,99.6116504854369,72.42718446601941,72.42718446601941,1.0,2.0
51.0,5150000.0,85.63106796116506,21.553398058252426,21.553398058252426,99.6116504854369,72.62135922330097,72.62135922330097,1.0,2.0
52.0,5150000.0,85.63106796116506,21.941747572815533,21.941747572815533,99.6116504854369,72.62135922330097,72.62135922330097,1.0,2.0
53.0,5150000.0,90.87378640776699,21.553398058252426,21.553398058252426,99.6116504854369,72.62135922330097,72.62135922330097,1.0,2.0
54.0,5150000.0,91.2621359223301,26.990291262135923,26.990291262135923,99.6116504854369,72.62135922330097,72.62135922330097,1.0,2.0
55.0,5150000.0,91.45631067961165,27.184466019417474,27.184466019417474,99.6116504854369,72.62135922330097,72.62135922330097,1.0,2.0
56.0,5150000.0,92.42718446601941,32.42718446601941,32.42718446601941,99.6116504854369,72.62135922330097,72.62135922330097,1.0,2.0
57.0,5134952.710000005,92.62135922330097,31.2621359223301,31.2621359223301,99.6116504854369,72.62135922330097,72.62135922330097,1.0,2.0
58.0,5119098.809999994,92.81553398058252,35.92233009708738,35.92233009708738,99.6116504854369,72.62135922330097,72.62135922330097,1.0,2.0
59.0,5102438.299999996,92.81553398058252,35.92233009708738,35.92233009708738,99.6116504854369,72.62135922330097,72.62135922330097,1.0,2.0
60.0,5091009.37,92.81553398058252,45.43689320388349,34.56310679611651,99.6116504854369,72.62135922330097,58.83495145631068,1.0,2.0
61.0,5079035.109999997,93.39805825242719,45.63106796116505,34.95145631067961,99.6116504854369,72.62135922330097,58.83495145631068,1.0,2.0
62.0,5066528.169999996,93.39805825242719,50.29126213592233,38.640776699029125,99.6116504854369,72.62135922330097,58.83495145631068,1.0,2.0
63.0,5053479.81,93.7864077669903,50.679611650485434,39.029126213592235,99.6116504854369,72.62135922330097,58.83495145631068,1.0,2.0
64.0,5039898.769999999,93.7864077669903,53.00970873786408,40.58252427184466,99.6116504854369,72.62135922330097,58.83495145631068,1.0,2.0
65.0,5025806.440000002,93.7864077669903,53.980582524271846,40.97087378640777,99.6116504854369,72.62135922330097,58.83495145631068,1.0,2.0
66.0,5011181.429999998,93.7864077669903,53.00970873786408,40.77669902912621,99.6116504854369,72.62135922330097,58.83495145631068,1.0,2.0
67.0,4996023.7399999965,93.7864077669903,54.1747572815534,41.55339805825243,99.6116504854369,72.62135922330097,58.83495145631068,1.0,2.0
68.0,4980333.370000002,93.7864077669903,54.5631067961165,41.74757281553398,99.6116504854369,72.62135922330097,58.83495145631068,1.0,2.0
69.0,4964110.319999998,93.7864077669903,53.00970873786408,40.77669902912621,99.6116504854369,72.62135922330097,58.83495145631068,1.0,2.0
70.0,4947354.589999998,93.7864077669903,53.592233009708735,41.74757281553398,99.6116504854369,72.62135922330097,58.83495145631068,1.0,2.0
71.0,4930066.179999994,93.7864077669903,53.20388349514563,40.97087378640777,99.6116504854369,72.62135922330097,58.83495145631068,1.0,2.0
72.0,4912245.0900000045,93.7864077669903,54.1747572815534,41.74757281553398,99.6116504854369,72.62135922330097,58.83495145631068,1.0,2.0
73.0,4893891.319999999,93.7864077669903,53.592233009708735,40.77669902912621,99.6116504854369,72.62135922330097,58.83495145631068,1.0,2.0
74.0,4875004.869999998,93.7864077669903,53.00970873786408,40.97087378640777,99.6116504854369,72.62135922330097,58.83495145631068,1.0,2.0
75.0,4855585.740000005,93.7864077669903,52.42718446601942,40.58252427184466,99.6116504854369,72.62135922330097,58.83495145631068,1.0,2.0
76.0,4835633.929999999,93.7864077669903,53.592233009708735,40.97087378640777,99.6116504854369,72.62135922330097,58.83495145631068,1.0,2.0
77.0,4815149.439999998,93.7864077669903,53.00970873786408,40.97087378640777,99.6116504854369,72.62135922330097,58.83495145631068,1.0,2.0
78.0,4804772.989999997,93.7864077669903,53.398058252427184,22.718446601941746,99.6116504854369,72.62135922330097,32.42718446601941,1.0,2.0
79.0,4794133.649999999,93.7864077669903,53.592233009708735,23.495145631067963,99.6116504854369,72.62135922330097,32.42718446601941,1.0,2.0
80.0,4783231.420000001,93.7864077669903,53.00970873786408,22.718446601941746,99.6116504854369,72.62135922330097,32.42718446601941,1.0,2.0
81.0,4772066.300000001,93.7864077669903,53.980582524271846,22.718446601941746,99.6116504854369,99.6116504854369,87.37864077669903,1.0,2.0
82.0,4760577.569999998,93.7864077669903,53.786407766990294,22.718446601941746,99.80582524271846,99.6116504854369,90.09708737864077,1.0,2.0
83.0,4748765.2299999995,93.7864077669903,53.592233009708735,22.52427184466019,99.80582524271846,99.6116504854369,90.87378640776699,1.0,2.0
84.0,4748594.229999998,93.7864077669903,57.28155339805825,0.0,99.80582524271846,99.6116504854369,0.0,1.0,2.0
85.0,4748366.230000002,93.7864077669903,58.252427184466015,0.0,99.80582524271846,99.6116504854369,0.0,1.0,2.0
86.0,4748081.230000003,93.7864077669903,56.116504854368934,0.0,99.80582524271846,99.6116504854369,0.0,1.0,2.0
87.0,4747739.2299999995,93.7864077669903,45.04854368932038,0.0,99.80582524271846,99.6116504854369,0.0,1.0,2.0
88.0,4747340.23,93.7864077669903,44.271844660194176,0.0,99.80582524271846,99.6116504854369,0.0,1.0,2.0
89.0,4746884.229999999,93.7864077669903,53.592233009708735,0.0,99.80582524271846,99.6116504854369,0.0,1.0,2.0
90.0,4746371.230000002,93.7864077669903,61.74757281553398,0.0,99.80582524271846,99.6116504854369,0.0,1.0,2.0
91.0,4745801.23,93.7864077669903,67.37864077669903,0.0,99.80582524271846,99.6116504854369,0.0,1.0,2.0
92.0,4745174.229999998,93.7864077669903,72.81553398058253,0.0,99.80582524271846,99.6116504854369,0.0,1.0,2.0
93.0,4744490.230000002,93.7864077669903,73.7864077669903,0.0,99.80582524271846,99.6116504854369,0.0,1.0,2.0
94.0,4743749.230000002,93.7864077669903,74.36893203883496,0.0,99.80582524271846,99.6116504854369,0.0,1.0,2.0
95.0,4742951.230000001,93.7864077669903,75.92233009708738,0.0,99.80582524271846,99.6116504854369,0.0,1.0,2.0
96.0,4742096.230000001,93.7864077669903,76.50485436893204,0.0,99.80582524271846,99.6116504854369,0.0,1.0,2.0
97.0,4741184.229999999,93.7864077669903,75.72815533980582,0.0,99.80582524271846,99.6116504854369,0.0,1.0,2.0
98.0,4740215.230000002,93.7864077669903,52.62135922330097,0.0,99.80582524271846,99.6116504854369,0.0,1.0,2.0
99.0,4739189.23,93.7864077669903,51.6504854368932,0.0,99.80582524271846,99.6116504854369,0.0,1.0,2.0
100.0,4738106.23,93.7864077669903,51.262135922330096,0.0,99.80582524271846,99.80582524271846,27.378640776699033,1.0,2.0
101.0,4736966.230000001,93.7864077669903,51.84466019417475,0.0,99.80582524271846,99.80582524271846,31.456310679611647,1.0,2.0
102.0,4735721.324,94.95145631067962,51.84466019417475,0.0,99.80582524271846,99.80582524271846,33.980582524271846,1.0,2.0
103.0,4734419.418000002,94.95145631067962,51.84466019417475,0.0,99.80582524271846,99.80582524271846,35.14563106796116,1.0,2.0
104.0,4733060.511999998,94.95145631067962,0.0,0.0,99.80582524271846,99.80582524271846,36.116504854368934,1.0,2.0
105.0,4731644.606,94.95145631067962,0.0,0.0,99.80582524271846,99.80582524271846,36.310679611650485,1.0,2.0
106.0,4730171.700000003,94.95145631067962,0.0,0.0,99.80582524271846,99.80582524271846,36.310679611650485,1.0,2.0
