"tick","Ertrag","befallGR","befallGRsicht","befallGRertrag","befallST","befallSTsicht","befallSTertrag","ResistenzPflanze","behaviour","pestCount","GRsichtCount","GRertragCount","septoriaCount","STsichtCount","STertragCount"
1.0,5150000.0,0.5825242718446602,0.0,0.0,29.902912621359224,0.0,0.0,1.0,3.0,6,0.0,0.0,501,0.0,0.0
2.0,5150000.0,1.3592233009708738,0.0,0.0,64.85436893203882,0.0,0.0,1.0,3.0,6,0.0,0.0,501,0.0,0.0
3.0,5150000.0,1.5533980582524272,0.0,0.0,67.96116504854369,0.0,0.0,1.0,3.0,6,0.0,0.0,501,0.0,0.0
4.0,5150000.0,1.5533980582524272,0.0,0.0,69.12621359223301,0.0,0.0,1.0,3.0,6,0.0,0.0,501,0.0,0.0
5.0,5150000.0,1.5533980582524272,0.0,0.0,69.51456310679612,0.0,0.0,1.0,3.0,6,0.0,0.0,501,0.0,0.0
6.0,5150000.0,1.7475728155339807,0.0,0.0,69.90291262135922,0.0,0.0,1.0,3.0,6,0.0,0.0,501,0.0,0.0
7.0,5150000.0,1.7475728155339807,0.0,0.0,70.29126213592232,0.0,0.0,1.0,3.0,6,0.0,0.0,501,0.0,0.0
8.0,5150000.0,1.7475728155339807,0.0,0.0,70.29126213592232,0.0,0.0,1.0,3.0,6,0.0,0.0,501,0.0,0.0
9.0,5150000.0,1.7475728155339807,0.0,0.0,70.67961165048544,0.0,0.0,1.0,3.0,6,0.0,0.0,501,0.0,0.0
10.0,5150000.0,1.7475728155339807,0.0,0.0,70.67961165048544,0.0,0.0,1.0,3.0,6,0.0,0.0,501,0.0,0.0
11.0,5150000.0,1.7475728155339807,0.0,0.0,70.67961165048544,0.0,0.0,1.0,3.0,6,0.0,0.0,501,0.0,0.0
12.0,5150000.0,1.7475728155339807,0.0,0.0,70.67961165048544,0.0,0.0,1.0,3.0,6,0.0,0.0,501,0.0,0.0
13.0,5150000.0,1.7475728155339807,0.0,0.0,70.67961165048544,0.0,0.0,1.0,3.0,6,0.0,0.0,501,0.0,0.0
14.0,5150000.0,1.7475728155339807,0.0,0.0,70.67961165048544,0.0,0.0,1.0,3.0,6,0.0,0.0,501,0.0,0.0
15.0,5150000.0,1.7475728155339807,0.0,0.0,70.67961165048544,0.0,0.0,1.0,3.0,6,0.0,0.0,501,0.0,0.0
16.0,5150000.0,1.7475728155339807,0.0,0.0,70.67961165048544,0.0,0.0,1.0,3.0,6,0.0,0.0,501,0.0,0.0
17.0,5150000.0,1.7475728155339807,0.0,0.0,70.67961165048544,0.0,0.0,1.0,3.0,6,0.0,0.0,501,0.0,0.0
18.0,5150000.0,1.7475728155339807,0.0,0.0,70.67961165048544,0.0,0.0,1.0,3.0,6,0.0,0.0,501,0.0,0.0
19.0,5150000.0,1.7475728155339807,0.0,0.0,70.67961165048544,0.0,0.0,1.0,3.0,6,0.0,0.0,501,0.0,0.0
20.0,5150000.0,1.7475728155339807,0.0,0.0,70.67961165048544,0.0,0.0,1.0,3.0,6,0.0,0.0,501,0.0,0.0
21.0,5150000.0,1.7475728155339807,0.0,0.0,70.67961165048544,0.0,0.0,1.0,3.0,6,0.0,0.0,501,0.0,0.0
22.0,5150000.0,1.7475728155339807,0.0,0.0,70.67961165048544,0.0,0.0,1.0,3.0,6,0.0,0.0,501,0.0,0.0
23.0,5150000.0,1.7475728155339807,0.0,0.0,70.67961165048544,0.0,0.0,1.0,3.0,6,0.0,0.0,501,0.0,0.0
24.0,5150000.0,1.7475728155339807,0.0,0.0,70.67961165048544,0.0,0.0,1.0,3.0,6,0.0,0.0,501,0.0,0.0
25.0,5150000.0,1.7475728155339807,0.0,0.0,70.67961165048544,0.0,0.0,1.0,3.0,6,0.0,0.0,501,0.0,0.0
26.0,5150000.0,1.7475728155339807,0.5825242718446602,0.5825242718446602,70.67961165048544,0.0,0.0,1.0,3.0,6,0.0,0.0,501,0.0,0.0
27.0,5150000.0,1.7475728155339807,0.5825242718446602,0.5825242718446602,70.67961165048544,0.0,0.0,1.0,3.0,11,0.0,0.0,501,0.0,0.0
28.0,5150000.0,2.524271844660194,0.9708737864077669,0.9708737864077669,70.67961165048544,0.0,0.0,1.0,3.0,11,0.0,0.0,501,0.0,0.0
29.0,5150000.0,2.524271844660194,0.9708737864077669,0.9708737864077669,70.67961165048544,0.0,0.0,1.0,3.0,19,0.0,0.0,501,0.0,0.0
30.0,5150000.0,3.1067961165048543,1.1650485436893203,1.1650485436893203,70.67961165048544,0.0,0.0,1.0,3.0,19,0.0,0.0,501,0.0,0.0
31.0,5150000.0,3.300970873786408,1.1650485436893203,1.1650485436893203,70.67961165048544,62.912621359223294,62.912621359223294,1.0,3.0,19,0.0,0.0,501,500.0,500.0
32.0,5150000.0,3.300970873786408,1.1650485436893203,1.1650485436893203,70.67961165048544,66.79611650485437,66.79611650485437,1.0,3.0,19,0.0,0.0,501,1001.0,1001.0
33.0,5150000.0,3.300970873786408,1.1650485436893203,1.1650485436893203,70.67961165048544,68.73786407766991,68.73786407766991,1.0,3.0,19,0.0,0.0,501,1502.0,1502.0
34.0,5150000.0,3.300970873786408,1.1650485436893203,1.1650485436893203,70.67961165048544,68.93203883495146,68.93203883495146,1.0,3.0,19,0.0,0.0,501,2003.0,2003.0
35.0,5150000.0,3.300970873786408,1.1650485436893203,1.1650485436893203,70.67961165048544,69.70873786407768,69.70873786407768,1.0,3.0,55,0.0,0.0,501,2504.0,2504.0
36.0,5150000.0,7.572815533980583,1.1650485436893203,1.1650485436893203,70.67961165048544,69.90291262135922,69.90291262135922,1.0,3.0,55,0.0,0.0,501,3005.0,3005.0
37.0,5150000.0,7.766990291262135,1.1650485436893203,1.1650485436893203,70.67961165048544,70.29126213592232,70.29126213592232,1.0,3.0,55,0.0,0.0,501,3506.0,3506.0
38.0,5150000.0,8.155339805825243,1.1650485436893203,1.1650485436893203,70.67961165048544,70.48543689320388,70.48543689320388,1.0,3.0,79,0.0,0.0,501,4007.0,4007.0
39.0,5150000.0,10.87378640776699,1.1650485436893203,1.1650485436893203,70.67961165048544,70.48543689320388,70.48543689320388,1.0,3.0,79,0.0,0.0,501,4508.0,4508.0
40.0,5150000.0,10.87378640776699,1.1650485436893203,1.1650485436893203,70.67961165048544,70.48543689320388,70.48543689320388,1.0,3.0,79,0.0,0.0,501,5009.0,5009.0
41.0,5150000.0,11.45631067961165,1.1650485436893203,1.1650485436893203,70.67961165048544,70.48543689320388,70.48543689320388,1.0,3.0,79,0.0,0.0,501,5510.0,5510.0
42.0,5150000.0,11.650485436893204,1.1650485436893203,1.1650485436893203,70.67961165048544,70.67961165048544,70.67961165048544,1.0,3.0,79,0.0,0.0,501,6011.0,6011.0
43.0,5150000.0,11.650485436893204,1.1650485436893203,1.1650485436893203,70.67961165048544,70.67961165048544,70.67961165048544,1.0,3.0,79,0.0,0.0,501,6512.0,6512.0
