"tick","befallGR","befallGRsicht","befallGRertrag","befallST","befallSTsicht","befallSTertrag","Ertrag"
1.0,3.300970873786408,0.0,0.0,33.398058252427184,0.0,0.0,5150000.0
2.0,3.4951456310679614,0.0,0.0,60.970873786407765,0.0,0.0,5150000.0
3.0,3.6893203883495143,0.0,0.0,66.40776699029126,0.0,0.0,5150000.0
4.0,3.6893203883495143,0.0,0.0,68.54368932038835,0.0,0.0,5150000.0
5.0,3.6893203883495143,0.0,0.0,68.93203883495146,0.0,0.0,5150000.0
6.0,3.6893203883495143,0.0,0.0,68.93203883495146,0.0,0.0,5150000.0
7.0,3.8834951456310676,0.0,0.0,69.32038834951456,0.0,0.0,5150000.0
8.0,3.8834951456310676,0.0,0.0,69.51456310679612,0.0,0.0,5150000.0
9.0,3.8834951456310676,0.0,0.0,69.90291262135922,0.0,0.0,5150000.0
10.0,3.8834951456310676,0.0,0.0,69.90291262135922,0.0,0.0,5150000.0
11.0,3.8834951456310676,0.0,0.0,69.90291262135922,0.0,0.0,5150000.0
12.0,3.8834951456310676,0.0,0.0,69.90291262135922,0.0,0.0,5150000.0
13.0,3.8834951456310676,0.0,0.0,69.90291262135922,0.0,0.0,5150000.0
14.0,3.8834951456310676,0.0,0.0,69.90291262135922,0.0,0.0,5150000.0
15.0,3.8834951456310676,0.0,0.0,70.09708737864078,0.0,0.0,5150000.0
16.0,3.8834951456310676,0.0,0.0,70.09708737864078,0.0,0.0,5150000.0
17.0,3.8834951456310676,0.0,0.0,70.09708737864078,0.0,0.0,5150000.0
18.0,3.8834951456310676,0.0,0.0,70.09708737864078,0.0,0.0,5150000.0
19.0,3.8834951456310676,0.0,0.0,70.09708737864078,0.0,0.0,5150000.0
20.0,3.8834951456310676,0.0,0.0,70.09708737864078,0.0,0.0,5150000.0
21.0,3.8834951456310676,0.0,0.0,70.09708737864078,0.0,0.0,5150000.0
22.0,3.8834951456310676,0.0,0.0,70.09708737864078,0.0,0.0,5150000.0
23.0,3.8834951456310676,0.0,0.0,70.09708737864078,0.0,0.0,5150000.0
24.0,3.8834951456310676,0.0,0.0,70.09708737864078,0.0,0.0,5150000.0
25.0,3.8834951456310676,1.3592233009708738,1.3592233009708738,70.09708737864078,0.0,0.0,5150000.0
26.0,3.8834951456310676,2.3300970873786406,2.3300970873786406,70.09708737864078,0.0,0.0,5150000.0
27.0,3.8834951456310676,2.3300970873786406,2.3300970873786406,70.09708737864078,0.0,0.0,5150000.0
28.0,6.019417475728155,3.1067961165048543,3.1067961165048543,70.09708737864078,0.0,0.0,5150000.0
29.0,6.796116504854369,3.1067961165048543,3.1067961165048543,70.09708737864078,0.0,0.0,5150000.0
30.0,12.03883495145631,3.4951456310679614,3.4951456310679614,70.09708737864078,0.0,0.0,5150000.0
31.0,13.009708737864079,3.4951456310679614,3.4951456310679614,70.09708737864078,0.0,0.0,5150000.0
32.0,14.36893203883495,3.4951456310679614,3.4951456310679614,70.09708737864078,0.0,0.0,5150000.0
33.0,14.757281553398057,3.4951456310679614,3.4951456310679614,70.09708737864078,0.0,0.0,5150000.0
34.0,14.951456310679612,3.4951456310679614,3.4951456310679614,70.09708737864078,0.0,0.0,5150000.0
35.0,14.951456310679612,3.4951456310679614,3.4951456310679614,70.09708737864078,0.0,0.0,5150000.0
36.0,22.718446601941746,3.4951456310679614,3.4951456310679614,70.09708737864078,0.0,0.0,5150000.0
37.0,23.883495145631066,3.4951456310679614,3.4951456310679614,70.09708737864078,0.0,0.0,5150000.0
38.0,24.07766990291262,3.4951456310679614,3.4951456310679614,70.09708737864078,59.80582524271845,59.80582524271845,5150000.0
39.0,30.87378640776699,3.4951456310679614,3.4951456310679614,70.09708737864078,65.63106796116504,65.63106796116504,5150000.0
40.0,31.2621359223301,3.4951456310679614,3.4951456310679614,70.09708737864078,67.76699029126215,67.76699029126215,5150000.0
41.0,31.844660194174757,3.4951456310679614,3.4951456310679614,70.09708737864078,68.73786407766991,68.73786407766991,5150000.0
42.0,32.23300970873787,3.4951456310679614,3.4951456310679614,70.09708737864078,68.93203883495146,68.93203883495146,5150000.0
43.0,32.23300970873787,3.4951456310679614,3.4951456310679614,70.09708737864078,69.70873786407768,69.70873786407768,5150000.0
44.0,32.23300970873787,3.4951456310679614,3.4951456310679614,70.09708737864078,69.90291262135922,69.90291262135922,5150000.0
45.0,32.23300970873787,4.660194174757281,4.660194174757281,70.09708737864078,70.09708737864078,70.09708737864078,5150000.0
46.0,32.23300970873787,8.155339805825243,8.155339805825243,99.22330097087378,70.09708737864078,70.09708737864078,5150000.0
47.0,32.23300970873787,10.097087378640776,10.097087378640776,99.41747572815534,70.09708737864078,70.09708737864078,5150000.0
48.0,32.23300970873787,9.902912621359224,9.902912621359224,99.41747572815534,70.09708737864078,70.09708737864078,5150000.0
49.0,43.49514563106796,10.485436893203884,10.485436893203884,99.41747572815534,70.09708737864078,70.09708737864078,5150000.0
50.0,48.737864077669904,10.87378640776699,10.87378640776699,99.41747572815534,70.09708737864078,70.09708737864078,5150000.0
51.0,50.29126213592233,10.679611650485436,10.679611650485436,99.41747572815534,70.09708737864078,70.09708737864078,5150000.0
52.0,50.29126213592233,11.067961165048544,11.067961165048544,99.41747572815534,70.09708737864078,70.09708737864078,5150000.0
53.0,58.252427184466015,10.87378640776699,10.87378640776699,99.41747572815534,70.09708737864078,70.09708737864078,5150000.0
54.0,62.33009708737865,14.757281553398057,14.757281553398057,99.41747572815534,70.09708737864078,70.09708737864078,5150000.0
55.0,62.5242718446602,14.563106796116504,14.563106796116504,99.41747572815534,70.09708737864078,70.09708737864078,5150000.0
56.0,63.883495145631066,17.0873786407767,17.0873786407767,99.41747572815534,70.09708737864078,70.09708737864078,5150000.0
57.0,64.27184466019418,17.0873786407767,17.0873786407767,99.41747572815534,70.09708737864078,70.09708737864078,5136425.4
58.0,64.46601941747574,18.058252427184467,18.058252427184467,99.41747572815534,70.09708737864078,70.09708737864078,5122159.419999998
59.0,64.46601941747574,18.446601941747574,18.446601941747574,99.41747572815534,70.09708737864078,70.09708737864078,5107202.0600000005
60.0,64.85436893203882,22.330097087378643,16.116504854368934,99.41747572815534,70.09708737864078,56.89320388349515,5096870.229999999
61.0,71.26213592233009,22.135922330097088,15.922330097087379,99.41747572815534,70.09708737864078,56.89320388349515,5086029.410000003
62.0,71.84466019417476,24.660194174757283,17.66990291262136,99.41747572815534,70.09708737864078,56.89320388349515,5074731.580000001
63.0,73.39805825242719,24.466019417475728,17.281553398058254,99.41747572815534,70.09708737864078,56.89320388349515,5062943.849999997
64.0,73.7864077669903,25.631067961165048,18.446601941747574,99.41747572815534,70.09708737864078,56.89320388349515,5050699.110000001
65.0,73.98058252427184,25.8252427184466,18.446601941747574,99.41747572815534,70.09708737864078,56.89320388349515,5037997.359999996
66.0,73.98058252427184,26.21359223300971,18.640776699029125,99.41747572815534,70.09708737864078,56.89320388349515,5024838.599999998
67.0,73.98058252427184,26.21359223300971,19.02912621359223,99.41747572815534,70.09708737864078,56.89320388349515,5011222.829999998
68.0,73.98058252427184,25.631067961165048,18.058252427184467,99.41747572815534,70.09708737864078,56.89320388349515,4997150.049999998
69.0,73.98058252427184,26.21359223300971,18.83495145631068,99.41747572815534,70.09708737864078,56.89320388349515,4982620.259999999
70.0,81.94174757281554,26.21359223300971,18.83495145631068,99.41747572815534,70.09708737864078,56.89320388349515,4967512.020000001
71.0,82.33009708737865,34.368932038834956,26.21359223300971,99.6116504854369,70.09708737864078,56.89320388349515,4951887.429999995
