"tick","Ertrag","befallGR","befallGRsicht","befallGRertrag","befallST","befallSTsicht","befallSTertrag"
1.0,5150000.0,3.6893203883495143,0.0,0.0,27.184466019417474,0.0,0.0
2.0,5150000.0,9.514563106796116,0.0,0.0,63.49514563106796,0.0,0.0
3.0,5150000.0,10.485436893203884,0.0,0.0,68.73786407766991,0.0,0.0
4.0,5150000.0,11.45631067961165,0.0,0.0,72.23300970873787,0.0,0.0
5.0,5150000.0,12.03883495145631,0.0,0.0,73.00970873786407,0.0,0.0
6.0,5150000.0,12.03883495145631,0.0,0.0,73.98058252427184,0.0,0.0
7.0,5150000.0,12.03883495145631,0.0,0.0,73.98058252427184,0.0,0.0
8.0,5150000.0,12.03883495145631,0.0,0.0,73.98058252427184,0.0,0.0
9.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,0.0,0.0
10.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,0.0,0.0
11.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,0.0,0.0
12.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,0.0,0.0
13.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,0.0,0.0
14.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,0.0,0.0
15.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,0.0,0.0
16.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,0.0,0.0
17.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,0.0,0.0
18.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,0.0,0.0
19.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,0.0,0.0
20.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,0.0,0.0
21.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,0.0,0.0
22.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,0.0,0.0
23.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,0.0,0.0
24.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,0.0,0.0
25.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,0.0,0.0
26.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,0.0,0.0
27.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,0.0,0.0
28.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,0.0,0.0
29.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,0.0,0.0
30.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,0.0,0.0
31.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,0.0,0.0
32.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,0.0,0.0
33.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,0.0,0.0
34.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,0.0,0.0
35.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,0.0,0.0
36.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,0.0,0.0
37.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,0.0,0.0
38.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,63.10679611650486,63.10679611650486
39.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,68.73786407766991,68.73786407766991
40.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,72.42718446601941,72.42718446601941
41.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,73.59223300970874,73.59223300970874
42.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,73.7864077669903,73.7864077669903
43.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,73.98058252427184,73.98058252427184
44.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,73.98058252427184,73.98058252427184
45.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,73.98058252427184,73.98058252427184
46.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,74.1747572815534,74.1747572815534
47.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,74.1747572815534,74.1747572815534
48.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,74.1747572815534,74.1747572815534
49.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,74.1747572815534,74.1747572815534
50.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,74.1747572815534,74.1747572815534
51.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,74.1747572815534,74.1747572815534
52.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,74.1747572815534,74.1747572815534
53.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,74.1747572815534,74.1747572815534
54.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,74.1747572815534,74.1747572815534
55.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,74.1747572815534,74.1747572815534
56.0,5150000.0,12.03883495145631,0.0,0.0,74.1747572815534,74.1747572815534,74.1747572815534
57.0,5143496.060000001,12.03883495145631,0.0,0.0,74.1747572815534,74.1747572815534,74.1747572815534
58.0,5136876.889999986,12.03883495145631,0.0,0.0,74.1747572815534,74.1747572815534,74.1747572815534
59.0,5130142.489999996,12.03883495145631,0.0,0.0,74.1747572815534,74.1747572815534,74.1747572815534
60.0,5125396.440000002,12.03883495145631,0.0,0.0,74.1747572815534,74.1747572815534,61.94174757281553
