"tick","GRCount","STCount"
1.0,51,501
2.0,51,501
3.0,51,501
4.0,51,501
5.0,51,501
6.0,51,501
7.0,51,501
8.0,51,501
9.0,51,501
10.0,51,501
11.0,51,501
12.0,51,501
13.0,51,501
14.0,51,501
15.0,51,501
16.0,51,501
17.0,51,501
18.0,51,501
19.0,51,501
20.0,51,501
21.0,51,501
22.0,51,501
23.0,51,501
24.0,51,501
25.0,51,501
26.0,51,501
27.0,74,501
28.0,74,501
29.0,134,501
30.0,134,501
31.0,134,501
32.0,134,501
33.0,134,501
34.0,134,501
35.0,287,501
36.0,287,501
37.0,287,501
38.0,440,501
39.0,440,501
40.0,440,501
41.0,440,501
42.0,440,501
43.0,440,501
44.0,440,501
45.0,440,3507
46.0,440,3507
47.0,440,3507
48.0,715,3507
49.0,835,3507
50.0,835,3507
51.0,835,3507
52.0,1237,3507
53.0,1371,3507
54.0,1371,3507
55.0,1391,3507
56.0,1391,3507
57.0,1391,3507
58.0,1391,3507
59.0,1391,3507
60.0,1444,3507
61.0,1444,3507
62.0,1481,3507
63.0,1481,3507
64.0,1481,3507
65.0,1481,3507
66.0,1481,3507
67.0,1481,3507
68.0,1481,3507
69.0,1612,3507
70.0,1612,3784
71.0,1723,3784
72.0,1723,4068
73.0,1723,4068
74.0,1723,4068
75.0,1723,4068
76.0,1723,4068
77.0,1612,4068
78.0,1612,4068
79.0,1612,4068
80.0,1612,4068
81.0,1612,4068
82.0,1612,4068
83.0,1612,4068
84.0,1612,4068
85.0,1612,4068
86.0,1612,4068
87.0,1138,4068
88.0,1138,4068
89.0,1138,4068
90.0,1138,4068
91.0,1138,4068
92.0,1138,4068
93.0,1138,4068
94.0,1138,4068
95.0,1138,4068
96.0,1138,4068
97.0,1138,4068
98.0,591,4068
99.0,591,4068
100.0,591,4068
101.0,751,4068
102.0,751,4068
103.0,751,4068
104.0,229,4068
105.0,229,4068
106.0,229,4068
107.0,229,4068
108.0,229,4068
109.0,229,4068
110.0,229,4068
111.0,229,4068
112.0,229,4068
113.0,229,4068
114.0,229,4068
115.0,229,4068
116.0,229,4068
117.0,229,4068
118.0,229,4068
119.0,229,4068
120.0,109,4068
121.0,109,4068
122.0,109,4068
123.0,109,4068
124.0,109,4068
125.0,109,4068
126.0,109,4068
127.0,109,4068
128.0,109,4068
129.0,109,4068
130.0,109,4068
131.0,109,4068
132.0,109,4068
133.0,109,4068
134.0,109,4068
135.0,109,4068
136.0,109,4068
137.0,109,4068
138.0,109,4068
139.0,109,4068
140.0,109,4068
141.0,109,4068
142.0,109,4068
143.0,109,4068
144.0,109,4068
145.0,109,4068
146.0,109,4068
147.0,109,4068
148.0,109,4068
149.0,109,4068
150.0,109,4068
151.0,109,4068
152.0,109,4068
153.0,109,4068
154.0,109,4068
155.0,109,4068
156.0,109,4068
157.0,109,4068
158.0,109,4068
159.0,109,4068
160.0,109,4068
161.0,109,4068
162.0,109,4068
163.0,109,4068
164.0,109,4068
165.0,109,4068
166.0,109,4068
