"tick","BefallGR","BefallGRsicht","BefallGRertrag"
1.0,4.466019417475728,0.0,0.0
2.0,5.048543689320388,0.0,0.0
3.0,5.436893203883495,0.0,0.0
4.0,5.631067961165048,0.0,0.0
5.0,5.631067961165048,0.0,0.0
6.0,5.825242718446602,0.0,0.0
7.0,5.825242718446602,0.0,0.0
8.0,5.825242718446602,0.0,0.0
9.0,5.825242718446602,0.0,0.0
10.0,5.825242718446602,0.0,0.0
11.0,5.825242718446602,0.0,0.0
12.0,5.825242718446602,0.0,0.0
13.0,5.825242718446602,0.0,0.0
14.0,5.825242718446602,0.0,0.0
15.0,5.825242718446602,0.0,0.0
16.0,5.825242718446602,0.0,0.0
17.0,5.825242718446602,0.0,0.0
18.0,5.825242718446602,0.0,0.0
19.0,5.825242718446602,0.0,0.0
20.0,5.825242718446602,0.0,0.0
21.0,5.825242718446602,0.0,0.0
22.0,5.825242718446602,0.0,0.0
23.0,5.825242718446602,0.0,0.0
24.0,5.825242718446602,0.0,0.0
25.0,5.825242718446602,1.3592233009708738,1.3592233009708738
26.0,5.825242718446602,2.7184466019417477,2.7184466019417477
27.0,5.825242718446602,2.7184466019417477,2.7184466019417477
28.0,8.349514563106796,4.077669902912621,4.077669902912621
29.0,8.54368932038835,4.271844660194175,4.271844660194175
30.0,14.757281553398057,4.660194174757281,4.660194174757281
31.0,15.53398058252427,4.660194174757281,4.660194174757281
32.0,15.53398058252427,4.660194174757281,4.660194174757281
33.0,15.922330097087379,4.660194174757281,4.660194174757281
34.0,16.310679611650485,4.660194174757281,4.660194174757281
35.0,16.310679611650485,4.660194174757281,4.660194174757281
36.0,25.24271844660194,4.660194174757281,4.660194174757281
37.0,26.601941747572816,4.660194174757281,4.660194174757281
38.0,26.796116504854368,4.660194174757281,4.660194174757281
39.0,35.728155339805824,4.660194174757281,4.660194174757281
40.0,37.28155339805825,4.660194174757281,4.660194174757281
41.0,37.4757281553398,4.660194174757281,4.660194174757281
42.0,38.05825242718446,4.660194174757281,4.660194174757281
43.0,38.25242718446602,4.660194174757281,4.660194174757281
44.0,38.25242718446602,4.660194174757281,4.660194174757281
45.0,38.44660194174757,5.825242718446602,5.825242718446602
46.0,38.44660194174757,9.70873786407767,9.70873786407767
47.0,38.83495145631068,12.03883495145631,12.03883495145631
48.0,38.83495145631068,11.844660194174757,11.844660194174757
49.0,50.873786407766985,13.009708737864079,13.009708737864079
50.0,56.116504854368934,13.009708737864079,13.009708737864079
51.0,57.28155339805825,13.203883495145632,13.203883495145632
52.0,57.4757281553398,13.203883495145632,13.203883495145632
53.0,69.90291262135922,13.203883495145632,13.203883495145632
54.0,72.42718446601941,15.728155339805824,15.728155339805824
55.0,73.59223300970874,16.116504854368934,16.116504854368934
56.0,76.50485436893204,19.02912621359223,19.02912621359223
57.0,76.50485436893204,19.02912621359223,19.02912621359223
58.0,76.50485436893204,22.330097087378643,22.330097087378643
59.0,76.69902912621359,22.135922330097088,22.135922330097088
60.0,76.69902912621359,25.436893203883493,16.893203883495143
61.0,84.07766990291262,26.019417475728158,17.0873786407767
62.0,85.04854368932038,28.54368932038835,19.41747572815534
63.0,87.57281553398059,28.54368932038835,19.02912621359223
64.0,87.76699029126213,32.038834951456316,20.97087378640777
65.0,87.96116504854369,31.650485436893206,20.97087378640777
66.0,87.96116504854369,32.81553398058252,21.941747572815533
67.0,87.96116504854369,32.81553398058252,21.553398058252426
68.0,87.96116504854369,32.42718446601941,21.35922330097087
69.0,87.96116504854369,32.42718446601941,21.74757281553398
70.0,88.93203883495146,32.81553398058252,21.74757281553398
71.0,88.93203883495146,38.83495145631068,28.54368932038835
72.0,89.126213592233,41.359223300970875,30.87378640776699
73.0,89.126213592233,47.57281553398058,36.50485436893204
74.0,89.126213592233,57.66990291262136,46.601941747572816
75.0,89.126213592233,62.912621359223294,51.6504854368932
76.0,89.126213592233,66.60194174757281,54.95145631067962
77.0,89.126213592233,67.37864077669903,56.699029126213595
78.0,89.126213592233,71.26213592233009,35.33980582524272
79.0,89.126213592233,73.39805825242719,40.97087378640777
80.0,91.2621359223301,78.83495145631068,49.70873786407767
81.0,93.00970873786409,81.94174757281554,55.92233009708738
82.0,93.00970873786409,82.71844660194175,59.417475728155345
83.0,93.20388349514563,82.52427184466019,59.417475728155345
84.0,93.20388349514563,83.49514563106796,23.300970873786408
85.0,93.20388349514563,83.88349514563107,23.300970873786408
86.0,93.20388349514563,84.85436893203884,24.07766990291262
87.0,93.20388349514563,78.83495145631068,25.8252427184466
88.0,93.20388349514563,80.3883495145631,26.407766990291265
89.0,93.20388349514563,79.80582524271844,26.019417475728158
90.0,93.20388349514563,79.2233009708738,26.601941747572816
91.0,93.20388349514563,80.3883495145631,26.601941747572816
92.0,93.20388349514563,80.7766990291262,26.601941747572816
93.0,93.20388349514563,83.10679611650485,35.53398058252427
94.0,93.20388349514563,84.27184466019418,44.66019417475729
95.0,93.20388349514563,84.85436893203884,44.46601941747573
96.0,93.20388349514563,87.37864077669903,48.932038834951456
97.0,93.20388349514563,86.99029126213593,49.51456310679612
98.0,93.20388349514563,77.28155339805825,51.262135922330096
99.0,93.20388349514563,78.44660194174757,51.067961165048544
100.0,93.20388349514563,80.7766990291262,53.398058252427184
101.0,93.20388349514563,79.02912621359224,52.038834951456316
102.0,95.33980582524272,80.0,52.62135922330097
103.0,95.53398058252426,80.58252427184466,51.84466019417475
104.0,95.53398058252426,52.62135922330097,52.62135922330097
105.0,96.89320388349515,52.23300970873787,52.23300970873787
106.0,97.0873786407767,51.6504854368932,51.6504854368932
