"tick","Ertrag","befallGR","befallGRsicht","befallGRertrag","befallST","befallSTsicht","befallSTertrag","ResistenzPflanze","behaviour","pestCount","GRsichtCount","GRertragCount","septoriaCount","STsichtCount","STertragCount"
1.0,5150000.0,3.8834951456310676,0.0,0.0,29.708737864077673,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
2.0,5150000.0,9.514563106796116,0.0,0.0,65.8252427184466,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
3.0,5150000.0,11.067961165048544,0.0,0.0,69.32038834951456,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
4.0,5150000.0,11.650485436893204,0.0,0.0,70.87378640776699,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
5.0,5150000.0,12.03883495145631,0.0,0.0,71.26213592233009,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
6.0,5150000.0,12.233009708737864,0.0,0.0,71.6504854368932,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
7.0,5150000.0,12.233009708737864,0.0,0.0,71.84466019417476,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
8.0,5150000.0,12.233009708737864,0.0,0.0,72.03883495145631,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
9.0,5150000.0,12.233009708737864,0.0,0.0,72.03883495145631,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
10.0,5150000.0,12.233009708737864,0.0,0.0,72.23300970873787,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
11.0,5150000.0,12.233009708737864,0.0,0.0,72.23300970873787,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
12.0,5150000.0,12.233009708737864,0.0,0.0,72.23300970873787,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
13.0,5150000.0,12.233009708737864,0.0,0.0,72.23300970873787,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
14.0,5150000.0,12.233009708737864,0.0,0.0,72.23300970873787,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
15.0,5150000.0,12.233009708737864,0.0,0.0,72.23300970873787,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
16.0,5150000.0,12.233009708737864,0.0,0.0,72.23300970873787,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
17.0,5150000.0,12.233009708737864,0.0,0.0,72.23300970873787,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
18.0,5150000.0,12.233009708737864,0.0,0.0,72.23300970873787,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
19.0,5150000.0,12.233009708737864,0.0,0.0,72.23300970873787,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
20.0,5150000.0,12.233009708737864,0.0,0.0,72.23300970873787,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
21.0,5150000.0,12.233009708737864,0.0,0.0,72.23300970873787,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
22.0,5150000.0,12.233009708737864,0.0,0.0,72.23300970873787,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
23.0,5150000.0,12.233009708737864,0.0,0.0,72.23300970873787,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
24.0,5150000.0,12.233009708737864,0.0,0.0,72.23300970873787,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
25.0,5150000.0,12.233009708737864,1.7475728155339807,1.7475728155339807,72.23300970873787,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
26.0,5150000.0,12.233009708737864,4.271844660194175,4.271844660194175,72.23300970873787,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
27.0,5150000.0,12.233009708737864,4.271844660194175,4.271844660194175,72.23300970873787,0.0,0.0,1.0,1.0,73,0.0,0.0,501,0.0,0.0
28.0,5150000.0,15.53398058252427,6.990291262135923,6.990291262135923,72.23300970873787,0.0,0.0,1.0,1.0,73,0.0,0.0,501,0.0,0.0
29.0,5150000.0,15.922330097087379,6.990291262135923,6.990291262135923,72.23300970873787,0.0,0.0,1.0,1.0,132,0.0,0.0,501,0.0,0.0
30.0,5150000.0,24.07766990291262,9.320388349514563,9.320388349514563,72.23300970873787,0.0,0.0,1.0,1.0,132,0.0,0.0,501,0.0,0.0
31.0,5150000.0,26.019417475728158,9.70873786407767,9.70873786407767,72.23300970873787,0.0,0.0,1.0,1.0,132,0.0,0.0,501,0.0,0.0
32.0,5150000.0,26.990291262135923,9.514563106796116,9.514563106796116,72.23300970873787,0.0,0.0,1.0,1.0,132,0.0,0.0,501,0.0,0.0
33.0,5150000.0,27.378640776699033,9.70873786407767,9.70873786407767,72.23300970873787,0.0,0.0,1.0,1.0,132,0.0,0.0,501,0.0,0.0
34.0,5150000.0,27.378640776699033,9.514563106796116,9.514563106796116,72.23300970873787,0.0,0.0,1.0,1.0,132,0.0,0.0,501,0.0,0.0
35.0,5150000.0,27.57281553398058,9.70873786407767,9.70873786407767,72.23300970873787,0.0,0.0,1.0,1.0,285,0.0,0.0,501,0.0,0.0
36.0,5150000.0,44.07766990291262,9.70873786407767,9.70873786407767,72.23300970873787,0.0,0.0,1.0,1.0,285,0.0,0.0,501,0.0,0.0
37.0,5150000.0,46.990291262135926,9.320388349514563,9.320388349514563,72.23300970873787,0.0,0.0,1.0,1.0,285,0.0,0.0,501,0.0,0.0
38.0,5150000.0,49.12621359223301,9.514563106796116,9.514563106796116,72.23300970873787,63.689320388349515,63.689320388349515,1.0,1.0,438,0.0,0.0,501,501.0,501.0
39.0,5150000.0,62.13592233009708,9.514563106796116,9.514563106796116,72.23300970873787,68.73786407766991,68.73786407766991,1.0,1.0,438,0.0,0.0,501,1002.0,1002.0
40.0,5150000.0,62.71844660194175,9.514563106796116,9.514563106796116,72.23300970873787,70.87378640776699,70.87378640776699,1.0,1.0,438,0.0,0.0,501,1503.0,1503.0
41.0,5150000.0,63.30097087378641,9.70873786407767,9.70873786407767,72.23300970873787,71.45631067961165,71.45631067961165,1.0,1.0,438,0.0,0.0,501,2004.0,2004.0
42.0,5150000.0,63.883495145631066,9.70873786407767,9.70873786407767,72.23300970873787,71.84466019417476,71.84466019417476,1.0,1.0,438,0.0,0.0,501,2505.0,2505.0
43.0,5150000.0,63.883495145631066,9.70873786407767,9.70873786407767,72.23300970873787,72.03883495145631,72.03883495145631,1.0,1.0,438,0.0,0.0,501,3006.0,3006.0
44.0,5150000.0,63.883495145631066,9.320388349514563,9.320388349514563,72.23300970873787,72.03883495145631,72.03883495145631,1.0,1.0,438,0.0,0.0,501,3507.0,3507.0
45.0,5150000.0,64.07766990291263,10.679611650485436,10.679611650485436,72.23300970873787,72.03883495145631,72.03883495145631,1.0,1.0,438,0.0,0.0,3507,4008.0,4008.0
46.0,5150000.0,64.07766990291263,14.951456310679612,14.951456310679612,99.41747572815534,72.23300970873787,72.23300970873787,1.0,1.0,438,0.0,0.0,3507,4509.0,4509.0
47.0,5150000.0,64.07766990291263,19.223300970873787,19.223300970873787,99.6116504854369,72.23300970873787,72.23300970873787,1.0,1.0,438,0.0,0.0,3507,5010.0,5010.0
48.0,5150000.0,64.07766990291263,19.611650485436893,19.611650485436893,99.6116504854369,72.23300970873787,72.23300970873787,1.0,1.0,706,0.0,0.0,3507,5511.0,5511.0
49.0,5150000.0,76.50485436893204,20.776699029126213,20.776699029126213,99.6116504854369,72.23300970873787,72.23300970873787,1.0,1.0,823,0.0,0.0,3507,6012.0,6012.0
50.0,5150000.0,79.80582524271844,21.74757281553398,21.74757281553398,99.6116504854369,72.23300970873787,72.23300970873787,1.0,1.0,823,0.0,0.0,3507,6513.0,6513.0
51.0,5150000.0,80.19417475728156,21.553398058252426,21.553398058252426,99.6116504854369,72.23300970873787,72.23300970873787,1.0,1.0,823,0.0,0.0,3507,7014.0,7014.0
52.0,5150000.0,80.3883495145631,21.35922330097087,21.35922330097087,99.6116504854369,72.23300970873787,72.23300970873787,1.0,1.0,1219,0.0,0.0,3507,7515.0,7515.0
53.0,5150000.0,87.76699029126213,21.74757281553398,21.74757281553398,99.6116504854369,72.23300970873787,72.23300970873787,1.0,1.0,1351,0.0,0.0,3507,8016.0,8016.0
54.0,5150000.0,89.51456310679612,25.8252427184466,25.8252427184466,99.6116504854369,72.23300970873787,72.23300970873787,1.0,1.0,1351,0.0,0.0,3507,8517.0,8517.0
55.0,5150000.0,89.90291262135922,25.24271844660194,25.24271844660194,99.6116504854369,72.23300970873787,72.23300970873787,1.0,1.0,1368,0.0,0.0,3507,9018.0,9018.0
56.0,5150000.0,90.48543689320388,30.29126213592233,30.29126213592233,99.6116504854369,72.23300970873787,72.23300970873787,1.0,1.0,1368,0.0,0.0,3507,9519.0,9519.0
57.0,5134893.830000002,90.48543689320388,29.514563106796114,29.514563106796114,99.6116504854369,72.23300970873787,72.23300970873787,1.0,1.0,1368,0.0,0.0,3507,10020.0,10020.0
58.0,5118981.049999998,90.48543689320388,35.728155339805824,35.728155339805824,99.6116504854369,72.23300970873787,72.23300970873787,1.0,1.0,1368,0.0,0.0,3507,10521.0,10521.0
59.0,5102261.660000004,90.48543689320388,35.14563106796116,35.14563106796116,99.6116504854369,72.23300970873787,72.23300970873787,1.0,1.0,1368,0.0,0.0,3507,11022.0,11022.0
