"tick","befallGR","befallGRsicht","befallGRertrag","befallST","befallSTsicht","befallSTertrag","Ertrag"
1.0,3.300970873786408,0.0,0.0,29.514563106796114,0.0,0.0,5150000.0
2.0,3.8834951456310676,0.0,0.0,61.74757281553398,0.0,0.0,5150000.0
3.0,4.077669902912621,0.0,0.0,66.99029126213593,0.0,0.0,5150000.0
4.0,4.271844660194175,0.0,0.0,68.54368932038835,0.0,0.0,5150000.0
5.0,4.271844660194175,0.0,0.0,69.70873786407768,0.0,0.0,5150000.0
6.0,4.271844660194175,0.0,0.0,70.29126213592232,0.0,0.0,5150000.0
7.0,4.271844660194175,0.0,0.0,70.29126213592232,0.0,0.0,5150000.0
8.0,4.271844660194175,0.0,0.0,70.29126213592232,0.0,0.0,5150000.0
9.0,4.271844660194175,0.0,0.0,70.29126213592232,0.0,0.0,5150000.0
10.0,4.271844660194175,0.0,0.0,70.48543689320388,0.0,0.0,5150000.0
11.0,4.271844660194175,0.0,0.0,70.48543689320388,0.0,0.0,5150000.0
12.0,4.271844660194175,0.0,0.0,70.48543689320388,0.0,0.0,5150000.0
13.0,4.271844660194175,0.0,0.0,70.48543689320388,0.0,0.0,5150000.0
14.0,4.271844660194175,0.0,0.0,70.48543689320388,0.0,0.0,5150000.0
15.0,4.271844660194175,0.0,0.0,70.48543689320388,0.0,0.0,5150000.0
16.0,4.271844660194175,0.0,0.0,70.48543689320388,0.0,0.0,5150000.0
17.0,4.271844660194175,0.0,0.0,70.48543689320388,0.0,0.0,5150000.0
18.0,4.271844660194175,0.0,0.0,70.48543689320388,0.0,0.0,5150000.0
19.0,4.271844660194175,0.0,0.0,70.48543689320388,0.0,0.0,5150000.0
20.0,4.271844660194175,0.0,0.0,70.48543689320388,0.0,0.0,5150000.0
21.0,4.271844660194175,0.0,0.0,70.48543689320388,0.0,0.0,5150000.0
22.0,4.271844660194175,0.0,0.0,70.48543689320388,0.0,0.0,5150000.0
23.0,4.271844660194175,0.0,0.0,70.48543689320388,0.0,0.0,5150000.0
24.0,4.271844660194175,0.0,0.0,70.48543689320388,0.0,0.0,5150000.0
25.0,4.271844660194175,1.3592233009708738,1.3592233009708738,70.48543689320388,0.0,0.0,5150000.0
26.0,4.271844660194175,1.7475728155339807,1.7475728155339807,70.48543689320388,0.0,0.0,5150000.0
27.0,4.271844660194175,1.7475728155339807,1.7475728155339807,70.48543689320388,0.0,0.0,5150000.0
28.0,5.825242718446602,2.3300970873786406,2.3300970873786406,70.48543689320388,0.0,0.0,5150000.0
29.0,6.213592233009709,2.3300970873786406,2.3300970873786406,70.48543689320388,0.0,0.0,5150000.0
30.0,9.902912621359224,3.4951456310679614,3.4951456310679614,70.48543689320388,0.0,0.0,5150000.0
31.0,11.067961165048544,3.4951456310679614,3.4951456310679614,70.48543689320388,0.0,0.0,5150000.0
32.0,11.262135922330096,3.300970873786408,3.300970873786408,70.48543689320388,0.0,0.0,5150000.0
33.0,11.45631067961165,3.300970873786408,3.300970873786408,70.48543689320388,61.359223300970875,61.359223300970875,5150000.0
34.0,11.844660194174757,3.300970873786408,3.300970873786408,70.48543689320388,66.2135922330097,66.2135922330097,5150000.0
35.0,11.844660194174757,3.4951456310679614,3.4951456310679614,70.48543689320388,68.15533980582525,68.15533980582525,5150000.0
36.0,19.02912621359223,3.300970873786408,3.300970873786408,70.48543689320388,68.73786407766991,68.73786407766991,5150000.0
37.0,19.41747572815534,3.4951456310679614,3.4951456310679614,70.48543689320388,69.32038834951456,69.32038834951456,5150000.0
38.0,20.388349514563107,3.4951456310679614,3.4951456310679614,70.48543689320388,69.90291262135922,69.90291262135922,5150000.0
39.0,27.57281553398058,3.300970873786408,3.300970873786408,70.48543689320388,69.90291262135922,69.90291262135922,5150000.0
