"tick","Ertrag","befallGR","befallGRsicht","befallGRertrag","befallST","befallSTsicht","befallSTertrag","ResistenzPflanze","behaviour"
1.0,5150000.0,4.077669902912621,0.0,0.0,31.06796116504854,0.0,0.0,1.0,2.0
2.0,5150000.0,8.737864077669903,0.0,0.0,62.5242718446602,0.0,0.0,1.0,2.0
3.0,5150000.0,10.485436893203884,0.0,0.0,66.01941747572816,0.0,0.0,1.0,2.0
4.0,5150000.0,11.650485436893204,0.0,0.0,68.93203883495146,0.0,0.0,1.0,2.0
5.0,5150000.0,11.650485436893204,0.0,0.0,69.32038834951456,0.0,0.0,1.0,2.0
6.0,5150000.0,12.03883495145631,0.0,0.0,70.09708737864078,0.0,0.0,1.0,2.0
7.0,5150000.0,12.03883495145631,0.0,0.0,70.09708737864078,0.0,0.0,1.0,2.0
8.0,5150000.0,12.03883495145631,0.0,0.0,70.09708737864078,0.0,0.0,1.0,2.0
9.0,5150000.0,12.03883495145631,0.0,0.0,70.09708737864078,0.0,0.0,1.0,2.0
10.0,5150000.0,12.03883495145631,0.0,0.0,70.09708737864078,0.0,0.0,1.0,2.0
11.0,5150000.0,12.03883495145631,0.0,0.0,70.29126213592232,0.0,0.0,1.0,2.0
12.0,5150000.0,12.03883495145631,0.0,0.0,70.29126213592232,0.0,0.0,1.0,2.0
13.0,5150000.0,12.03883495145631,0.0,0.0,70.29126213592232,0.0,0.0,1.0,2.0
14.0,5150000.0,12.03883495145631,0.0,0.0,70.29126213592232,0.0,0.0,1.0,2.0
15.0,5150000.0,12.03883495145631,0.0,0.0,70.29126213592232,0.0,0.0,1.0,2.0
16.0,5150000.0,12.03883495145631,0.0,0.0,70.29126213592232,0.0,0.0,1.0,2.0
17.0,5150000.0,12.03883495145631,0.0,0.0,70.29126213592232,0.0,0.0,1.0,2.0
18.0,5150000.0,12.03883495145631,0.0,0.0,70.29126213592232,0.0,0.0,1.0,2.0
19.0,5150000.0,12.03883495145631,0.0,0.0,70.29126213592232,0.0,0.0,1.0,2.0
20.0,5150000.0,12.03883495145631,0.0,0.0,70.29126213592232,0.0,0.0,1.0,2.0
21.0,5150000.0,12.03883495145631,0.0,0.0,70.29126213592232,0.0,0.0,1.0,2.0
22.0,5150000.0,12.03883495145631,0.0,0.0,70.29126213592232,0.0,0.0,1.0,2.0
23.0,5150000.0,12.03883495145631,0.0,0.0,70.29126213592232,0.0,0.0,1.0,2.0
24.0,5150000.0,12.03883495145631,0.0,0.0,70.29126213592232,0.0,0.0,1.0,2.0
25.0,5150000.0,12.03883495145631,0.0,0.0,70.29126213592232,0.0,0.0,1.0,2.0
26.0,5150000.0,12.03883495145631,3.300970873786408,3.300970873786408,70.29126213592232,0.0,0.0,1.0,2.0
27.0,5150000.0,12.03883495145631,5.436893203883495,5.436893203883495,70.29126213592232,0.0,0.0,1.0,2.0
28.0,5150000.0,14.563106796116504,5.436893203883495,5.436893203883495,70.29126213592232,59.22330097087378,59.22330097087378,1.0,2.0
29.0,5150000.0,14.757281553398057,7.184466019417475,7.184466019417475,70.29126213592232,65.4368932038835,65.4368932038835,1.0,2.0
30.0,5150000.0,24.466019417475728,7.3786407766990285,7.3786407766990285,70.29126213592232,67.57281553398057,67.57281553398057,1.0,2.0
31.0,5150000.0,25.631067961165048,8.932038834951456,8.932038834951456,70.29126213592232,68.93203883495146,68.93203883495146,1.0,2.0
32.0,5150000.0,26.601941747572816,8.54368932038835,8.54368932038835,70.29126213592232,69.12621359223301,69.12621359223301,1.0,2.0
33.0,5150000.0,27.184466019417474,9.12621359223301,9.12621359223301,70.29126213592232,69.51456310679612,69.51456310679612,1.0,2.0
34.0,5150000.0,27.57281553398058,8.932038834951456,8.932038834951456,70.29126213592232,70.09708737864078,70.09708737864078,1.0,2.0
35.0,5150000.0,27.57281553398058,8.737864077669903,8.737864077669903,70.29126213592232,70.09708737864078,70.09708737864078,1.0,2.0
36.0,5150000.0,44.46601941747573,8.54368932038835,8.54368932038835,70.29126213592232,70.29126213592232,70.29126213592232,1.0,2.0
37.0,5150000.0,46.79611650485437,8.737864077669903,8.737864077669903,70.29126213592232,70.29126213592232,70.29126213592232,1.0,2.0
38.0,5150000.0,48.15533980582524,8.54368932038835,8.54368932038835,70.29126213592232,70.29126213592232,70.29126213592232,1.0,2.0
39.0,5150000.0,59.02912621359223,9.12621359223301,9.12621359223301,70.29126213592232,70.29126213592232,70.29126213592232,1.0,2.0
40.0,5150000.0,60.38834951456311,8.932038834951456,8.932038834951456,70.29126213592232,70.29126213592232,70.29126213592232,1.0,2.0
41.0,5150000.0,61.359223300970875,8.737864077669903,8.737864077669903,70.29126213592232,70.29126213592232,70.29126213592232,1.0,2.0
42.0,5150000.0,61.55339805825243,8.54368932038835,8.54368932038835,70.29126213592232,70.29126213592232,70.29126213592232,1.0,2.0
43.0,5150000.0,61.74757281553398,8.54368932038835,8.54368932038835,70.29126213592232,70.29126213592232,70.29126213592232,1.0,2.0
44.0,5150000.0,61.94174757281553,8.737864077669903,8.737864077669903,70.29126213592232,70.29126213592232,70.29126213592232,1.0,2.0
45.0,5150000.0,62.13592233009708,11.45631067961165,11.45631067961165,70.29126213592232,70.29126213592232,70.29126213592232,1.0,2.0
46.0,5150000.0,62.13592233009708,16.50485436893204,16.50485436893204,99.6116504854369,70.29126213592232,70.29126213592232,1.0,2.0
47.0,5150000.0,62.13592233009708,20.97087378640777,20.97087378640777,99.80582524271846,70.29126213592232,70.29126213592232,1.0,2.0
48.0,5150000.0,62.13592233009708,20.97087378640777,20.97087378640777,99.80582524271846,70.29126213592232,70.29126213592232,1.0,2.0
49.0,5150000.0,75.14563106796116,21.35922330097087,21.35922330097087,99.80582524271846,70.29126213592232,70.29126213592232,1.0,2.0
50.0,5150000.0,79.80582524271844,21.16504854368932,21.16504854368932,99.80582524271846,70.29126213592232,70.29126213592232,1.0,2.0
51.0,5150000.0,80.0,21.16504854368932,21.16504854368932,99.80582524271846,70.29126213592232,70.29126213592232,1.0,2.0
52.0,5150000.0,80.19417475728156,20.97087378640777,20.97087378640777,99.80582524271846,70.29126213592232,70.29126213592232,1.0,2.0
53.0,5150000.0,88.7378640776699,21.16504854368932,21.16504854368932,99.80582524271846,70.29126213592232,70.29126213592232,1.0,2.0
54.0,5150000.0,90.67961165048544,27.57281553398058,27.57281553398058,99.80582524271846,70.29126213592232,70.29126213592232,1.0,2.0
55.0,5150000.0,90.87378640776699,27.96116504854369,27.96116504854369,99.80582524271846,70.29126213592232,70.29126213592232,1.0,2.0
56.0,5150000.0,91.6504854368932,33.00970873786408,33.00970873786408,99.80582524271846,70.29126213592232,70.29126213592232,1.0,2.0
57.0,5134883.480000006,91.84466019417475,32.81553398058252,32.81553398058252,99.80582524271846,70.29126213592232,70.29126213592232,1.0,2.0
58.0,5118960.350000001,91.84466019417475,37.4757281553398,37.4757281553398,99.80582524271846,70.29126213592232,70.29126213592232,1.0,2.0
59.0,5102230.609999998,91.84466019417475,37.66990291262136,37.66990291262136,99.80582524271846,70.29126213592232,70.29126213592232,1.0,2.0
60.0,5090748.779999996,91.84466019417475,45.04854368932038,33.980582524271846,99.80582524271846,70.29126213592232,56.699029126213595,1.0,2.0
61.0,5078728.290000002,92.03883495145631,45.24271844660194,34.1747572815534,99.80582524271846,70.29126213592232,56.699029126213595,1.0,2.0
62.0,5066179.489999998,92.03883495145631,49.90291262135923,37.66990291262136,99.80582524271846,70.29126213592232,56.699029126213595,1.0,2.0
63.0,5053094.330000002,92.42718446601941,49.320388349514566,37.66990291262136,99.80582524271846,70.29126213592232,56.699029126213595,1.0,2.0
64.0,5039480.859999995,92.42718446601941,51.6504854368932,40.19417475728155,99.80582524271846,70.29126213592232,56.699029126213595,1.0,2.0
65.0,5025339.079999998,92.42718446601941,51.45631067961165,40.77669902912621,99.80582524271846,70.29126213592232,56.699029126213595,1.0,2.0
66.0,5010668.989999998,92.42718446601941,53.20388349514563,40.97087378640777,99.80582524271846,70.29126213592232,56.699029126213595,1.0,2.0
67.0,4995470.589999994,92.42718446601941,54.1747572815534,42.13592233009709,99.80582524271846,70.29126213592232,56.699029126213595,1.0,2.0
68.0,4979743.880000001,92.42718446601941,53.20388349514563,41.74757281553398,99.80582524271846,70.29126213592232,56.699029126213595,1.0,2.0
69.0,4963488.860000003,92.42718446601941,52.62135922330097,40.97087378640777,99.80582524271846,70.29126213592232,56.699029126213595,1.0,2.0
70.0,4946675.63,93.7864077669903,53.00970873786408,41.74757281553398,99.80582524271846,99.80582524271846,98.64077669902913,1.0,2.0
71.0,4929269.000000003,93.7864077669903,63.10679611650486,52.23300970873787,99.80582524271846,99.80582524271846,99.02912621359224,1.0,2.0
72.0,4911244.129999995,95.14563106796116,66.2135922330097,53.980582524271846,99.80582524271846,99.80582524271846,99.02912621359224,1.0,2.0
73.0,4892190.930000001,95.33980582524272,71.26213592233009,59.417475728155345,100.0,99.80582524271846,99.02912621359224,1.0,2.0
