"tick","Ertrag","befallGR","befallGRsicht","befallGRertrag","befallST","befallSTsicht","befallSTertrag","ResistenzPflanze","behaviour","pestCount","GRsichtCount","GRertragCount","septoriaCount","STsichtCount","STertragCount"
1.0,5150000.0,1.5533980582524272,0.0,0.0,30.097087378640776,0.0,0.0,1.0,1.0,20,0.0,0.0,501,0.0,0.0
2.0,5150000.0,3.6893203883495143,0.0,0.0,62.13592233009708,0.0,0.0,1.0,1.0,20,0.0,0.0,501,0.0,0.0
3.0,5150000.0,4.660194174757281,0.0,0.0,66.40776699029126,0.0,0.0,1.0,1.0,20,0.0,0.0,501,0.0,0.0
4.0,5150000.0,4.660194174757281,0.0,0.0,68.15533980582525,0.0,0.0,1.0,1.0,20,0.0,0.0,501,0.0,0.0
5.0,5150000.0,5.048543689320388,0.0,0.0,68.93203883495146,0.0,0.0,1.0,1.0,20,0.0,0.0,501,0.0,0.0
6.0,5150000.0,5.048543689320388,0.0,0.0,69.12621359223301,0.0,0.0,1.0,1.0,20,0.0,0.0,501,0.0,0.0
7.0,5150000.0,5.048543689320388,0.0,0.0,69.32038834951456,0.0,0.0,1.0,1.0,20,0.0,0.0,501,0.0,0.0
8.0,5150000.0,5.048543689320388,0.0,0.0,69.90291262135922,0.0,0.0,1.0,1.0,20,0.0,0.0,501,0.0,0.0
9.0,5150000.0,5.048543689320388,0.0,0.0,69.90291262135922,0.0,0.0,1.0,1.0,20,0.0,0.0,501,0.0,0.0
10.0,5150000.0,5.048543689320388,0.0,0.0,69.90291262135922,0.0,0.0,1.0,1.0,20,0.0,0.0,501,0.0,0.0
11.0,5150000.0,5.048543689320388,0.0,0.0,69.90291262135922,0.0,0.0,1.0,1.0,20,0.0,0.0,501,0.0,0.0
12.0,5150000.0,5.048543689320388,0.0,0.0,69.90291262135922,0.0,0.0,1.0,1.0,20,0.0,0.0,501,0.0,0.0
13.0,5150000.0,5.048543689320388,0.0,0.0,69.90291262135922,0.0,0.0,1.0,1.0,20,0.0,0.0,501,0.0,0.0
14.0,5150000.0,5.048543689320388,0.0,0.0,69.90291262135922,0.0,0.0,1.0,1.0,20,0.0,0.0,501,0.0,0.0
15.0,5150000.0,5.048543689320388,0.0,0.0,69.90291262135922,0.0,0.0,1.0,1.0,20,0.0,0.0,501,0.0,0.0
16.0,5150000.0,5.048543689320388,0.0,0.0,69.90291262135922,0.0,0.0,1.0,1.0,20,0.0,0.0,501,0.0,0.0
17.0,5150000.0,5.048543689320388,0.0,0.0,69.90291262135922,0.0,0.0,1.0,1.0,20,0.0,0.0,501,0.0,0.0
18.0,5150000.0,5.048543689320388,0.0,0.0,69.90291262135922,0.0,0.0,1.0,1.0,20,0.0,0.0,501,0.0,0.0
