"tick","Ertrag","befallGR","befallGRsicht","befallGRertrag","befallST","befallSTsicht","befallSTertrag"
1.0,5150000.0,2.524271844660194,0.0,0.0,27.96116504854369,0.0,0.0
2.0,5150000.0,9.514563106796116,0.0,0.0,61.359223300970875,0.0,0.0
3.0,5150000.0,10.29126213592233,0.0,0.0,65.63106796116504,0.0,0.0
4.0,5150000.0,10.87378640776699,0.0,0.0,67.57281553398057,0.0,0.0
5.0,5150000.0,11.067961165048544,0.0,0.0,68.3495145631068,0.0,0.0
6.0,5150000.0,11.067961165048544,0.0,0.0,68.93203883495146,0.0,0.0
7.0,5150000.0,11.262135922330096,0.0,0.0,69.70873786407768,0.0,0.0
8.0,5150000.0,11.262135922330096,0.0,0.0,69.70873786407768,0.0,0.0
9.0,5150000.0,11.262135922330096,0.0,0.0,69.70873786407768,0.0,0.0
10.0,5150000.0,11.262135922330096,0.0,0.0,69.70873786407768,0.0,0.0
11.0,5150000.0,11.262135922330096,0.0,0.0,69.70873786407768,0.0,0.0
12.0,5150000.0,11.262135922330096,0.0,0.0,69.70873786407768,0.0,0.0
13.0,5150000.0,11.45631067961165,0.0,0.0,69.70873786407768,0.0,0.0
14.0,5150000.0,11.45631067961165,0.0,0.0,69.70873786407768,0.0,0.0
15.0,5150000.0,11.45631067961165,0.0,0.0,69.70873786407768,0.0,0.0
16.0,5150000.0,11.45631067961165,0.0,0.0,69.70873786407768,0.0,0.0
17.0,5150000.0,11.45631067961165,0.0,0.0,69.70873786407768,0.0,0.0
18.0,5150000.0,11.45631067961165,0.0,0.0,69.70873786407768,0.0,0.0
19.0,5150000.0,11.45631067961165,0.0,0.0,69.70873786407768,0.0,0.0
20.0,5150000.0,11.45631067961165,0.0,0.0,69.70873786407768,0.0,0.0
21.0,5150000.0,11.45631067961165,0.0,0.0,69.70873786407768,0.0,0.0
22.0,5150000.0,11.45631067961165,0.0,0.0,69.70873786407768,0.0,0.0
23.0,5150000.0,11.45631067961165,0.0,0.0,69.70873786407768,0.0,0.0
24.0,5150000.0,11.45631067961165,0.0,0.0,69.70873786407768,0.0,0.0
25.0,5150000.0,11.45631067961165,2.3300970873786406,2.3300970873786406,69.70873786407768,0.0,0.0
26.0,5150000.0,11.45631067961165,5.631067961165048,5.631067961165048,69.70873786407768,0.0,0.0
27.0,5150000.0,11.45631067961165,5.631067961165048,5.631067961165048,69.70873786407768,0.0,0.0
28.0,5150000.0,16.50485436893204,7.184466019417475,7.184466019417475,69.70873786407768,0.0,0.0
29.0,5150000.0,16.893203883495143,7.184466019417475,7.184466019417475,69.70873786407768,0.0,0.0
30.0,5150000.0,27.766990291262132,8.932038834951456,8.932038834951456,69.70873786407768,0.0,0.0
31.0,5150000.0,29.708737864077673,9.320388349514563,9.320388349514563,69.70873786407768,0.0,0.0
32.0,5150000.0,31.06796116504854,9.320388349514563,9.320388349514563,69.70873786407768,0.0,0.0
33.0,5150000.0,31.650485436893206,9.320388349514563,9.320388349514563,69.70873786407768,0.0,0.0
34.0,5150000.0,31.844660194174757,9.320388349514563,9.320388349514563,69.70873786407768,60.38834951456311,60.38834951456311
35.0,5150000.0,31.844660194174757,9.320388349514563,9.320388349514563,69.70873786407768,65.8252427184466,65.8252427184466
36.0,5150000.0,49.51456310679612,9.12621359223301,9.12621359223301,69.70873786407768,68.3495145631068,68.3495145631068
37.0,5150000.0,51.84466019417475,8.932038834951456,8.932038834951456,69.70873786407768,68.93203883495146,68.93203883495146
38.0,5150000.0,52.62135922330097,9.12621359223301,9.12621359223301,69.70873786407768,69.32038834951456,69.32038834951456
39.0,5150000.0,62.71844660194175,9.12621359223301,9.12621359223301,69.70873786407768,69.32038834951456,69.32038834951456
40.0,5150000.0,64.07766990291263,9.320388349514563,9.320388349514563,69.70873786407768,69.51456310679612,69.51456310679612
41.0,5150000.0,64.85436893203882,9.12621359223301,9.12621359223301,69.70873786407768,69.70873786407768,69.70873786407768
42.0,5150000.0,65.4368932038835,9.12621359223301,9.12621359223301,69.70873786407768,69.70873786407768,69.70873786407768
43.0,5150000.0,65.4368932038835,9.12621359223301,9.12621359223301,69.70873786407768,69.70873786407768,69.70873786407768
44.0,5150000.0,65.4368932038835,9.320388349514563,9.320388349514563,69.70873786407768,69.70873786407768,69.70873786407768
45.0,5150000.0,65.4368932038835,11.262135922330096,11.262135922330096,69.70873786407768,69.70873786407768,69.70873786407768
46.0,5150000.0,65.4368932038835,19.02912621359223,19.02912621359223,99.41747572815534,69.70873786407768,69.70873786407768
47.0,5150000.0,65.4368932038835,24.07766990291262,24.07766990291262,99.6116504854369,69.70873786407768,69.70873786407768
