"tick","BefallGR","BefallGRsicht","BefallGRertrag"
1.0,4.854368932038835,0.0,0.0
2.0,5.631067961165048,0.0,0.0
3.0,6.213592233009709,0.0,0.0
4.0,6.213592233009709,0.0,0.0
5.0,6.407766990291262,0.0,0.0
6.0,6.407766990291262,0.0,0.0
7.0,6.407766990291262,0.0,0.0
8.0,6.407766990291262,0.0,0.0
9.0,6.407766990291262,0.0,0.0
10.0,6.407766990291262,0.0,0.0
11.0,6.407766990291262,0.0,0.0
12.0,6.407766990291262,0.0,0.0
13.0,6.407766990291262,0.0,0.0
14.0,6.407766990291262,0.0,0.0
15.0,6.407766990291262,0.0,0.0
16.0,6.407766990291262,0.0,0.0
17.0,6.407766990291262,0.0,0.0
18.0,6.407766990291262,0.0,0.0
19.0,6.407766990291262,0.0,0.0
20.0,6.407766990291262,0.0,0.0
21.0,6.407766990291262,0.0,0.0
22.0,6.407766990291262,0.0,0.0
23.0,6.407766990291262,0.0,0.0
24.0,6.407766990291262,0.0,0.0
25.0,6.407766990291262,1.7475728155339807,1.7475728155339807
26.0,6.407766990291262,3.300970873786408,3.300970873786408
27.0,6.407766990291262,3.300970873786408,3.300970873786408
28.0,9.320388349514563,4.466019417475728,4.466019417475728
29.0,9.70873786407767,4.466019417475728,4.466019417475728
30.0,17.281553398058254,5.048543689320388,5.048543689320388
31.0,19.02912621359223,5.048543689320388,5.048543689320388
32.0,20.19417475728155,5.048543689320388,5.048543689320388
33.0,21.35922330097087,5.048543689320388,5.048543689320388
34.0,21.74757281553398,5.048543689320388,5.048543689320388
35.0,21.74757281553398,5.048543689320388,5.048543689320388
36.0,32.62135922330097,5.048543689320388,5.048543689320388
37.0,34.75728155339806,5.048543689320388,5.048543689320388
38.0,35.728155339805824,5.048543689320388,5.048543689320388
39.0,45.24271844660194,5.048543689320388,5.048543689320388
40.0,46.79611650485437,5.048543689320388,5.048543689320388
41.0,47.18446601941748,5.048543689320388,5.048543689320388
42.0,47.57281553398058,5.048543689320388,5.048543689320388
43.0,47.57281553398058,5.048543689320388,5.048543689320388
44.0,47.57281553398058,5.048543689320388,5.048543689320388
45.0,47.57281553398058,6.796116504854369,6.796116504854369
46.0,47.57281553398058,11.650485436893204,11.650485436893204
47.0,47.57281553398058,14.174757281553399,14.174757281553399
48.0,47.76699029126213,14.174757281553399,14.174757281553399
49.0,59.417475728155345,15.145631067961165,15.145631067961165
50.0,64.85436893203882,15.728155339805824,15.728155339805824
51.0,66.01941747572816,15.53398058252427,15.53398058252427
52.0,66.79611650485437,15.339805825242719,15.339805825242719
53.0,78.05825242718447,15.339805825242719,15.339805825242719
