"tick","GRCount","STCount"
1.0,19,501
2.0,19,501
3.0,19,501
4.0,19,501
5.0,19,501
6.0,19,501
7.0,19,501
8.0,19,501
9.0,19,501
10.0,19,501
11.0,19,501
12.0,19,501
13.0,19,501
14.0,19,501
15.0,19,501
16.0,19,501
17.0,19,501
18.0,19,501
19.0,19,501
20.0,19,501
21.0,19,501
22.0,19,501
23.0,19,501
24.0,19,501
25.0,19,501
26.0,19,501
27.0,24,501
28.0,24,501
29.0,37,501
30.0,37,501
31.0,37,501
32.0,37,501
33.0,37,501
34.0,37,501
35.0,94,501
36.0,94,501
37.0,94,501
38.0,120,501
39.0,120,501
40.0,120,501
41.0,120,501
42.0,120,501
43.0,120,501
44.0,120,501
45.0,120,3507
46.0,120,3507
47.0,120,3507
48.0,164,3507
49.0,195,3507
50.0,195,3507
51.0,195,3507
52.0,250,3507
53.0,289,3507
54.0,301,3507
55.0,334,3507
56.0,334,3507
57.0,334,3507
58.0,334,3507
59.0,334,3507
60.0,416,3507
61.0,416,3507
62.0,494,3507
63.0,494,3507
64.0,494,3507
65.0,494,3507
66.0,494,3507
67.0,494,3507
68.0,494,3507
69.0,658,3507
70.0,658,3793
71.0,809,3793
72.0,809,4054
73.0,809,4054
74.0,809,4054
75.0,809,4054
76.0,809,4054
77.0,658,4054
78.0,658,4054
79.0,658,4054
80.0,658,4054
81.0,658,4054
82.0,658,4054
83.0,658,4054
84.0,658,4054
85.0,658,4054
86.0,658,4054
87.0,564,4054
88.0,564,4054
89.0,564,4054
90.0,564,4054
91.0,564,4054
92.0,564,4054
93.0,564,4054
94.0,564,4054
95.0,564,4054
96.0,564,4054
97.0,564,4054
98.0,358,4054
99.0,358,4054
100.0,358,4054
101.0,358,4054
102.0,358,4054
103.0,358,4054
104.0,124,4054
105.0,124,4054
106.0,124,4054
107.0,124,4054
108.0,124,4054
109.0,124,4054
110.0,124,4054
111.0,124,4054
112.0,124,4054
113.0,124,4054
114.0,124,4054
115.0,124,4054
116.0,124,4054
117.0,124,4054
118.0,124,4054
119.0,124,4054
120.0,0,4054
121.0,0,4054
122.0,0,4054
123.0,0,4054
124.0,0,4054
125.0,0,4054
126.0,0,4054
127.0,0,4054
128.0,0,4054
129.0,0,4054
130.0,0,4054
131.0,0,4054
132.0,0,4054
133.0,0,4054
134.0,0,4054
135.0,0,4054
136.0,0,4054
137.0,0,4054
138.0,0,4054
139.0,0,4054
140.0,0,4054
141.0,0,4054
142.0,0,4054
143.0,0,4054
144.0,0,4054
145.0,0,4054
146.0,0,4054
147.0,0,4054
148.0,0,4054
149.0,0,4054
150.0,0,4054
151.0,0,4054
152.0,0,4054
153.0,0,4054
154.0,0,4054
155.0,0,4054
156.0,0,4054
157.0,0,4054
158.0,0,4054
159.0,0,4054
160.0,0,4054
161.0,0,4054
162.0,0,4054
163.0,0,4054
164.0,0,4054
165.0,0,4054
166.0,0,4054
