"tick","GRCount","STCount"
1.0,3000,400
2.0,3000,400
3.0,3000,400
4.0,3000,400
5.0,3000,400
6.0,3000,400
7.0,3000,400
8.0,3000,400
9.0,3000,400
10.0,3000,400
11.0,3000,400
12.0,3000,400
13.0,3000,400
14.0,3000,400
15.0,3000,400
16.0,3000,400
17.0,3000,400
18.0,3000,400
19.0,3000,400
20.0,3000,400
21.0,3000,400
22.0,3000,400
23.0,3000,400
24.0,3000,400
25.0,3000,400
26.0,3000,400
27.0,3000,400
28.0,3000,400
29.0,3000,400
30.0,3000,400
31.0,3000,400
32.0,6952,400
33.0,6952,400
34.0,6952,400
35.0,10982,400
36.0,15005,400
37.0,15005,400
38.0,19033,400
39.0,19033,400
40.0,19033,400
41.0,19033,400
42.0,19033,400
43.0,19033,400
44.0,19033,400
45.0,19033,400
46.0,19033,400
47.0,19033,400
48.0,19033,400
49.0,19033,400
50.0,19033,400
51.0,19033,400
52.0,19033,400
53.0,25695,3144
54.0,31602,3956
55.0,30848,3956
56.0,30848,3956
57.0,30080,3956
58.0,30080,3956
59.0,29324,3956
60.0,29324,3956
61.0,28602,3956
62.0,28602,3956
63.0,28602,3956
64.0,28602,3956
65.0,28602,3956
66.0,28602,3956
67.0,28602,3956
68.0,28602,3956
69.0,28602,3956
70.0,28602,3956
71.0,28602,3956
72.0,28602,3956
73.0,28602,3956
74.0,28602,3956
75.0,28602,3956
76.0,28602,3956
77.0,28602,3956
78.0,28602,3956
79.0,28602,3956
80.0,28602,3956
81.0,27639,3956
82.0,27639,3956
83.0,26669,3956
84.0,19212,3956
85.0,17688,3956
86.0,16961,3956
87.0,14784,3956
88.0,13995,3956
89.0,12562,3956
90.0,11822,3956
91.0,23977,3956
92.0,23977,3956
93.0,23175,3956
94.0,23175,3956
95.0,20021,3956
96.0,6324,3956
97.0,6324,3956
98.0,6324,3956
99.0,6324,3956
100.0,6324,3956
101.0,3114,3956
102.0,3114,3956
103.0,2698,3956
104.0,1926,3956
105.0,1142,3956
106.0,407,3956
107.0,0,3956
108.0,0,3956
109.0,0,3956
110.0,0,3956
111.0,0,3956
112.0,0,3956
113.0,0,29668
114.0,0,37580
115.0,0,37580
116.0,0,39201
117.0,0,39201
118.0,0,39201
119.0,0,39201
120.0,0,39201
121.0,0,39201
122.0,0,39201
123.0,0,39201
124.0,0,39201
125.0,0,39201
126.0,0,39201
127.0,0,39201
128.0,0,39201
129.0,0,39201
130.0,0,39201
131.0,0,39201
132.0,0,39201
133.0,0,39201
134.0,0,39201
135.0,0,39201
136.0,0,39201
137.0,0,39201
138.0,0,39201
139.0,0,39201
140.0,0,39201
141.0,0,39201
142.0,0,39201
143.0,0,39201
144.0,0,39201
145.0,0,39201
146.0,0,39201
147.0,0,39201
148.0,0,39201
149.0,0,39201
150.0,0,39201
151.0,0,39201
152.0,0,39201
153.0,0,39201
154.0,0,39201
155.0,0,39201
156.0,0,39201
157.0,0,39201
158.0,0,39201
159.0,0,39201
160.0,0,39201
161.0,0,39201
162.0,0,39201
163.0,0,39201
164.0,0,39201
165.0,0,39201
166.0,0,39201
