"tick","SchadenprozGRsicht","SchaedenprozGR","SchaedenprozGRE","SchaedenprozST","SchaedenprozSTE","SchaedenprzSTsicht","Resistance","Behaviour","AnzahlFungizidanw","Location"
1.0,0.0,3.8461538461538463,0.0,75.72115384615384,0.0,0.0,1.0,3.0,0.0,1.0
2.0,0.0,3.8461538461538463,0.0,75.72115384615384,0.0,0.0,1.0,3.0,0.0,1.0
3.0,0.0,3.8461538461538463,0.0,75.72115384615384,0.0,0.0,1.0,3.0,0.0,1.0
4.0,0.0,3.8461538461538463,0.0,75.72115384615384,0.0,0.0,1.0,3.0,0.0,1.0
5.0,0.0,3.8461538461538463,0.0,75.72115384615384,0.0,0.0,1.0,3.0,0.0,1.0
6.0,0.0,3.8461538461538463,0.0,75.72115384615384,0.0,0.0,1.0,3.0,0.0,1.0
7.0,0.0,3.8461538461538463,0.0,75.72115384615384,0.0,0.0,1.0,3.0,0.0,1.0
8.0,0.0,3.8461538461538463,0.0,75.72115384615384,0.0,0.0,1.0,3.0,0.0,1.0
9.0,0.0,3.8461538461538463,0.0,75.72115384615384,0.0,0.0,1.0,3.0,0.0,1.0
10.0,0.0,3.8461538461538463,0.0,75.72115384615384,0.0,0.0,1.0,3.0,0.0,1.0
11.0,0.0,3.8461538461538463,0.0,75.72115384615384,0.0,0.0,1.0,3.0,0.0,1.0
12.0,0.0,3.8461538461538463,0.0,75.72115384615384,0.0,0.0,1.0,3.0,0.0,1.0
13.0,0.0,3.8461538461538463,0.0,75.72115384615384,0.0,0.0,1.0,3.0,0.0,1.0
14.0,0.0,3.8461538461538463,0.0,75.72115384615384,0.0,0.0,1.0,3.0,0.0,1.0
15.0,0.0,3.8461538461538463,0.0,75.72115384615384,0.0,0.0,1.0,3.0,0.0,1.0
16.0,0.0,3.8461538461538463,0.0,75.72115384615384,0.0,0.0,1.0,3.0,0.0,1.0
17.0,0.0,3.8461538461538463,0.0,75.72115384615384,0.0,0.0,1.0,3.0,0.0,1.0
18.0,0.0,3.8461538461538463,0.0,75.72115384615384,0.0,0.0,1.0,3.0,0.0,1.0
19.0,0.0,3.8461538461538463,0.0,75.72115384615384,0.0,0.0,1.0,3.0,0.0,1.0
20.0,0.0,3.8461538461538463,0.0,75.72115384615384,0.0,0.0,1.0,3.0,0.0,1.0
21.0,0.0,3.8461538461538463,0.0,75.72115384615384,0.0,0.0,1.0,3.0,0.0,1.0
22.0,0.0,3.8461538461538463,0.0,75.72115384615384,0.0,0.0,1.0,3.0,0.0,1.0
23.0,0.0,3.8461538461538463,0.0,75.72115384615384,0.0,0.0,1.0,3.0,0.0,1.0
24.0,0.0,3.8461538461538463,0.0,75.72115384615384,0.0,0.0,1.0,3.0,0.0,1.0
25.0,1.153846153846154,3.8461538461538463,1.153846153846154,75.72115384615384,0.0,0.0,1.0,3.0,0.0,1.0
26.0,2.2596153846153846,3.8461538461538463,2.2596153846153846,75.72115384615384,0.0,0.0,1.0,3.0,0.0,1.0
27.0,2.2596153846153846,3.8461538461538463,2.2596153846153846,75.72115384615384,0.0,0.0,1.0,3.0,0.0,1.0
28.0,3.0288461538461537,6.538461538461539,3.0288461538461537,75.72115384615384,0.0,0.0,1.0,3.0,0.0,1.0
