"tick","befallGR","befallGRsicht","befallGRertrag","befallST","befallSTsicht","befallSTertrag"
1.0,3.1067961165048543,0.0,0.0,0.3883495145631068,0.0,0.0
2.0,3.6893203883495143,0.0,0.0,0.5825242718446602,0.0,0.0
3.0,3.8834951456310676,0.0,0.0,0.5825242718446602,0.0,0.0
4.0,4.077669902912621,0.0,0.0,0.5825242718446602,0.0,0.0
5.0,4.077669902912621,0.0,0.0,0.5825242718446602,0.0,0.0
6.0,4.077669902912621,0.0,0.0,0.5825242718446602,0.0,0.0
7.0,4.077669902912621,0.0,0.0,0.5825242718446602,0.0,0.0
8.0,4.077669902912621,0.0,0.0,0.5825242718446602,0.0,0.0
9.0,4.077669902912621,0.0,0.0,0.5825242718446602,0.0,0.0
10.0,4.077669902912621,0.0,0.0,0.5825242718446602,0.0,0.0
11.0,4.077669902912621,0.0,0.0,0.5825242718446602,0.0,0.0
12.0,4.077669902912621,0.0,0.0,0.5825242718446602,0.0,0.0
13.0,4.077669902912621,0.0,0.0,0.5825242718446602,0.0,0.0
14.0,4.077669902912621,0.0,0.0,0.5825242718446602,0.0,0.0
15.0,4.077669902912621,0.0,0.0,0.5825242718446602,0.0,0.0
16.0,4.077669902912621,0.0,0.0,0.5825242718446602,0.0,0.0
17.0,4.077669902912621,0.0,0.0,0.5825242718446602,0.0,0.0
18.0,4.077669902912621,0.0,0.0,0.5825242718446602,0.0,0.0
19.0,4.077669902912621,0.0,0.0,0.5825242718446602,0.0,0.0
20.0,4.077669902912621,0.0,0.0,0.5825242718446602,0.0,0.0
21.0,4.077669902912621,0.0,0.0,0.5825242718446602,0.0,0.0
22.0,4.077669902912621,0.0,0.0,0.5825242718446602,0.0,0.0
23.0,4.077669902912621,0.0,0.0,0.5825242718446602,0.0,0.0
24.0,4.077669902912621,0.0,0.0,0.5825242718446602,0.0,0.0
25.0,4.077669902912621,1.1650485436893203,1.1650485436893203,0.5825242718446602,0.0,0.0
26.0,4.077669902912621,1.7475728155339807,1.7475728155339807,0.5825242718446602,0.0,0.0
27.0,4.077669902912621,1.7475728155339807,1.7475728155339807,0.5825242718446602,0.0,0.0
28.0,5.825242718446602,2.7184466019417477,2.7184466019417477,0.5825242718446602,0.0,0.0
29.0,6.019417475728155,2.7184466019417477,2.7184466019417477,0.5825242718446602,0.0,0.0
30.0,10.097087378640776,3.300970873786408,3.300970873786408,0.5825242718446602,0.3883495145631068,0.3883495145631068
31.0,10.097087378640776,3.300970873786408,3.300970873786408,0.5825242718446602,0.5825242718446602,0.5825242718446602
32.0,10.097087378640776,3.300970873786408,3.300970873786408,0.5825242718446602,0.5825242718446602,0.5825242718446602
33.0,10.097087378640776,3.300970873786408,3.300970873786408,0.5825242718446602,0.5825242718446602,0.5825242718446602
34.0,10.097087378640776,3.300970873786408,3.300970873786408,0.5825242718446602,0.5825242718446602,0.5825242718446602
35.0,10.485436893203884,3.300970873786408,3.300970873786408,0.5825242718446602,0.5825242718446602,0.5825242718446602
36.0,18.640776699029125,3.300970873786408,3.300970873786408,0.5825242718446602,0.5825242718446602,0.5825242718446602
37.0,19.80582524271845,3.300970873786408,3.300970873786408,0.5825242718446602,0.5825242718446602,0.5825242718446602
38.0,20.19417475728155,3.300970873786408,3.300970873786408,0.5825242718446602,0.5825242718446602,0.5825242718446602
39.0,26.407766990291265,3.300970873786408,3.300970873786408,0.5825242718446602,0.5825242718446602,0.5825242718446602
40.0,27.378640776699033,3.300970873786408,3.300970873786408,0.5825242718446602,0.5825242718446602,0.5825242718446602
41.0,28.54368932038835,3.300970873786408,3.300970873786408,0.5825242718446602,0.5825242718446602,0.5825242718446602
42.0,28.7378640776699,3.300970873786408,3.300970873786408,0.5825242718446602,0.5825242718446602,0.5825242718446602
43.0,28.932038834951456,3.300970873786408,3.300970873786408,0.5825242718446602,0.5825242718446602,0.5825242718446602
44.0,29.126213592233007,3.300970873786408,3.300970873786408,0.5825242718446602,0.5825242718446602,0.5825242718446602
45.0,29.320388349514566,4.466019417475728,4.466019417475728,0.5825242718446602,0.5825242718446602,0.5825242718446602
46.0,29.514563106796114,7.572815533980583,7.572815533980583,1.5533980582524272,0.5825242718446602,0.5825242718446602
47.0,29.514563106796114,8.155339805825243,8.155339805825243,1.7475728155339807,0.5825242718446602,0.5825242718446602
48.0,29.514563106796114,8.155339805825243,8.155339805825243,1.7475728155339807,0.5825242718446602,0.5825242718446602
49.0,40.3883495145631,8.932038834951456,8.932038834951456,1.7475728155339807,0.5825242718446602,0.5825242718446602
50.0,44.07766990291262,9.12621359223301,9.12621359223301,1.7475728155339807,0.5825242718446602,0.5825242718446602
51.0,44.46601941747573,9.12621359223301,9.12621359223301,1.7475728155339807,0.5825242718446602,0.5825242718446602
52.0,44.85436893203884,9.320388349514563,9.320388349514563,1.7475728155339807,0.5825242718446602,0.5825242718446602
53.0,52.81553398058253,8.932038834951456,8.932038834951456,1.7475728155339807,0.5825242718446602,0.5825242718446602
54.0,54.757281553398066,12.233009708737864,12.233009708737864,1.7475728155339807,0.5825242718446602,0.5825242718446602
55.0,55.14563106796116,12.233009708737864,12.233009708737864,1.7475728155339807,0.5825242718446602,0.5825242718446602
56.0,57.66990291262136,13.78640776699029,13.78640776699029,1.7475728155339807,0.5825242718446602,0.5825242718446602
57.0,57.66990291262136,13.980582524271846,13.980582524271846,1.7475728155339807,0.5825242718446602,0.5825242718446602
58.0,57.86407766990291,15.53398058252427,15.53398058252427,1.7475728155339807,0.5825242718446602,0.5825242718446602
