"tick","SchadenprozGRsicht","SchaedenprozGR","SchaedenprozGRE","SchaedenprozST","SchaedenprozSTE","SchaedenprzSTsicht","Resistance","Behaviour","AnzahlFungizidanw","Location"
1.0,0.0,76.49038461538461,0.0,17.64423076923077,17.64423076923077,17.64423076923077,1.0,3.0,0.0,1.0
2.0,0.0,76.49038461538461,0.0,17.64423076923077,17.64423076923077,17.64423076923077,1.0,3.0,0.0,1.0
3.0,0.0,76.49038461538461,0.0,17.64423076923077,17.64423076923077,17.64423076923077,1.0,3.0,0.0,1.0
4.0,0.0,76.49038461538461,0.0,17.64423076923077,17.64423076923077,17.64423076923077,1.0,3.0,0.0,1.0
5.0,0.0,76.49038461538461,0.0,17.64423076923077,17.64423076923077,17.64423076923077,1.0,3.0,0.0,1.0
6.0,0.0,76.49038461538461,0.0,17.64423076923077,17.64423076923077,17.64423076923077,1.0,3.0,0.0,1.0
7.0,0.0,76.49038461538461,0.0,17.64423076923077,17.64423076923077,17.64423076923077,1.0,3.0,0.0,1.0
8.0,0.0,76.49038461538461,0.0,17.64423076923077,17.64423076923077,17.64423076923077,1.0,3.0,0.0,1.0
9.0,0.0,76.49038461538461,0.0,17.64423076923077,17.64423076923077,17.64423076923077,1.0,3.0,0.0,1.0
10.0,0.0,76.49038461538461,0.0,17.64423076923077,17.64423076923077,17.64423076923077,1.0,3.0,0.0,1.0
11.0,0.0,76.49038461538461,0.0,17.64423076923077,17.64423076923077,17.64423076923077,1.0,3.0,0.0,1.0
12.0,0.0,76.49038461538461,0.0,17.64423076923077,17.64423076923077,17.64423076923077,1.0,3.0,0.0,1.0
13.0,0.0,76.49038461538461,0.0,17.64423076923077,17.64423076923077,17.64423076923077,1.0,3.0,0.0,1.0
14.0,0.0,76.49038461538461,0.0,17.64423076923077,17.64423076923077,17.64423076923077,1.0,3.0,0.0,1.0
15.0,0.0,76.49038461538461,0.0,17.64423076923077,17.64423076923077,17.64423076923077,1.0,3.0,0.0,1.0
16.0,0.0,76.49038461538461,0.0,17.64423076923077,17.64423076923077,17.64423076923077,1.0,3.0,0.0,1.0
17.0,0.0,76.49038461538461,0.0,17.64423076923077,17.64423076923077,17.64423076923077,1.0,3.0,0.0,1.0
18.0,0.0,76.49038461538461,0.0,17.64423076923077,17.64423076923077,17.64423076923077,1.0,3.0,0.0,1.0
19.0,0.0,76.49038461538461,0.0,17.64423076923077,17.64423076923077,17.64423076923077,1.0,3.0,0.0,1.0
20.0,0.0,76.49038461538461,0.0,17.64423076923077,17.64423076923077,17.64423076923077,1.0,3.0,0.0,1.0
21.0,0.0,76.49038461538461,0.0,17.64423076923077,17.64423076923077,17.64423076923077,1.0,3.0,0.0,1.0
22.0,0.0,76.49038461538461,0.0,17.64423076923077,17.64423076923077,17.64423076923077,1.0,3.0,0.0,1.0
23.0,0.0,76.49038461538461,0.0,17.64423076923077,17.64423076923077,17.64423076923077,1.0,3.0,0.0,1.0
24.0,0.0,76.49038461538461,0.0,17.64423076923077,17.64423076923077,17.64423076923077,1.0,3.0,0.0,1.0
25.0,31.58653846153846,76.49038461538461,31.58653846153846,17.64423076923077,17.64423076923077,17.64423076923077,1.0,3.0,0.0,1.0
26.0,31.58653846153846,76.49038461538461,31.58653846153846,17.64423076923077,17.64423076923077,17.64423076923077,1.0,3.0,0.0,1.0
27.0,51.63461538461539,76.49038461538461,51.63461538461539,17.64423076923077,17.64423076923077,17.64423076923077,1.0,3.0,0.0,1.0
28.0,51.63461538461539,76.49038461538461,51.63461538461539,17.64423076923077,17.64423076923077,17.64423076923077,1.0,3.0,0.0,1.0
29.0,66.63461538461539,76.49038461538461,66.63461538461539,17.64423076923077,17.64423076923077,17.64423076923077,1.0,3.0,0.0,1.0
30.0,66.63461538461539,76.49038461538461,66.63461538461539,17.64423076923077,17.64423076923077,17.64423076923077,1.0,3.0,0.0,1.0
31.0,76.49038461538461,76.49038461538461,76.49038461538461,17.64423076923077,17.64423076923077,17.64423076923077,1.0,3.0,0.0,1.0
32.0,76.49038461538461,76.49038461538461,76.49038461538461,17.64423076923077,17.64423076923077,17.64423076923077,1.0,3.0,0.0,1.0
33.0,76.49038461538461,94.75961538461539,76.49038461538461,17.64423076923077,17.64423076923077,17.64423076923077,1.0,3.0,0.0,1.0
34.0,76.49038461538461,94.75961538461539,76.49038461538461,17.64423076923077,17.64423076923077,17.64423076923077,1.0,3.0,0.0,1.0
35.0,76.49038461538461,94.75961538461539,76.49038461538461,17.64423076923077,17.64423076923077,17.64423076923077,1.0,3.0,0.0,1.0
36.0,76.49038461538461,98.65384615384616,76.49038461538461,17.64423076923077,17.64423076923077,17.64423076923077,1.0,3.0,0.0,1.0
