"tick","GRCount","STCount"
1.0,20,700
2.0,20,700
3.0,20,700
4.0,20,700
5.0,20,700
6.0,20,700
7.0,20,700
8.0,20,700
9.0,20,700
10.0,20,700
11.0,20,700
12.0,20,700
13.0,20,700
14.0,20,700
15.0,20,700
16.0,20,700
17.0,20,700
18.0,20,700
19.0,20,700
20.0,20,700
21.0,20,700
22.0,20,700
23.0,20,700
24.0,20,700
25.0,20,700
26.0,20,808
27.0,42,808
28.0,42,808
29.0,70,808
30.0,70,808
31.0,70,808
32.0,70,808
33.0,70,808
34.0,70,808
35.0,110,808
36.0,110,808
37.0,110,808
38.0,134,808
39.0,134,808
40.0,134,808
41.0,134,808
42.0,134,808
43.0,134,808
44.0,134,808
45.0,134,4584
46.0,134,4584
47.0,134,4584
48.0,200,4584
49.0,273,4584
50.0,273,4584
51.0,273,4584
52.0,358,4584
53.0,448,4584
54.0,448,4584
55.0,448,4584
56.0,448,4584
57.0,448,4584
58.0,448,4584
59.0,448,4584
60.0,448,4584
61.0,448,4584
62.0,448,4584
63.0,448,4584
64.0,448,4584
65.0,448,4584
66.0,448,4584
67.0,448,4584
