"tick","SchadenprozGRsicht","SchaedenprozGR","SchaedenprozGRE","SchaedenprozST","SchaedenprozSTE","SchaedenprzSTsicht","Resistance","Behaviour"
1.0,0.0,3.0384615384615383,0.0,74.1923076923077,74.1923076923077,74.1923076923077,1.0,0.0
2.0,0.0,3.0384615384615383,0.0,74.1923076923077,74.1923076923077,74.1923076923077,1.0,0.0
3.0,0.0,3.0384615384615383,0.0,74.1923076923077,74.1923076923077,74.1923076923077,1.0,0.0
4.0,0.0,3.0384615384615383,0.0,74.1923076923077,74.1923076923077,74.1923076923077,1.0,0.0
5.0,0.0,3.0384615384615383,0.0,74.1923076923077,74.1923076923077,74.1923076923077,1.0,0.0
6.0,0.0,3.0384615384615383,0.0,74.1923076923077,74.1923076923077,74.1923076923077,1.0,0.0
7.0,0.0,3.0384615384615383,0.0,74.1923076923077,74.1923076923077,74.1923076923077,1.0,0.0
8.0,0.0,3.0384615384615383,0.0,74.1923076923077,74.1923076923077,74.1923076923077,1.0,0.0
9.0,0.0,3.0384615384615383,0.0,74.1923076923077,74.1923076923077,74.1923076923077,1.0,0.0
10.0,0.0,3.0384615384615383,0.0,74.1923076923077,74.1923076923077,74.1923076923077,1.0,0.0
11.0,0.0,3.0384615384615383,0.0,74.1923076923077,74.1923076923077,74.1923076923077,1.0,0.0
12.0,0.0,3.0384615384615383,0.0,74.1923076923077,74.1923076923077,74.1923076923077,1.0,0.0
13.0,0.0,3.0384615384615383,0.0,74.1923076923077,74.1923076923077,74.1923076923077,1.0,0.0
14.0,0.0,3.0384615384615383,0.0,74.1923076923077,74.1923076923077,74.1923076923077,1.0,0.0
15.0,0.0,3.0384615384615383,0.0,74.1923076923077,74.1923076923077,74.1923076923077,1.0,0.0
16.0,0.0,3.0384615384615383,0.0,74.1923076923077,74.1923076923077,74.1923076923077,1.0,0.0
17.0,0.0,3.0384615384615383,0.0,74.1923076923077,74.1923076923077,74.1923076923077,1.0,0.0
18.0,0.0,3.0384615384615383,0.0,74.1923076923077,74.1923076923077,74.1923076923077,1.0,0.0
19.0,0.0,3.0384615384615383,0.0,74.1923076923077,74.1923076923077,74.1923076923077,1.0,0.0
20.0,0.0,3.0384615384615383,0.0,74.1923076923077,74.1923076923077,74.1923076923077,1.0,0.0
21.0,0.0,3.0384615384615383,0.0,74.1923076923077,74.1923076923077,74.1923076923077,1.0,0.0
22.0,0.0,3.0384615384615383,0.0,74.1923076923077,74.1923076923077,74.1923076923077,1.0,0.0
23.0,0.0,3.0384615384615383,0.0,74.1923076923077,74.1923076923077,74.1923076923077,1.0,0.0
24.0,0.0,3.0384615384615383,0.0,74.1923076923077,74.1923076923077,74.1923076923077,1.0,0.0
25.0,0.8846153846153846,3.0384615384615383,0.8846153846153846,74.1923076923077,74.1923076923077,74.1923076923077,1.0,0.0
26.0,1.653846153846154,3.0384615384615383,1.653846153846154,74.1923076923077,74.1923076923077,74.1923076923077,1.0,0.0
27.0,1.653846153846154,3.0384615384615383,1.653846153846154,78.67307692307692,74.1923076923077,74.1923076923077,1.0,0.0
28.0,2.3269230769230766,5.038461538461538,2.3269230769230766,78.67307692307692,74.1923076923077,74.1923076923077,1.0,0.0
29.0,2.3269230769230766,5.038461538461538,2.3269230769230766,78.67307692307692,74.1923076923077,74.1923076923077,1.0,0.0
30.0,3.0384615384615383,7.51923076923077,3.0384615384615383,78.67307692307692,74.1923076923077,74.1923076923077,1.0,0.0
31.0,3.0384615384615383,7.51923076923077,3.0384615384615383,78.67307692307692,74.1923076923077,74.1923076923077,1.0,0.0
32.0,3.0384615384615383,7.51923076923077,3.0384615384615383,78.67307692307692,74.1923076923077,74.1923076923077,1.0,0.0
33.0,3.0384615384615383,7.51923076923077,3.0384615384615383,78.67307692307692,74.1923076923077,74.1923076923077,1.0,0.0
34.0,3.0384615384615383,7.51923076923077,3.0384615384615383,78.67307692307692,74.1923076923077,74.1923076923077,1.0,0.0
35.0,3.0384615384615383,7.51923076923077,3.0384615384615383,78.67307692307692,74.1923076923077,74.1923076923077,1.0,0.0
36.0,3.0384615384615383,12.365384615384615,3.0384615384615383,78.67307692307692,74.1923076923077,74.1923076923077,1.0,0.0
37.0,3.0384615384615383,12.365384615384615,3.0384615384615383,78.67307692307692,74.1923076923077,74.1923076923077,1.0,0.0
38.0,3.0384615384615383,12.365384615384615,3.0384615384615383,78.67307692307692,74.1923076923077,74.1923076923077,1.0,0.0
39.0,3.0384615384615383,14.942307692307693,3.0384615384615383,78.67307692307692,74.1923076923077,74.1923076923077,1.0,0.0
40.0,3.0384615384615383,14.942307692307693,3.0384615384615383,78.67307692307692,74.1923076923077,74.1923076923077,1.0,0.0
41.0,3.0384615384615383,14.942307692307693,3.0384615384615383,78.67307692307692,74.23076923076923,74.23076923076923,1.0,0.0
42.0,3.0384615384615383,14.942307692307693,3.0384615384615383,78.67307692307692,74.26923076923076,74.26923076923076,1.0,0.0
43.0,3.0384615384615383,14.942307692307693,3.0384615384615383,78.67307692307692,74.36538461538461,74.36538461538461,1.0,0.0
44.0,3.0384615384615383,14.942307692307693,3.0384615384615383,78.67307692307692,74.5576923076923,74.5576923076923,1.0,0.0
45.0,3.5769230769230766,14.942307692307693,3.5769230769230766,78.67307692307692,74.65384615384615,74.65384615384615,1.0,0.0
46.0,4.730769230769231,14.942307692307693,4.730769230769231,99.98076923076923,74.98076923076923,74.98076923076923,1.0,0.0
47.0,5.865384615384615,14.942307692307693,5.865384615384615,99.98076923076923,75.28846153846153,75.28846153846153,1.0,0.0
48.0,5.865384615384615,14.942307692307693,5.865384615384615,99.98076923076923,75.59615384615384,75.59615384615384,1.0,0.0
49.0,6.865384615384615,20.0,6.865384615384615,99.98076923076923,76.01923076923077,76.01923076923077,1.0,0.0
50.0,6.865384615384615,24.269230769230766,6.865384615384615,99.98076923076923,76.36538461538461,76.36538461538461,1.0,0.0
51.0,7.51923076923077,24.269230769230766,7.51923076923077,99.98076923076923,76.61538461538461,76.61538461538461,1.0,0.0
52.0,7.51923076923077,24.269230769230766,7.51923076923077,99.98076923076923,76.90384615384616,76.90384615384616,1.0,0.0
53.0,7.51923076923077,29.596153846153843,7.51923076923077,99.98076923076923,77.1923076923077,77.1923076923077,1.0,0.0
54.0,8.692307692307692,34.17307692307692,8.692307692307692,99.98076923076923,77.32692307692308,77.32692307692308,1.0,0.0
55.0,8.692307692307692,34.17307692307692,8.692307692307692,99.98076923076923,77.46153846153845,77.46153846153845,1.0,0.0
56.0,10.0,34.17307692307692,10.0,99.98076923076923,77.59615384615385,77.59615384615385,1.0,0.0
57.0,10.0,34.17307692307692,7.884615384615384,99.98076923076923,43.69230769230769,77.73076923076923,1.0,0.0
58.0,11.269230769230768,34.17307692307692,8.903846153846153,99.98076923076923,44.05769230769231,77.96153846153845,1.0,0.0
59.0,11.269230769230768,34.17307692307692,8.903846153846153,99.98076923076923,44.269230769230774,78.01923076923077,1.0,0.0
60.0,13.115384615384615,34.17307692307692,6.826923076923077,99.98076923076923,8.192307692307692,78.11538461538461,1.0,0.0
61.0,13.115384615384615,34.17307692307692,6.826923076923077,99.98076923076923,8.51923076923077,78.28846153846155,1.0,0.0
62.0,13.615384615384615,34.17307692307692,7.211538461538461,99.98076923076923,8.846153846153847,78.4423076923077,1.0,0.0
63.0,13.615384615384615,34.17307692307692,7.211538461538461,99.98076923076923,9.0,78.48076923076923,1.0,0.0
64.0,14.26923076923077,34.17307692307692,7.730769230769232,99.98076923076923,9.173076923076923,78.5576923076923,1.0,0.0
65.0,14.26923076923077,34.17307692307692,7.730769230769232,99.98076923076923,9.788461538461538,78.9423076923077,1.0,0.0
66.0,14.942307692307693,34.17307692307692,8.0,99.98076923076923,13.096153846153847,80.4423076923077,1.0,0.0
67.0,14.942307692307693,34.17307692307692,8.0,99.98076923076923,19.192307692307693,82.98076923076924,1.0,0.0
68.0,14.942307692307693,34.17307692307692,8.0,99.98076923076923,29.153846153846153,86.71153846153847,1.0,0.0
69.0,14.942307692307693,34.17307692307692,8.0,99.98076923076923,38.09615384615385,89.4423076923077,1.0,0.0
70.0,14.942307692307693,42.25,8.0,99.98076923076923,50.90384615384615,93.03846153846153,1.0,0.0
71.0,16.21153846153846,42.25,8.846153846153847,99.98076923076923,59.82692307692308,95.36538461538461,1.0,0.0
72.0,17.73076923076923,48.40384615384615,9.673076923076923,99.98076923076923,68.53846153846153,96.82692307692308,1.0,0.0
73.0,20.134615384615383,48.40384615384615,11.25,99.98076923076923,79.28846153846155,98.71153846153847,1.0,0.0
74.0,25.326923076923073,48.40384615384615,14.75,99.98076923076923,87.0576923076923,99.4423076923077,1.0,0.0
75.0,27.53846153846154,48.40384615384615,16.46153846153846,99.98076923076923,89.84615384615384,99.61538461538461,1.0,0.0
76.0,29.615384615384617,48.40384615384615,17.865384615384617,99.98076923076923,91.84615384615384,99.71153846153847,1.0,0.0
77.0,30.788461538461537,48.40384615384615,18.634615384615387,99.98076923076923,93.90384615384615,99.82692307692308,1.0,0.0
78.0,33.09615384615385,48.40384615384615,11.153846153846155,99.98076923076923,79.82692307692307,99.90384615384616,1.0,0.0
79.0,34.17307692307692,48.40384615384615,11.846153846153847,99.98076923076923,83.09615384615384,99.92307692307692,1.0,0.0
80.0,34.17307692307692,61.32692307692308,11.846153846153847,99.98076923076923,85.34615384615385,99.9423076923077,1.0,0.0
81.0,34.17307692307692,68.86538461538461,11.846153846153847,99.98076923076923,87.17307692307692,99.96153846153845,1.0,0.0
82.0,34.17307692307692,68.86538461538461,11.846153846153847,99.98076923076923,87.92307692307692,99.96153846153845,1.0,0.0
83.0,34.17307692307692,68.86538461538461,11.846153846153847,99.98076923076923,88.42307692307692,99.98076923076923,1.0,0.0
84.0,31.596153846153847,68.03846153846153,1.7115384615384617,99.98076923076923,0.8653846153846154,99.98076923076923,1.0,0.0
85.0,31.596153846153847,68.03846153846153,1.7115384615384617,99.98076923076923,2.6730769230769234,99.98076923076923,1.0,0.0
86.0,34.15384615384615,68.03846153846153,3.3653846153846154,99.98076923076923,8.73076923076923,99.98076923076923,1.0,0.0
87.0,38.44230769230769,68.03846153846153,6.076923076923077,99.98076923076923,13.557692307692307,99.98076923076923,1.0,0.0
88.0,42.28846153846153,68.03846153846153,8.846153846153847,99.98076923076923,18.865384615384613,99.98076923076923,1.0,0.0
89.0,44.07692307692307,68.03846153846153,9.961538461538462,99.98076923076923,24.5,99.98076923076923,1.0,0.0
90.0,45.57692307692307,68.03846153846153,11.076923076923077,99.98076923076923,29.96153846153846,99.98076923076923,1.0,0.0
91.0,45.57692307692307,68.03846153846153,11.076923076923077,99.98076923076923,33.21153846153846,99.98076923076923,1.0,0.0
