"tick","SchadenprozGRsicht","SchaedenprozGR","SchaedenprozGRE","SchaedenprozST","SchaedenprozSTE","SchaedenprzSTsicht"
1.0,0.0,1.7307692307692308,0.0,33.65384615384615,0.0,0.0
2.0,0.0,1.7307692307692308,0.0,33.65384615384615,0.0,0.0
3.0,0.0,1.7307692307692308,0.0,33.65384615384615,0.0,0.0
4.0,0.0,1.7307692307692308,0.0,33.65384615384615,0.0,0.0
5.0,0.0,1.7307692307692308,0.0,33.65384615384615,0.0,0.0
6.0,0.0,1.7307692307692308,0.0,33.65384615384615,0.0,0.0
7.0,0.0,1.7307692307692308,0.0,33.65384615384615,0.0,0.0
8.0,0.0,1.7307692307692308,0.0,33.65384615384615,0.0,0.0
9.0,0.0,1.7307692307692308,0.0,33.65384615384615,0.0,0.0
10.0,0.0,1.7307692307692308,0.0,33.65384615384615,0.0,0.0
11.0,0.0,1.7307692307692308,0.0,33.65384615384615,0.0,0.0
12.0,0.0,1.7307692307692308,0.0,33.65384615384615,0.0,0.0
13.0,0.0,1.7307692307692308,0.0,33.65384615384615,0.0,0.0
14.0,0.0,1.7307692307692308,0.0,33.65384615384615,0.0,0.0
15.0,0.0,1.7307692307692308,0.0,33.65384615384615,0.0,0.0
16.0,0.0,1.7307692307692308,0.0,33.65384615384615,0.0,0.0
17.0,0.0,1.7307692307692308,0.0,33.65384615384615,0.0,0.0
18.0,0.0,1.7307692307692308,0.0,33.65384615384615,0.0,0.0
19.0,0.0,1.7307692307692308,0.0,33.65384615384615,0.0,0.0
20.0,0.0,1.7307692307692308,0.0,33.65384615384615,0.0,0.0
21.0,0.0,1.7307692307692308,0.0,33.65384615384615,0.0,0.0
22.0,0.0,1.7307692307692308,0.0,33.65384615384615,0.0,0.0
23.0,0.0,1.7307692307692308,0.0,33.65384615384615,0.0,0.0
24.0,0.0,1.7307692307692308,0.0,33.65384615384615,0.0,0.0
25.0,0.38461538461538464,1.7307692307692308,0.38461538461538464,33.65384615384615,0.576923076923077,0.576923076923077
26.0,0.38461538461538464,1.7307692307692308,0.38461538461538464,33.65384615384615,1.7307692307692308,1.7307692307692308
27.0,0.38461538461538464,1.7307692307692308,0.38461538461538464,34.23076923076923,3.076923076923077,3.076923076923077
28.0,1.3461538461538463,2.1153846153846154,1.3461538461538463,34.23076923076923,4.423076923076923,4.423076923076923
29.0,1.3461538461538463,2.1153846153846154,1.3461538461538463,34.23076923076923,5.1923076923076925,5.1923076923076925
30.0,1.7307692307692308,2.1153846153846154,1.7307692307692308,34.23076923076923,6.538461538461539,6.538461538461539
31.0,1.7307692307692308,2.1153846153846154,1.7307692307692308,34.23076923076923,8.846153846153847,8.846153846153847
32.0,1.7307692307692308,2.1153846153846154,1.7307692307692308,34.23076923076923,11.538461538461538,11.538461538461538
33.0,1.7307692307692308,2.1153846153846154,1.7307692307692308,34.23076923076923,15.576923076923077,15.576923076923077
34.0,1.7307692307692308,2.1153846153846154,1.7307692307692308,34.23076923076923,19.038461538461537,19.038461538461537
35.0,1.7307692307692308,2.1153846153846154,1.7307692307692308,34.23076923076923,21.923076923076923,21.923076923076923
36.0,1.7307692307692308,3.076923076923077,1.7307692307692308,34.23076923076923,24.807692307692307,24.807692307692307
37.0,1.7307692307692308,3.076923076923077,1.7307692307692308,34.23076923076923,26.923076923076923,26.923076923076923
38.0,1.7307692307692308,3.076923076923077,1.7307692307692308,34.23076923076923,29.230769230769234,29.230769230769234
39.0,1.7307692307692308,3.4615384615384617,1.7307692307692308,34.23076923076923,30.76923076923077,30.76923076923077
40.0,1.7307692307692308,3.4615384615384617,1.7307692307692308,34.23076923076923,31.538461538461537,31.538461538461537
41.0,1.7307692307692308,3.4615384615384617,1.7307692307692308,34.23076923076923,32.11538461538462,32.11538461538462
42.0,1.7307692307692308,3.4615384615384617,1.7307692307692308,34.23076923076923,32.30769230769231,32.30769230769231
43.0,1.7307692307692308,3.4615384615384617,1.7307692307692308,34.23076923076923,32.88461538461539,32.88461538461539
44.0,1.7307692307692308,3.4615384615384617,1.7307692307692308,34.23076923076923,33.84615384615385,33.84615384615385
45.0,1.9230769230769231,3.4615384615384617,1.9230769230769231,34.23076923076923,33.84615384615385,33.84615384615385
46.0,2.1153846153846154,3.4615384615384617,2.1153846153846154,57.88461538461539,33.84615384615385,33.84615384615385
47.0,2.1153846153846154,3.4615384615384617,2.1153846153846154,57.88461538461539,33.84615384615385,33.84615384615385
