"tick","BefallGR","BefallGRsicht","BefallGRertrag"
1.0,4.660194174757281,0.0,0.0
2.0,5.436893203883495,0.0,0.0
3.0,5.631067961165048,0.0,0.0
4.0,5.631067961165048,0.0,0.0
5.0,5.631067961165048,0.0,0.0
6.0,6.019417475728155,0.0,0.0
7.0,6.019417475728155,0.0,0.0
8.0,6.019417475728155,0.0,0.0
9.0,6.019417475728155,0.0,0.0
10.0,6.019417475728155,0.0,0.0
11.0,6.019417475728155,0.0,0.0
12.0,6.019417475728155,0.0,0.0
13.0,6.019417475728155,0.0,0.0
14.0,6.019417475728155,0.0,0.0
15.0,6.019417475728155,0.0,0.0
16.0,6.019417475728155,0.0,0.0
17.0,6.019417475728155,0.0,0.0
18.0,6.019417475728155,0.0,0.0
19.0,6.019417475728155,0.0,0.0
20.0,6.019417475728155,0.0,0.0
21.0,6.019417475728155,0.0,0.0
22.0,6.019417475728155,0.0,0.0
23.0,6.019417475728155,0.0,0.0
24.0,6.019417475728155,0.0,0.0
25.0,6.019417475728155,0.7766990291262136,0.7766990291262136
26.0,6.019417475728155,1.5533980582524272,1.5533980582524272
27.0,6.019417475728155,1.5533980582524272,1.5533980582524272
28.0,7.3786407766990285,3.300970873786408,3.300970873786408
29.0,7.572815533980583,3.300970873786408,3.300970873786408
30.0,11.844660194174757,4.660194174757281,4.660194174757281
31.0,13.009708737864079,4.854368932038835,4.854368932038835
32.0,13.398058252427184,4.854368932038835,4.854368932038835
33.0,13.592233009708737,4.854368932038835,4.854368932038835
34.0,13.592233009708737,4.854368932038835,4.854368932038835
35.0,13.592233009708737,4.854368932038835,4.854368932038835
36.0,24.466019417475728,4.854368932038835,4.854368932038835
37.0,27.184466019417474,4.854368932038835,4.854368932038835
38.0,27.57281553398058,4.854368932038835,4.854368932038835
39.0,35.14563106796116,4.854368932038835,4.854368932038835
40.0,36.50485436893204,4.854368932038835,4.854368932038835
41.0,37.86407766990291,4.854368932038835,4.854368932038835
42.0,38.44660194174757,4.854368932038835,4.854368932038835
43.0,38.640776699029125,4.854368932038835,4.854368932038835
44.0,38.640776699029125,4.854368932038835,4.854368932038835
45.0,38.640776699029125,5.436893203883495,5.436893203883495
46.0,38.640776699029125,7.3786407766990285,7.3786407766990285
47.0,38.640776699029125,8.737864077669903,8.737864077669903
48.0,38.640776699029125,8.737864077669903,8.737864077669903
49.0,47.96116504854369,10.485436893203884,10.485436893203884
50.0,51.067961165048544,10.485436893203884,10.485436893203884
51.0,52.23300970873787,10.485436893203884,10.485436893203884
52.0,52.81553398058253,10.485436893203884,10.485436893203884
53.0,62.5242718446602,10.485436893203884,10.485436893203884
54.0,64.85436893203882,12.427184466019417,12.427184466019417
55.0,65.63106796116504,12.233009708737864,12.233009708737864
56.0,67.37864077669903,14.36893203883495,14.36893203883495
57.0,67.57281553398057,14.174757281553399,14.174757281553399
58.0,67.76699029126215,18.446601941747574,18.446601941747574
59.0,67.76699029126215,18.640776699029125,18.640776699029125
60.0,67.76699029126215,24.07766990291262,17.864077669902912
61.0,74.5631067961165,24.07766990291262,17.66990291262136
62.0,75.14563106796116,25.24271844660194,18.83495145631068
