"tick","Ertrag","befallGR","befallGRsicht","befallGRertrag","befallST","befallSTsicht","befallSTertrag","ResistenzPflanze","behaviour"
1.0,5150000.0,4.077669902912621,0.0,0.0,31.2621359223301,0.0,0.0,1.0,2.0
2.0,5150000.0,9.902912621359224,0.0,0.0,65.0485436893204,0.0,0.0,1.0,2.0
3.0,5150000.0,11.45631067961165,0.0,0.0,70.67961165048544,0.0,0.0,1.0,2.0
4.0,5150000.0,11.844660194174757,0.0,0.0,72.03883495145631,0.0,0.0,1.0,2.0
5.0,5150000.0,12.62135922330097,0.0,0.0,72.81553398058253,0.0,0.0,1.0,2.0
6.0,5150000.0,12.62135922330097,0.0,0.0,73.00970873786407,0.0,0.0,1.0,2.0
7.0,5150000.0,12.815533980582524,0.0,0.0,73.59223300970874,0.0,0.0,1.0,2.0
8.0,5150000.0,12.815533980582524,0.0,0.0,73.7864077669903,0.0,0.0,1.0,2.0
9.0,5150000.0,12.815533980582524,0.0,0.0,73.7864077669903,0.0,0.0,1.0,2.0
10.0,5150000.0,12.815533980582524,0.0,0.0,73.7864077669903,0.0,0.0,1.0,2.0
11.0,5150000.0,12.815533980582524,0.0,0.0,73.7864077669903,0.0,0.0,1.0,2.0
12.0,5150000.0,12.815533980582524,0.0,0.0,73.7864077669903,0.0,0.0,1.0,2.0
13.0,5150000.0,12.815533980582524,0.0,0.0,73.7864077669903,0.0,0.0,1.0,2.0
14.0,5150000.0,12.815533980582524,0.0,0.0,73.7864077669903,0.0,0.0,1.0,2.0
15.0,5150000.0,12.815533980582524,0.0,0.0,73.7864077669903,0.0,0.0,1.0,2.0
16.0,5150000.0,12.815533980582524,0.0,0.0,73.7864077669903,0.0,0.0,1.0,2.0
17.0,5150000.0,12.815533980582524,0.0,0.0,73.7864077669903,0.0,0.0,1.0,2.0
18.0,5150000.0,12.815533980582524,0.0,0.0,73.7864077669903,0.0,0.0,1.0,2.0
19.0,5150000.0,12.815533980582524,0.0,0.0,73.7864077669903,0.0,0.0,1.0,2.0
20.0,5150000.0,12.815533980582524,0.0,0.0,73.7864077669903,0.0,0.0,1.0,2.0
21.0,5150000.0,12.815533980582524,0.0,0.0,73.7864077669903,0.0,0.0,1.0,2.0
22.0,5150000.0,12.815533980582524,0.0,0.0,73.7864077669903,0.0,0.0,1.0,2.0
23.0,5150000.0,12.815533980582524,0.0,0.0,73.7864077669903,0.0,0.0,1.0,2.0
24.0,5150000.0,12.815533980582524,0.0,0.0,73.7864077669903,0.0,0.0,1.0,2.0
25.0,5150000.0,12.815533980582524,1.3592233009708738,1.3592233009708738,73.7864077669903,0.0,0.0,1.0,2.0
26.0,5150000.0,12.815533980582524,4.077669902912621,4.077669902912621,73.7864077669903,0.0,0.0,1.0,2.0
27.0,5150000.0,12.815533980582524,4.077669902912621,4.077669902912621,73.7864077669903,0.0,0.0,1.0,2.0
