"tick","SchadenprozGRsicht","SchaedenprozGR","SchaedenprozGRE","SchaedenprozST","SchaedenprozSTE","SchaedenprzSTsicht","Resistance","Behaviour","AnzahlFungizidanw","Location"
1.0,0.0,0.5288461538461539,0.0,68.46153846153847,0.0,0.0,2.0,3.0,0.0,1.0
2.0,0.0,0.5288461538461539,0.0,68.46153846153847,0.0,0.0,2.0,3.0,0.0,1.0
3.0,0.0,0.5288461538461539,0.0,68.46153846153847,0.0,0.0,2.0,3.0,0.0,1.0
4.0,0.0,0.5288461538461539,0.0,68.46153846153847,0.0,0.0,2.0,3.0,0.0,1.0
5.0,0.0,0.5288461538461539,0.0,68.46153846153847,0.0,0.0,2.0,3.0,0.0,1.0
6.0,0.0,0.5288461538461539,0.0,68.46153846153847,0.0,0.0,2.0,3.0,0.0,1.0
7.0,0.0,0.5288461538461539,0.0,68.46153846153847,0.0,0.0,2.0,3.0,0.0,1.0
8.0,0.0,0.5288461538461539,0.0,68.46153846153847,0.0,0.0,2.0,3.0,0.0,1.0
9.0,0.0,0.5288461538461539,0.0,68.46153846153847,0.0,0.0,2.0,3.0,0.0,1.0
10.0,0.0,0.5288461538461539,0.0,68.46153846153847,0.0,0.0,2.0,3.0,0.0,1.0
11.0,0.0,0.5288461538461539,0.0,68.46153846153847,0.0,0.0,2.0,3.0,0.0,1.0
12.0,0.0,0.5288461538461539,0.0,68.46153846153847,0.0,0.0,2.0,3.0,0.0,1.0
13.0,0.0,0.5288461538461539,0.0,68.46153846153847,0.0,0.0,2.0,3.0,0.0,1.0
14.0,0.0,0.5288461538461539,0.0,68.46153846153847,0.0,0.0,2.0,3.0,0.0,1.0
15.0,0.0,0.5288461538461539,0.0,68.46153846153847,0.0,0.0,2.0,3.0,0.0,1.0
16.0,0.0,0.5288461538461539,0.0,68.46153846153847,0.0,0.0,2.0,3.0,0.0,1.0
17.0,0.0,0.5288461538461539,0.0,68.46153846153847,0.0,0.0,2.0,3.0,0.0,1.0
18.0,0.0,0.5288461538461539,0.0,68.46153846153847,0.0,0.0,2.0,3.0,0.0,1.0
19.0,0.0,0.5288461538461539,0.0,68.46153846153847,0.0,0.0,2.0,3.0,0.0,1.0
20.0,0.0,0.5288461538461539,0.0,68.46153846153847,0.0,0.0,2.0,3.0,0.0,1.0
21.0,0.0,0.5288461538461539,0.0,68.46153846153847,0.0,0.0,2.0,3.0,0.0,1.0
22.0,0.0,0.5288461538461539,0.0,68.46153846153847,0.0,0.0,2.0,3.0,0.0,1.0
23.0,0.0,0.5288461538461539,0.0,68.46153846153847,0.0,0.0,2.0,3.0,0.0,1.0
24.0,0.0,0.5288461538461539,0.0,68.46153846153847,0.0,0.0,2.0,3.0,0.0,1.0
25.0,0.04807692307692308,0.5288461538461539,0.04807692307692308,68.46153846153847,0.0,0.0,2.0,3.0,0.0,1.0
26.0,0.19230769230769232,0.5288461538461539,0.19230769230769232,68.46153846153847,0.0,0.0,2.0,3.0,0.0,1.0
27.0,0.19230769230769232,0.5288461538461539,0.19230769230769232,68.46153846153847,0.0,0.0,2.0,3.0,0.0,1.0
28.0,0.4807692307692308,0.6730769230769231,0.4807692307692308,68.46153846153847,0.0,0.0,2.0,3.0,0.0,1.0
29.0,0.4807692307692308,0.6730769230769231,0.4807692307692308,68.46153846153847,0.0,0.0,2.0,3.0,0.0,1.0
