"tick","GRCount","STCount"
1.0,3000,200
2.0,3000,200
3.0,3000,200
4.0,3000,200
5.0,3000,200
6.0,3000,200
7.0,3000,200
8.0,3000,200
9.0,3000,200
10.0,3000,200
11.0,3000,200
12.0,3000,200
13.0,3000,200
14.0,3000,200
15.0,3000,200
16.0,3000,200
17.0,3000,200
18.0,3000,200
19.0,3000,200
20.0,3000,200
21.0,3000,200
22.0,3000,200
23.0,3000,200
24.0,3000,200
25.0,3000,200
26.0,3000,200
27.0,3000,200
28.0,3000,200
29.0,3000,200
30.0,3000,200
31.0,3000,200
32.0,3000,200
33.0,6999,200
34.0,6999,200
35.0,6999,200
36.0,6999,200
37.0,10958,200
38.0,10958,200
39.0,10958,200
40.0,10958,200
41.0,14987,200
42.0,19022,200
43.0,19022,200
44.0,19022,200
45.0,19022,200
46.0,19022,200
47.0,19022,200
48.0,19022,200
49.0,19022,200
50.0,23073,200
51.0,23073,200
52.0,29678,200
53.0,38930,200
54.0,38198,200
55.0,38198,200
56.0,37452,200
57.0,37452,200
58.0,36677,200
59.0,46928,200
60.0,46181,200
61.0,46181,200
62.0,56645,200
63.0,67252,200
64.0,67252,200
65.0,67252,200
66.0,67252,200
67.0,67252,200
68.0,67252,200
69.0,67252,200
70.0,67252,200
71.0,67252,200
72.0,67252,200
73.0,67252,200
74.0,67252,200
75.0,67252,200
76.0,67252,200
77.0,67252,200
78.0,67252,200
