"tick","BefallGR","BefallGRsicht","BefallGRertrag"
1.0,3.300970873786408,0.0,0.0
2.0,3.8834951456310676,0.0,0.0
3.0,4.077669902912621,0.0,0.0
4.0,4.271844660194175,0.0,0.0
5.0,4.271844660194175,0.0,0.0
6.0,4.271844660194175,0.0,0.0
7.0,4.271844660194175,0.0,0.0
8.0,4.271844660194175,0.0,0.0
9.0,4.271844660194175,0.0,0.0
10.0,4.271844660194175,0.0,0.0
11.0,4.271844660194175,0.0,0.0
12.0,4.271844660194175,0.0,0.0
13.0,4.271844660194175,0.0,0.0
14.0,4.271844660194175,0.0,0.0
15.0,4.271844660194175,0.0,0.0
16.0,4.271844660194175,0.0,0.0
17.0,4.271844660194175,0.0,0.0
18.0,4.271844660194175,0.0,0.0
19.0,4.271844660194175,0.0,0.0
20.0,4.271844660194175,0.0,0.0
21.0,4.271844660194175,0.0,0.0
22.0,4.271844660194175,0.0,0.0
23.0,4.271844660194175,0.0,0.0
24.0,4.271844660194175,0.0,0.0
25.0,4.271844660194175,1.3592233009708738,1.3592233009708738
26.0,4.271844660194175,1.7475728155339807,1.7475728155339807
27.0,4.271844660194175,1.7475728155339807,1.7475728155339807
28.0,5.825242718446602,2.3300970873786406,2.3300970873786406
29.0,6.213592233009709,2.3300970873786406,2.3300970873786406
30.0,9.902912621359224,3.4951456310679614,3.4951456310679614
31.0,11.067961165048544,3.4951456310679614,3.4951456310679614
32.0,11.262135922330096,3.300970873786408,3.300970873786408
33.0,11.45631067961165,3.300970873786408,3.300970873786408
34.0,11.844660194174757,3.300970873786408,3.300970873786408
35.0,11.844660194174757,3.4951456310679614,3.4951456310679614
36.0,19.02912621359223,3.300970873786408,3.300970873786408
37.0,19.41747572815534,3.4951456310679614,3.4951456310679614
38.0,20.388349514563107,3.4951456310679614,3.4951456310679614
39.0,27.57281553398058,3.300970873786408,3.300970873786408
40.0,28.7378640776699,3.4951456310679614,3.4951456310679614
41.0,29.320388349514566,3.4951456310679614,3.4951456310679614
42.0,29.514563106796114,3.300970873786408,3.300970873786408
43.0,29.708737864077673,3.4951456310679614,3.4951456310679614
44.0,29.902912621359224,3.4951456310679614,3.4951456310679614
