"tick","SchadenprozGRsicht","SchaedenprozGR","SchaedenprozGRE","SchaedenprozST","SchaedenprozSTE","SchaedenprzSTsicht","Resistance","Behaviour"
1.0,0.0,1.5384615384615385,0.0,35.57692307692308,0.0,0.0,1.0,0.0
2.0,0.0,1.5384615384615385,0.0,35.57692307692308,0.0,0.0,1.0,0.0
3.0,0.0,1.5384615384615385,0.0,35.57692307692308,0.0,0.0,1.0,0.0
4.0,0.0,1.5384615384615385,0.0,35.57692307692308,0.0,0.0,1.0,0.0
5.0,0.0,1.5384615384615385,0.0,35.57692307692308,0.0,0.0,1.0,0.0
6.0,0.0,1.5384615384615385,0.0,35.57692307692308,0.0,0.0,1.0,0.0
7.0,0.0,1.5384615384615385,0.0,35.57692307692308,0.0,0.0,1.0,0.0
8.0,0.0,1.5384615384615385,0.0,35.57692307692308,0.0,0.0,1.0,0.0
9.0,0.0,1.5384615384615385,0.0,35.57692307692308,0.0,0.0,1.0,0.0
10.0,0.0,1.5384615384615385,0.0,35.57692307692308,0.0,0.0,1.0,0.0
11.0,0.0,1.5384615384615385,0.0,35.57692307692308,0.0,0.0,1.0,0.0
12.0,0.0,1.5384615384615385,0.0,35.57692307692308,0.0,0.0,1.0,0.0
13.0,0.0,1.5384615384615385,0.0,35.57692307692308,0.0,0.0,1.0,0.0
14.0,0.0,1.5384615384615385,0.0,35.57692307692308,0.0,0.0,1.0,0.0
15.0,0.0,1.5384615384615385,0.0,35.57692307692308,0.0,0.0,1.0,0.0
16.0,0.0,1.5384615384615385,0.0,35.57692307692308,0.0,0.0,1.0,0.0
17.0,0.0,1.5384615384615385,0.0,35.57692307692308,0.0,0.0,1.0,0.0
18.0,0.0,1.5384615384615385,0.0,35.57692307692308,0.0,0.0,1.0,0.0
19.0,0.0,1.5384615384615385,0.0,35.57692307692308,0.0,0.0,1.0,0.0
20.0,0.0,1.5384615384615385,0.0,35.57692307692308,0.0,0.0,1.0,0.0
21.0,0.0,1.5384615384615385,0.0,35.57692307692308,0.0,0.0,1.0,0.0
22.0,0.0,1.5384615384615385,0.0,35.57692307692308,0.0,0.0,1.0,0.0
23.0,0.0,1.5384615384615385,0.0,35.57692307692308,0.19230769230769232,0.19230769230769232,1.0,0.0
24.0,0.0,1.5384615384615385,0.0,35.57692307692308,0.576923076923077,0.576923076923077,1.0,0.0
25.0,0.19230769230769232,1.5384615384615385,0.19230769230769232,35.57692307692308,0.7692307692307693,0.7692307692307693,1.0,0.0
26.0,0.7692307692307693,1.5384615384615385,0.7692307692307693,35.57692307692308,1.3461538461538463,1.3461538461538463,1.0,0.0
27.0,0.7692307692307693,1.5384615384615385,0.7692307692307693,41.34615384615385,3.4615384615384617,3.4615384615384617,1.0,0.0
28.0,1.153846153846154,3.2692307692307696,1.153846153846154,41.34615384615385,4.615384615384616,4.615384615384616,1.0,0.0
29.0,1.153846153846154,3.2692307692307696,1.153846153846154,41.34615384615385,5.961538461538462,5.961538461538462,1.0,0.0
30.0,1.5384615384615385,5.961538461538462,1.5384615384615385,41.34615384615385,8.076923076923077,8.076923076923077,1.0,0.0
31.0,1.5384615384615385,5.961538461538462,1.5384615384615385,41.34615384615385,10.384615384615385,10.384615384615385,1.0,0.0
32.0,1.5384615384615385,5.961538461538462,1.5384615384615385,41.34615384615385,14.807692307692308,14.807692307692308,1.0,0.0
33.0,1.5384615384615385,5.961538461538462,1.5384615384615385,41.34615384615385,18.269230769230766,18.269230769230766,1.0,0.0
34.0,1.5384615384615385,5.961538461538462,1.5384615384615385,41.34615384615385,22.115384615384613,22.115384615384613,1.0,0.0
35.0,1.5384615384615385,5.961538461538462,1.5384615384615385,41.34615384615385,24.23076923076923,24.23076923076923,1.0,0.0
36.0,1.5384615384615385,12.115384615384615,1.5384615384615385,41.34615384615385,25.961538461538463,25.961538461538463,1.0,0.0
37.0,1.5384615384615385,12.115384615384615,1.5384615384615385,41.34615384615385,28.846153846153843,28.846153846153843,1.0,0.0
38.0,1.5384615384615385,12.115384615384615,1.5384615384615385,41.34615384615385,31.153846153846153,31.153846153846153,1.0,0.0
39.0,1.5384615384615385,15.96153846153846,1.5384615384615385,41.34615384615385,32.30769230769231,32.30769230769231,1.0,0.0
40.0,1.5384615384615385,15.96153846153846,1.5384615384615385,41.34615384615385,33.26923076923077,33.26923076923077,1.0,0.0
41.0,1.5384615384615385,15.96153846153846,1.5384615384615385,41.34615384615385,33.84615384615385,33.84615384615385,1.0,0.0
42.0,1.5384615384615385,15.96153846153846,1.5384615384615385,41.34615384615385,35.0,35.0,1.0,0.0
43.0,1.5384615384615385,15.96153846153846,1.5384615384615385,41.34615384615385,35.19230769230769,35.19230769230769,1.0,0.0
44.0,1.5384615384615385,15.96153846153846,1.5384615384615385,41.34615384615385,35.76923076923077,35.76923076923077,1.0,0.0
45.0,1.9230769230769231,15.96153846153846,1.9230769230769231,41.34615384615385,36.34615384615385,36.34615384615385,1.0,0.0
46.0,2.6923076923076925,15.96153846153846,2.6923076923076925,100.0,36.53846153846153,36.53846153846153,1.0,0.0
47.0,3.653846153846154,15.96153846153846,3.653846153846154,100.0,36.92307692307693,36.92307692307693,1.0,0.0
48.0,3.653846153846154,15.96153846153846,3.653846153846154,100.0,37.5,37.5,1.0,0.0
49.0,5.1923076923076925,20.192307692307693,5.1923076923076925,100.0,37.69230769230769,37.69230769230769,1.0,0.0
50.0,5.1923076923076925,23.846153846153847,5.1923076923076925,100.0,38.65384615384615,38.65384615384615,1.0,0.0
51.0,5.961538461538462,23.846153846153847,5.961538461538462,100.0,39.03846153846154,39.03846153846154,1.0,0.0
52.0,5.961538461538462,23.846153846153847,5.961538461538462,100.0,39.42307692307692,39.42307692307692,1.0,0.0
53.0,5.961538461538462,29.230769230769234,5.961538461538462,100.0,39.61538461538461,39.61538461538461,1.0,0.0
54.0,6.538461538461539,31.73076923076923,6.538461538461539,100.0,39.80769230769231,39.80769230769231,1.0,0.0
