"tick","Ertrag","befallGR","befallGRsicht","befallGRertrag","befallST","befallSTsicht","befallSTertrag"
1.0,5150000.0,3.300970873786408,0.0,0.0,33.398058252427184,0.0,0.0
2.0,5150000.0,3.4951456310679614,0.0,0.0,60.970873786407765,0.0,0.0
3.0,5150000.0,3.6893203883495143,0.0,0.0,66.40776699029126,0.0,0.0
4.0,5150000.0,3.6893203883495143,0.0,0.0,68.54368932038835,0.0,0.0
5.0,5150000.0,3.6893203883495143,0.0,0.0,68.93203883495146,0.0,0.0
6.0,5150000.0,3.6893203883495143,0.0,0.0,68.93203883495146,0.0,0.0
7.0,5150000.0,3.8834951456310676,0.0,0.0,69.32038834951456,0.0,0.0
8.0,5150000.0,3.8834951456310676,0.0,0.0,69.51456310679612,0.0,0.0
9.0,5150000.0,3.8834951456310676,0.0,0.0,69.90291262135922,0.0,0.0
10.0,5150000.0,3.8834951456310676,0.0,0.0,69.90291262135922,0.0,0.0
11.0,5150000.0,3.8834951456310676,0.0,0.0,69.90291262135922,0.0,0.0
12.0,5150000.0,3.8834951456310676,0.0,0.0,69.90291262135922,0.0,0.0
13.0,5150000.0,3.8834951456310676,0.0,0.0,69.90291262135922,0.0,0.0
14.0,5150000.0,3.8834951456310676,0.0,0.0,69.90291262135922,0.0,0.0
15.0,5150000.0,3.8834951456310676,0.0,0.0,70.09708737864078,0.0,0.0
16.0,5150000.0,3.8834951456310676,0.0,0.0,70.09708737864078,0.0,0.0
17.0,5150000.0,3.8834951456310676,0.0,0.0,70.09708737864078,0.0,0.0
18.0,5150000.0,3.8834951456310676,0.0,0.0,70.09708737864078,0.0,0.0
19.0,5150000.0,3.8834951456310676,0.0,0.0,70.09708737864078,0.0,0.0
20.0,5150000.0,3.8834951456310676,0.0,0.0,70.09708737864078,0.0,0.0
21.0,5150000.0,3.8834951456310676,0.0,0.0,70.09708737864078,0.0,0.0
22.0,5150000.0,3.8834951456310676,0.0,0.0,70.09708737864078,0.0,0.0
23.0,5150000.0,3.8834951456310676,0.0,0.0,70.09708737864078,0.0,0.0
24.0,5150000.0,3.8834951456310676,0.0,0.0,70.09708737864078,0.0,0.0
