"tick","Ertrag","befallGR","befallGRsicht","befallGRertrag","befallST","befallSTsicht","befallSTertrag","ResistenzPflanze","behaviour"
1.0,5150000.0,2.912621359223301,0.0,0.0,30.097087378640776,0.0,0.0,1.0,2.0
2.0,5150000.0,9.320388349514563,0.0,0.0,63.49514563106796,0.0,0.0,1.0,2.0
3.0,5150000.0,11.45631067961165,0.0,0.0,67.57281553398057,0.0,0.0,1.0,2.0
4.0,5150000.0,12.03883495145631,0.0,0.0,69.51456310679612,0.0,0.0,1.0,2.0
5.0,5150000.0,12.427184466019417,0.0,0.0,70.67961165048544,0.0,0.0,1.0,2.0
6.0,5150000.0,12.427184466019417,0.0,0.0,71.06796116504854,0.0,0.0,1.0,2.0
7.0,5150000.0,12.427184466019417,0.0,0.0,71.06796116504854,0.0,0.0,1.0,2.0
8.0,5150000.0,12.62135922330097,0.0,0.0,71.06796116504854,0.0,0.0,1.0,2.0
9.0,5150000.0,12.62135922330097,0.0,0.0,71.26213592233009,0.0,0.0,1.0,2.0
10.0,5150000.0,12.62135922330097,0.0,0.0,71.26213592233009,0.0,0.0,1.0,2.0
11.0,5150000.0,12.62135922330097,0.0,0.0,71.26213592233009,0.0,0.0,1.0,2.0
12.0,5150000.0,12.62135922330097,0.0,0.0,71.45631067961165,0.0,0.0,1.0,2.0
13.0,5150000.0,12.62135922330097,0.0,0.0,71.45631067961165,0.0,0.0,1.0,2.0
14.0,5150000.0,12.62135922330097,0.0,0.0,71.45631067961165,0.0,0.0,1.0,2.0
15.0,5150000.0,12.62135922330097,0.0,0.0,71.45631067961165,0.0,0.0,1.0,2.0
16.0,5150000.0,12.62135922330097,0.0,0.0,71.45631067961165,0.0,0.0,1.0,2.0
17.0,5150000.0,12.62135922330097,0.0,0.0,71.45631067961165,0.0,0.0,1.0,2.0
18.0,5150000.0,12.62135922330097,0.0,0.0,71.45631067961165,0.0,0.0,1.0,2.0
19.0,5150000.0,12.62135922330097,0.0,0.0,71.45631067961165,0.0,0.0,1.0,2.0
20.0,5150000.0,12.62135922330097,0.0,0.0,71.45631067961165,0.0,0.0,1.0,2.0
21.0,5150000.0,12.62135922330097,0.0,0.0,71.45631067961165,0.0,0.0,1.0,2.0
22.0,5150000.0,12.62135922330097,0.0,0.0,71.45631067961165,0.0,0.0,1.0,2.0
23.0,5150000.0,12.62135922330097,0.0,0.0,71.45631067961165,0.0,0.0,1.0,2.0
24.0,5150000.0,12.62135922330097,0.0,0.0,71.45631067961165,0.0,0.0,1.0,2.0
25.0,5150000.0,12.62135922330097,1.9417475728155338,1.9417475728155338,71.45631067961165,0.0,0.0,1.0,2.0
26.0,5150000.0,12.62135922330097,3.1067961165048543,3.1067961165048543,71.45631067961165,0.0,0.0,1.0,2.0
27.0,5150000.0,12.62135922330097,3.1067961165048543,3.1067961165048543,71.45631067961165,0.0,0.0,1.0,2.0
28.0,5150000.0,15.145631067961165,6.019417475728155,6.019417475728155,71.45631067961165,0.0,0.0,1.0,2.0
29.0,5150000.0,15.53398058252427,6.019417475728155,6.019417475728155,71.45631067961165,0.0,0.0,1.0,2.0
30.0,5150000.0,23.300970873786408,8.932038834951456,8.932038834951456,71.45631067961165,0.0,0.0,1.0,2.0
31.0,5150000.0,24.271844660194176,9.514563106796116,9.514563106796116,71.45631067961165,0.0,0.0,1.0,2.0
32.0,5150000.0,25.04854368932039,9.320388349514563,9.320388349514563,71.45631067961165,0.0,0.0,1.0,2.0
33.0,5150000.0,25.436893203883493,9.12621359223301,9.12621359223301,71.45631067961165,0.0,0.0,1.0,2.0
34.0,5150000.0,26.019417475728158,8.932038834951456,8.932038834951456,71.45631067961165,0.0,0.0,1.0,2.0
35.0,5150000.0,26.21359223300971,9.320388349514563,9.320388349514563,71.45631067961165,0.0,0.0,1.0,2.0
36.0,5150000.0,42.9126213592233,8.932038834951456,8.932038834951456,71.45631067961165,0.0,0.0,1.0,2.0
37.0,5150000.0,44.85436893203884,9.12621359223301,9.12621359223301,71.45631067961165,0.0,0.0,1.0,2.0
38.0,5150000.0,46.019417475728154,9.12621359223301,9.12621359223301,71.45631067961165,0.0,0.0,1.0,2.0
39.0,5150000.0,58.44660194174758,9.12621359223301,9.12621359223301,71.45631067961165,0.0,0.0,1.0,2.0
