"tick","GRCount","STCount"
1.0,3,2500
2.0,3,2500
3.0,3,2500
4.0,3,2500
5.0,3,2500
6.0,3,2500
7.0,3,2500
8.0,3,2500
9.0,3,2500
10.0,3,2500
11.0,3,2500
12.0,3,2500
13.0,3,2500
14.0,3,2500
15.0,3,2500
16.0,3,2500
17.0,3,2500
18.0,3,2500
19.0,3,2500
20.0,3,2500
21.0,3,2500
22.0,3,2500
23.0,3,2500
24.0,3,2500
25.0,3,2500
26.0,3,2500
27.0,3,2500
28.0,3,2500
29.0,3,2500
30.0,3,2500
31.0,3,2500
32.0,3,2500
33.0,3,2500
34.0,3,2500
35.0,3,2500
36.0,3,2500
37.0,3,2500
38.0,3,2500
39.0,3,2500
40.0,3,2500
41.0,7,2500
42.0,11,2500
43.0,11,2500
44.0,11,2500
45.0,11,2500
46.0,11,2500
47.0,11,2500
48.0,11,2500
49.0,11,2500
50.0,16,2500
51.0,16,2500
52.0,18,2500
53.0,22,12643
54.0,21,12643
55.0,21,12643
56.0,21,12643
57.0,21,12643
58.0,21,12643
59.0,31,12643
60.0,29,12643
61.0,29,12643
62.0,37,12643
63.0,48,12643
64.0,48,12643
65.0,48,12643
66.0,48,12643
67.0,48,12643
68.0,48,12643
69.0,48,12643
70.0,48,12643
71.0,48,12643
72.0,48,12643
73.0,48,12643
74.0,48,12643
75.0,48,12643
76.0,48,12643
77.0,48,12643
78.0,48,12643
79.0,48,12643
80.0,48,12643
81.0,48,12643
82.0,48,12643
83.0,48,12643
84.0,45,12643
85.0,45,12643
86.0,45,12643
87.0,45,12643
88.0,45,12643
89.0,45,12643
90.0,45,12643
91.0,45,12643
92.0,45,12643
93.0,45,12643
94.0,72,12643
95.0,57,12643
96.0,57,12643
97.0,57,12643
98.0,57,12643
99.0,57,12643
100.0,57,12643
101.0,44,12643
102.0,44,12643
103.0,44,12643
104.0,44,12643
105.0,43,12643
106.0,40,12643
107.0,39,12643
108.0,38,12643
109.0,37,12643
110.0,37,12643
111.0,37,12643
112.0,37,12643
113.0,37,12643
114.0,37,12643
115.0,37,12643
116.0,37,12643
117.0,17,12643
118.0,17,12643
119.0,17,12643
120.0,17,12643
121.0,17,12643
122.0,17,12643
123.0,17,12643
124.0,17,12643
125.0,17,12643
126.0,17,12643
127.0,17,12643
128.0,17,12643
129.0,17,12643
130.0,17,12643
131.0,17,12643
132.0,17,12643
133.0,17,12643
134.0,17,12643
135.0,17,12643
136.0,17,12643
137.0,17,12643
138.0,17,12643
139.0,17,12643
140.0,17,12643
141.0,17,12643
142.0,17,12643
143.0,17,12643
144.0,17,12643
145.0,17,12643
146.0,17,12643
147.0,17,12643
148.0,17,12643
149.0,17,12643
150.0,17,12643
151.0,17,12643
152.0,17,12643
153.0,17,12643
154.0,17,12643
155.0,17,12643
156.0,17,12643
157.0,17,12643
158.0,17,12643
159.0,17,12643
160.0,17,12643
161.0,17,12643
162.0,17,12643
163.0,17,12643
164.0,17,12643
165.0,17,12643
166.0,17,12643
