"tick","GRCount","STCount"
1.0,5000,200
2.0,5000,200
3.0,5000,200
4.0,5000,200
5.0,5000,200
6.0,5000,200
7.0,5000,200
8.0,5000,200
9.0,5000,200
10.0,5000,200
11.0,5000,200
12.0,5000,200
13.0,5000,200
14.0,5000,200
15.0,5000,200
16.0,5000,200
17.0,5000,200
18.0,5000,200
19.0,5000,200
20.0,5000,200
21.0,5000,200
22.0,5000,200
23.0,5000,200
24.0,5000,200
25.0,5000,200
26.0,5000,200
27.0,5000,200
28.0,5000,200
29.0,5000,200
30.0,5000,200
31.0,5000,200
32.0,5000,200
33.0,5000,200
34.0,5000,200
35.0,11657,200
36.0,18357,200
37.0,18357,200
38.0,21691,200
39.0,21691,200
40.0,21691,200
41.0,21691,200
42.0,21691,200
43.0,21691,200
44.0,21691,200
45.0,21691,200
46.0,21691,200
47.0,21691,200
48.0,21691,200
49.0,21691,200
50.0,21691,200
51.0,21691,200
52.0,21691,200
53.0,24988,200
54.0,30038,1537
55.0,30038,1537
56.0,30038,1537
57.0,30038,1537
58.0,30038,1537
59.0,30038,1537
60.0,30038,1537
61.0,30038,1537
62.0,30038,1537
63.0,30038,1537
64.0,30038,1537
65.0,30038,1537
66.0,30038,1537
67.0,30038,1537
68.0,30038,1537
