"tick","Ertrag","befallGR","befallGRsicht","befallGRertrag","befallST","befallSTsicht","befallSTertrag","ResistenzPflanze","behaviour","pestCount","GRsichtCount","GRertragCount","septoriaCount","STsichtCount","STertragCount"
1.0,5150000.0,4.466019417475728,0.0,0.0,27.766990291262132,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
2.0,5150000.0,9.320388349514563,0.0,0.0,64.07766990291263,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
3.0,5150000.0,9.70873786407767,0.0,0.0,69.32038834951456,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
4.0,5150000.0,10.29126213592233,0.0,0.0,71.6504854368932,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
5.0,5150000.0,11.067961165048544,0.0,0.0,72.81553398058253,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
6.0,5150000.0,11.262135922330096,0.0,0.0,73.39805825242719,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
7.0,5150000.0,11.262135922330096,0.0,0.0,73.39805825242719,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
8.0,5150000.0,11.45631067961165,0.0,0.0,73.39805825242719,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
9.0,5150000.0,11.45631067961165,0.0,0.0,73.59223300970874,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
10.0,5150000.0,11.45631067961165,0.0,0.0,73.59223300970874,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
11.0,5150000.0,11.45631067961165,0.0,0.0,73.59223300970874,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
12.0,5150000.0,11.45631067961165,0.0,0.0,73.59223300970874,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
13.0,5150000.0,11.45631067961165,0.0,0.0,73.59223300970874,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
14.0,5150000.0,11.45631067961165,0.0,0.0,73.59223300970874,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
15.0,5150000.0,11.45631067961165,0.0,0.0,73.59223300970874,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
16.0,5150000.0,11.45631067961165,0.0,0.0,73.59223300970874,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
17.0,5150000.0,11.45631067961165,0.0,0.0,73.59223300970874,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
18.0,5150000.0,11.45631067961165,0.0,0.0,73.59223300970874,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
19.0,5150000.0,11.45631067961165,0.0,0.0,73.59223300970874,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
20.0,5150000.0,11.45631067961165,0.0,0.0,73.59223300970874,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
21.0,5150000.0,11.45631067961165,0.0,0.0,73.59223300970874,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
22.0,5150000.0,11.45631067961165,0.0,0.0,73.59223300970874,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
23.0,5150000.0,11.45631067961165,0.0,0.0,73.59223300970874,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
24.0,5150000.0,11.45631067961165,0.0,0.0,73.59223300970874,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
25.0,5150000.0,11.45631067961165,3.300970873786408,3.300970873786408,73.59223300970874,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
26.0,5150000.0,11.45631067961165,4.854368932038835,4.854368932038835,73.59223300970874,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
27.0,5150000.0,11.45631067961165,4.854368932038835,4.854368932038835,73.59223300970874,0.0,0.0,1.0,1.0,77,0.0,0.0,501,0.0,0.0
28.0,5150000.0,15.53398058252427,6.601941747572816,6.601941747572816,73.59223300970874,0.0,0.0,1.0,1.0,77,0.0,0.0,501,0.0,0.0
29.0,5150000.0,16.310679611650485,6.601941747572816,6.601941747572816,73.59223300970874,0.0,0.0,1.0,1.0,138,0.0,0.0,501,0.0,0.0
30.0,5150000.0,25.436893203883493,8.932038834951456,8.932038834951456,73.59223300970874,0.0,0.0,1.0,1.0,138,0.0,0.0,501,0.0,0.0
31.0,5150000.0,27.184466019417474,9.12621359223301,9.12621359223301,73.59223300970874,0.0,0.0,1.0,1.0,138,0.0,0.0,501,0.0,0.0
32.0,5150000.0,28.155339805825243,8.932038834951456,8.932038834951456,73.59223300970874,0.0,0.0,1.0,1.0,138,0.0,0.0,501,0.0,0.0
