"tick","GRCount","STCount"
1.0,20,700
2.0,20,700
3.0,20,700
4.0,20,700
5.0,20,700
6.0,20,700
7.0,20,700
8.0,20,700
9.0,20,700
10.0,20,700
11.0,20,700
12.0,20,700
13.0,20,700
14.0,20,700
15.0,20,700
16.0,20,700
17.0,20,700
18.0,20,700
19.0,20,700
20.0,20,700
21.0,20,700
22.0,20,700
23.0,20,700
24.0,20,700
25.0,20,700
26.0,20,844
27.0,27,844
28.0,27,844
29.0,44,844
30.0,44,844
31.0,44,844
32.0,44,844
33.0,44,844
34.0,44,844
35.0,84,844
36.0,84,844
37.0,84,844
38.0,108,844
39.0,108,844
40.0,108,844
41.0,108,844
42.0,108,844
43.0,108,844
44.0,108,844
45.0,108,4666
46.0,108,4666
47.0,108,4666
48.0,154,4666
49.0,197,4666
50.0,197,4666
51.0,197,4666
52.0,262,4666
53.0,318,4666
54.0,318,4666
55.0,318,4666
56.0,318,4666
57.0,318,4666
58.0,318,4666
59.0,318,4666
60.0,318,4666
61.0,318,4666
62.0,318,4666
63.0,318,4666
64.0,318,4666
65.0,318,4666
66.0,318,4666
67.0,318,4666
68.0,318,4666
69.0,462,4666
70.0,462,5258
71.0,607,5258
72.0,607,5963
73.0,607,5963
74.0,607,5963
75.0,607,5963
76.0,607,5963
77.0,607,5963
78.0,607,5963
79.0,1020,5963
80.0,1448,5963
81.0,1448,7201
