"tick","GRCount","STCount"
1.0,80,2700
2.0,80,2700
3.0,80,2700
4.0,80,2700
5.0,80,2700
6.0,80,2700
7.0,80,2700
8.0,80,2700
9.0,80,2700
10.0,80,2700
11.0,80,2700
12.0,80,2700
13.0,80,2700
14.0,80,2700
15.0,80,2700
16.0,80,2700
17.0,80,2700
18.0,80,2700
19.0,80,2700
20.0,80,2700
21.0,80,2700
22.0,80,2700
23.0,80,2700
24.0,80,2700
25.0,80,2700
26.0,80,2700
27.0,130,2700
28.0,130,2700
29.0,206,2700
30.0,206,2700
31.0,206,2700
32.0,206,2700
33.0,206,2700
34.0,206,2700
35.0,366,2700
36.0,366,2700
37.0,366,2700
38.0,473,2700
39.0,473,2700
40.0,473,2700
41.0,473,2700
42.0,473,2700
43.0,473,2700
44.0,473,21600
45.0,473,21600
46.0,473,21600
47.0,473,21600
48.0,671,21600
49.0,921,21600
50.0,921,21600
51.0,921,21600
52.0,1194,21600
53.0,1476,21600
54.0,1788,21600
55.0,1766,21600
56.0,1746,21600
57.0,1746,21600
58.0,1733,21600
59.0,1733,21600
60.0,1708,21600
61.0,1708,21600
62.0,1708,21600
63.0,1708,21600
64.0,1708,21600
65.0,1708,21600
66.0,1708,21600
67.0,1708,21600
68.0,1708,21600
69.0,2240,41810
70.0,2240,41810
71.0,2850,47798
72.0,1708,41810
73.0,1708,41810
74.0,1708,41810
75.0,1708,41810
76.0,1708,41810
77.0,1708,41810
78.0,1708,41810
79.0,1708,41810
80.0,1708,41810
81.0,1708,41810
82.0,1708,41810
83.0,1708,41810
84.0,1286,41810
85.0,1286,41810
86.0,1286,41810
87.0,1286,41810
88.0,1286,41810
89.0,1286,41810
90.0,1286,41810
91.0,1286,41810
92.0,1286,41810
93.0,1286,41810
94.0,1286,41810
95.0,840,41810
96.0,840,41810
97.0,840,41810
98.0,840,41810
99.0,840,41810
100.0,840,41810
101.0,807,41810
102.0,1181,56017
103.0,1153,56017
104.0,1354,56017
105.0,1538,56017
106.0,1510,56017
107.0,1464,56017
108.0,1415,56017
109.0,1380,56017
110.0,1380,56017
111.0,1380,56017
112.0,1380,56017
113.0,1380,56017
114.0,1380,56017
115.0,1380,56017
116.0,1380,56017
117.0,930,56017
118.0,930,56017
119.0,930,56017
120.0,930,56017
121.0,930,56017
122.0,930,56017
123.0,930,56017
124.0,930,56017
125.0,930,56017
126.0,930,56017
127.0,930,56017
128.0,930,56017
129.0,930,56017
130.0,930,56017
131.0,930,56017
132.0,930,56017
133.0,930,56017
134.0,930,56017
135.0,930,56017
136.0,930,56017
137.0,930,56017
138.0,930,56017
139.0,930,56017
140.0,930,56017
141.0,930,56017
142.0,930,56017
143.0,930,56017
144.0,930,56017
145.0,930,56017
146.0,930,56017
147.0,930,56017
148.0,930,56017
149.0,930,56017
150.0,930,56017
151.0,930,56017
152.0,930,56017
153.0,930,56017
154.0,930,56017
155.0,930,56017
156.0,930,56017
157.0,930,56017
158.0,930,56017
159.0,930,56017
160.0,930,56017
161.0,930,56017
162.0,930,56017
163.0,930,56017
164.0,930,56017
165.0,930,56017
166.0,930,56017
