"tick","GRCount","STCount"
1.0,80,3000
2.0,80,3000
3.0,80,3000
4.0,80,3000
5.0,80,3000
6.0,80,3000
7.0,80,3000
8.0,80,3000
9.0,80,3000
10.0,80,3000
11.0,80,3000
12.0,80,3000
13.0,80,3000
14.0,80,3000
15.0,80,3000
16.0,80,3000
17.0,80,3000
18.0,80,3000
19.0,80,3000
20.0,80,3000
21.0,80,3000
22.0,80,3000
23.0,80,3000
24.0,80,3000
25.0,80,3000
26.0,80,3000
27.0,143,3000
28.0,143,3000
29.0,218,3000
30.0,218,3000
31.0,218,3000
32.0,218,3000
33.0,218,3000
34.0,218,3000
35.0,378,3000
36.0,378,3000
37.0,378,3000
38.0,485,3000
39.0,485,3000
40.0,485,3000
41.0,485,3000
42.0,485,3000
43.0,485,3000
44.0,485,24000
45.0,485,24000
46.0,485,24000
47.0,485,24000
48.0,703,24000
49.0,962,24000
50.0,962,24000
51.0,962,24000
52.0,1243,24000
53.0,1534,24000
54.0,1865,24000
55.0,1840,24000
56.0,1822,24000
57.0,1822,24000
58.0,1805,24000
59.0,1805,24000
60.0,1785,24000
61.0,1785,24000
62.0,1785,24000
63.0,1785,24000
64.0,1785,24000
65.0,1785,24000
66.0,1785,24000
67.0,1785,24000
68.0,1785,24000
69.0,2335,46266
70.0,2335,46266
71.0,2949,52870
72.0,2949,52870
73.0,2949,52870
74.0,2949,52870
75.0,2939,52870
76.0,2909,52870
77.0,2863,52870
78.0,2863,52870
79.0,4989,52870
80.0,7219,56973
81.0,7201,56973
82.0,7201,56973
83.0,7201,56973
84.0,6784,56973
85.0,6784,56973
86.0,6754,56973
87.0,6754,56973
88.0,6722,56973
89.0,6722,56973
90.0,6668,56973
91.0,6668,56973
92.0,6642,56973
93.0,6642,56973
94.0,6624,56973
95.0,5955,56973
96.0,5939,56973
97.0,5939,56973
98.0,5939,56973
99.0,5939,56973
100.0,5939,56973
101.0,9634,56973
102.0,15155,83485
103.0,15128,83485
104.0,20466,83485
105.0,25738,83485
106.0,25700,83485
107.0,25664,83485
108.0,25610,83485
109.0,25575,83485
110.0,25575,83485
111.0,25575,83485
112.0,25575,83485
113.0,25575,83485
114.0,30538,83485
115.0,30538,83485
116.0,30466,83485
