"tick","SchadenprozGRsicht","SchaedenprozGR","SchaedenprozGRE","SchaedenprozST","SchaedenprozSTE","SchaedenprzSTsicht","Resistance","Behaviour","AnzahlFungizidanw"
1.0,0.0,0.38461538461538464,0.0,63.653846153846146,63.653846153846146,63.653846153846146,3.0,0.0,0.0
2.0,0.0,0.38461538461538464,0.0,63.653846153846146,63.653846153846146,63.653846153846146,3.0,0.0,0.0
3.0,0.0,0.38461538461538464,0.0,63.653846153846146,63.653846153846146,63.653846153846146,3.0,0.0,0.0
4.0,0.0,0.38461538461538464,0.0,63.653846153846146,63.653846153846146,63.653846153846146,3.0,0.0,0.0
5.0,0.0,0.38461538461538464,0.0,63.653846153846146,63.653846153846146,63.653846153846146,3.0,0.0,0.0
6.0,0.0,0.38461538461538464,0.0,63.653846153846146,63.653846153846146,63.653846153846146,3.0,0.0,0.0
7.0,0.0,0.38461538461538464,0.0,63.653846153846146,63.653846153846146,63.653846153846146,3.0,0.0,0.0
8.0,0.0,0.38461538461538464,0.0,63.653846153846146,63.653846153846146,63.653846153846146,3.0,0.0,0.0
9.0,0.0,0.38461538461538464,0.0,63.653846153846146,63.653846153846146,63.653846153846146,3.0,0.0,0.0
10.0,0.0,0.38461538461538464,0.0,63.653846153846146,63.653846153846146,63.653846153846146,3.0,0.0,0.0
11.0,0.0,0.38461538461538464,0.0,63.653846153846146,63.653846153846146,63.653846153846146,3.0,0.0,0.0
12.0,0.0,0.38461538461538464,0.0,63.653846153846146,63.653846153846146,63.653846153846146,3.0,0.0,0.0
13.0,0.0,0.38461538461538464,0.0,63.653846153846146,63.653846153846146,63.653846153846146,3.0,0.0,0.0
14.0,0.0,0.38461538461538464,0.0,63.653846153846146,63.653846153846146,63.653846153846146,3.0,0.0,0.0
15.0,0.0,0.38461538461538464,0.0,63.653846153846146,63.653846153846146,63.653846153846146,3.0,0.0,0.0
16.0,0.0,0.38461538461538464,0.0,63.653846153846146,63.653846153846146,63.653846153846146,3.0,0.0,0.0
17.0,0.0,0.38461538461538464,0.0,63.653846153846146,63.653846153846146,63.653846153846146,3.0,0.0,0.0
18.0,0.0,0.38461538461538464,0.0,63.653846153846146,63.653846153846146,63.653846153846146,3.0,0.0,0.0
19.0,0.0,0.38461538461538464,0.0,63.653846153846146,63.653846153846146,63.653846153846146,3.0,0.0,0.0
20.0,0.0,0.38461538461538464,0.0,63.653846153846146,63.653846153846146,63.653846153846146,3.0,0.0,0.0
21.0,0.0,0.38461538461538464,0.0,63.653846153846146,63.653846153846146,63.653846153846146,3.0,0.0,0.0
22.0,0.0,0.38461538461538464,0.0,63.653846153846146,63.653846153846146,63.653846153846146,3.0,0.0,0.0
23.0,0.0,0.38461538461538464,0.0,63.653846153846146,63.653846153846146,63.653846153846146,3.0,0.0,0.0
24.0,0.0,0.38461538461538464,0.0,63.653846153846146,63.653846153846146,63.653846153846146,3.0,0.0,0.0
25.0,0.09615384615384616,0.38461538461538464,0.09615384615384616,63.653846153846146,63.653846153846146,63.653846153846146,3.0,0.0,0.0
26.0,0.19230769230769232,0.38461538461538464,0.19230769230769232,64.5673076923077,63.653846153846146,63.653846153846146,3.0,0.0,0.0
27.0,0.19230769230769232,0.38461538461538464,0.19230769230769232,64.5673076923077,63.653846153846146,63.653846153846146,3.0,0.0,0.0
28.0,0.2403846153846154,0.38461538461538464,0.2403846153846154,64.5673076923077,63.653846153846146,63.653846153846146,3.0,0.0,0.0
29.0,0.2403846153846154,0.38461538461538464,0.2403846153846154,64.5673076923077,63.653846153846146,63.653846153846146,3.0,0.0,0.0
30.0,0.38461538461538464,0.576923076923077,0.38461538461538464,71.0576923076923,63.653846153846146,63.653846153846146,3.0,0.0,0.0
31.0,0.38461538461538464,0.576923076923077,0.38461538461538464,71.0576923076923,63.653846153846146,63.653846153846146,3.0,0.0,0.0
32.0,0.38461538461538464,0.576923076923077,0.38461538461538464,71.0576923076923,63.653846153846146,63.653846153846146,3.0,0.0,0.0
33.0,0.38461538461538464,0.576923076923077,0.38461538461538464,71.0576923076923,63.653846153846146,63.653846153846146,3.0,0.0,0.0
34.0,0.38461538461538464,0.576923076923077,0.38461538461538464,71.0576923076923,63.653846153846146,63.653846153846146,3.0,0.0,0.0
35.0,0.38461538461538464,0.576923076923077,0.38461538461538464,71.0576923076923,63.653846153846146,63.653846153846146,3.0,0.0,0.0
36.0,0.38461538461538464,0.9134615384615385,0.38461538461538464,71.0576923076923,63.653846153846146,63.653846153846146,3.0,0.0,0.0
37.0,0.38461538461538464,0.9134615384615385,0.38461538461538464,71.0576923076923,63.653846153846146,63.653846153846146,3.0,0.0,0.0
38.0,0.38461538461538464,0.9134615384615385,0.38461538461538464,71.0576923076923,63.653846153846146,63.653846153846146,3.0,0.0,0.0
39.0,0.38461538461538464,0.9615384615384616,0.38461538461538464,71.0576923076923,63.653846153846146,63.653846153846146,3.0,0.0,0.0
40.0,0.38461538461538464,0.9615384615384616,0.38461538461538464,71.0576923076923,63.653846153846146,63.653846153846146,3.0,0.0,0.0
41.0,0.38461538461538464,0.9615384615384616,0.38461538461538464,71.0576923076923,63.653846153846146,63.653846153846146,3.0,0.0,0.0
42.0,0.38461538461538464,0.9615384615384616,0.38461538461538464,71.0576923076923,63.653846153846146,63.653846153846146,3.0,0.0,0.0
43.0,0.38461538461538464,0.9615384615384616,0.38461538461538464,71.0576923076923,63.74999999999999,63.74999999999999,3.0,0.0,0.0
44.0,0.38461538461538464,0.9615384615384616,0.38461538461538464,71.0576923076923,63.74999999999999,63.74999999999999,3.0,0.0,0.0
45.0,0.38461538461538464,0.9615384615384616,0.38461538461538464,90.96153846153847,63.79807692307692,63.79807692307692,3.0,0.0,0.0
46.0,0.4326923076923077,0.9615384615384616,0.4326923076923077,90.96153846153847,64.13461538461539,64.13461538461539,3.0,0.0,0.0
47.0,0.4807692307692308,0.9615384615384616,0.4807692307692308,90.96153846153847,64.71153846153847,64.71153846153847,3.0,0.0,0.0
48.0,0.4807692307692308,0.9615384615384616,0.4807692307692308,90.96153846153847,65.14423076923077,65.14423076923077,3.0,0.0,0.0
49.0,0.5288461538461539,1.0096153846153846,0.5288461538461539,90.96153846153847,65.52884615384616,65.52884615384616,3.0,0.0,0.0
50.0,0.5288461538461539,1.1057692307692308,0.5288461538461539,90.96153846153847,66.0576923076923,66.0576923076923,3.0,0.0,0.0
51.0,0.576923076923077,1.1057692307692308,0.576923076923077,90.96153846153847,66.39423076923077,66.39423076923077,3.0,0.0,0.0
