"tick","SchadenprozGRsicht","SchaedenprozGR","SchaedenprozGRE","SchaedenprozST","SchaedenprozSTE","SchaedenprzSTsicht","Resistance","Behaviour","AnzahlFungizidanw","Location"
1.0,0.0,3.798076923076923,0.0,77.0673076923077,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
2.0,0.0,3.798076923076923,0.0,77.0673076923077,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
3.0,0.0,3.798076923076923,0.0,77.0673076923077,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
4.0,0.0,3.798076923076923,0.0,77.0673076923077,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
5.0,0.0,3.798076923076923,0.0,77.0673076923077,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
6.0,0.0,3.798076923076923,0.0,77.0673076923077,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
7.0,0.0,3.798076923076923,0.0,77.0673076923077,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
8.0,0.0,3.798076923076923,0.0,77.0673076923077,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
9.0,0.0,3.798076923076923,0.0,77.0673076923077,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
10.0,0.0,3.798076923076923,0.0,77.0673076923077,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
11.0,0.0,3.798076923076923,0.0,77.0673076923077,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
12.0,0.0,3.798076923076923,0.0,77.0673076923077,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
13.0,0.0,3.798076923076923,0.0,77.0673076923077,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
14.0,0.0,3.798076923076923,0.0,77.0673076923077,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
15.0,0.0,3.798076923076923,0.0,77.0673076923077,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
16.0,0.0,3.798076923076923,0.0,77.0673076923077,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
17.0,0.0,3.798076923076923,0.0,77.0673076923077,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
18.0,0.0,3.798076923076923,0.0,77.0673076923077,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
19.0,0.0,3.798076923076923,0.0,77.0673076923077,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
20.0,0.0,3.798076923076923,0.0,77.0673076923077,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
21.0,0.0,3.798076923076923,0.0,77.0673076923077,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
22.0,0.0,3.798076923076923,0.0,77.0673076923077,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
23.0,0.0,3.798076923076923,0.0,77.0673076923077,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
24.0,0.0,3.798076923076923,0.0,77.0673076923077,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
25.0,0.7692307692307693,3.798076923076923,0.7692307692307693,77.0673076923077,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
26.0,1.875,3.798076923076923,1.875,82.3076923076923,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
27.0,1.875,3.798076923076923,1.875,82.3076923076923,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
28.0,2.548076923076923,5.865384615384615,2.548076923076923,82.3076923076923,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
29.0,2.548076923076923,5.865384615384615,2.548076923076923,82.3076923076923,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
30.0,3.798076923076923,8.269230769230768,3.798076923076923,95.0,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
31.0,3.798076923076923,8.269230769230768,3.798076923076923,95.0,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
32.0,3.798076923076923,8.269230769230768,3.798076923076923,95.0,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
33.0,3.798076923076923,8.269230769230768,3.798076923076923,95.0,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
34.0,3.798076923076923,8.269230769230768,3.798076923076923,95.0,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
35.0,3.798076923076923,8.269230769230768,3.798076923076923,95.0,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
36.0,3.798076923076923,13.26923076923077,3.798076923076923,95.0,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
37.0,3.798076923076923,13.26923076923077,3.798076923076923,95.0,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
38.0,3.798076923076923,13.26923076923077,3.798076923076923,95.0,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
39.0,3.798076923076923,16.153846153846153,3.798076923076923,95.0,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
40.0,3.798076923076923,16.153846153846153,3.798076923076923,95.0,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
41.0,3.798076923076923,16.153846153846153,3.798076923076923,95.0,77.0673076923077,77.0673076923077,1.0,3.0,0.0,1.0
42.0,3.798076923076923,16.153846153846153,3.798076923076923,95.0,77.21153846153847,77.21153846153847,1.0,3.0,0.0,1.0
43.0,3.798076923076923,16.153846153846153,3.798076923076923,95.0,77.35576923076923,77.35576923076923,1.0,3.0,0.0,1.0
44.0,3.798076923076923,16.153846153846153,3.798076923076923,95.0,77.5,77.5,1.0,3.0,0.0,1.0
