"tick","Ertrag","befallGR","befallGRsicht","befallGRertrag","befallST","befallSTsicht","befallSTertrag","ResistenzPflanze","behaviour"
1.0,5150000.0,3.8834951456310676,0.0,0.0,29.902912621359224,0.0,0.0,1.0,2.0
2.0,5150000.0,9.320388349514563,0.0,0.0,63.30097087378641,0.0,0.0,1.0,2.0
3.0,5150000.0,10.87378640776699,0.0,0.0,67.18446601941747,0.0,0.0,1.0,2.0
4.0,5150000.0,11.650485436893204,0.0,0.0,68.54368932038835,0.0,0.0,1.0,2.0
5.0,5150000.0,11.844660194174757,0.0,0.0,69.12621359223301,0.0,0.0,1.0,2.0
6.0,5150000.0,12.03883495145631,0.0,0.0,69.70873786407768,0.0,0.0,1.0,2.0
7.0,5150000.0,12.03883495145631,0.0,0.0,69.90291262135922,0.0,0.0,1.0,2.0
8.0,5150000.0,12.03883495145631,0.0,0.0,69.90291262135922,0.0,0.0,1.0,2.0
9.0,5150000.0,12.233009708737864,0.0,0.0,70.29126213592232,0.0,0.0,1.0,2.0
10.0,5150000.0,12.233009708737864,0.0,0.0,70.29126213592232,0.0,0.0,1.0,2.0
11.0,5150000.0,12.233009708737864,0.0,0.0,70.29126213592232,0.0,0.0,1.0,2.0
12.0,5150000.0,12.233009708737864,0.0,0.0,70.29126213592232,0.0,0.0,1.0,2.0
13.0,5150000.0,12.233009708737864,0.0,0.0,70.29126213592232,0.0,0.0,1.0,2.0
14.0,5150000.0,12.233009708737864,0.0,0.0,70.29126213592232,0.0,0.0,1.0,2.0
15.0,5150000.0,12.233009708737864,0.0,0.0,70.29126213592232,0.0,0.0,1.0,2.0
16.0,5150000.0,12.233009708737864,0.0,0.0,70.29126213592232,0.0,0.0,1.0,2.0
17.0,5150000.0,12.233009708737864,0.0,0.0,70.29126213592232,0.0,0.0,1.0,2.0
18.0,5150000.0,12.233009708737864,0.0,0.0,70.29126213592232,0.0,0.0,1.0,2.0
19.0,5150000.0,12.233009708737864,0.0,0.0,70.29126213592232,0.0,0.0,1.0,2.0
20.0,5150000.0,12.233009708737864,0.0,0.0,70.29126213592232,0.0,0.0,1.0,2.0
