"tick","GRCount","STCount"
1.0,80,2700
2.0,80,2700
3.0,80,2700
4.0,80,2700
5.0,80,2700
6.0,80,2700
7.0,80,2700
8.0,80,2700
9.0,80,2700
10.0,80,2700
11.0,80,2700
12.0,80,2700
13.0,80,2700
14.0,80,2700
15.0,80,2700
16.0,80,2700
17.0,80,2700
18.0,80,2700
19.0,80,2700
20.0,80,2700
21.0,80,2700
22.0,80,2700
23.0,80,2700
24.0,80,2700
25.0,80,2700
26.0,80,2700
27.0,148,2700
28.0,148,2700
29.0,233,2700
30.0,233,2700
31.0,233,2700
32.0,233,2700
33.0,233,2700
34.0,233,2700
35.0,393,2700
36.0,393,2700
37.0,393,2700
38.0,501,2700
39.0,501,2700
40.0,501,2700
41.0,501,2700
42.0,501,2700
43.0,501,2700
44.0,501,21600
45.0,501,21600
46.0,501,21600
47.0,501,21600
48.0,739,21600
49.0,1029,21600
50.0,1029,21600
51.0,1029,21600
52.0,1317,21600
53.0,1636,21600
54.0,1993,21600
55.0,1964,21600
56.0,1943,21600
57.0,1943,21600
58.0,1927,21600
59.0,1927,21600
60.0,1913,21600
61.0,1913,21600
62.0,1913,21600
63.0,1913,21600
64.0,1913,21600
65.0,1913,21600
66.0,1913,21600
67.0,1913,21600
68.0,1913,21600
69.0,2470,41608
70.0,2470,41608
71.0,3120,47713
72.0,3120,47713
73.0,3120,47713
74.0,3120,47713
75.0,3102,47713
76.0,3059,47713
77.0,3023,47713
78.0,3023,47713
79.0,5464,47713
80.0,7870,51430
81.0,7845,51430
82.0,7845,51430
83.0,7845,51430
84.0,7364,51430
85.0,7364,51430
86.0,7336,51430
87.0,7336,51430
88.0,7303,51430
89.0,7303,51430
90.0,7245,51430
91.0,7245,51430
92.0,7231,51430
93.0,7231,51430
94.0,7211,51430
95.0,6530,51430
96.0,6520,51430
97.0,6520,51430
98.0,6520,51430
99.0,6520,51430
100.0,6520,51430
101.0,10657,51430
