"tick","GRCount","STCount"
1.0,390,320
2.0,390,320
3.0,390,320
4.0,390,320
5.0,390,320
6.0,390,320
7.0,390,320
8.0,390,320
9.0,390,320
10.0,390,320
11.0,390,320
12.0,390,320
13.0,390,320
14.0,390,320
15.0,390,320
16.0,390,320
17.0,390,320
18.0,390,320
19.0,390,320
20.0,390,320
21.0,390,320
22.0,390,320
23.0,390,320
24.0,390,320
25.0,390,320
26.0,390,320
27.0,390,320
28.0,390,320
29.0,390,320
30.0,390,320
31.0,390,320
32.0,694,320
33.0,694,320
34.0,694,320
35.0,975,320
36.0,1251,320
37.0,1251,320
38.0,1549,320
39.0,1549,320
40.0,1549,320
41.0,1549,320
42.0,1549,320
43.0,1549,320
44.0,1549,320
45.0,1549,320
46.0,1549,320
47.0,1549,320
48.0,1549,320
49.0,1549,320
50.0,1549,320
51.0,1549,320
52.0,1549,320
53.0,1951,1104
54.0,2629,1329
55.0,2551,1329
56.0,2551,1329
57.0,2449,1329
58.0,2449,1329
59.0,2349,1329
60.0,2349,1329
61.0,2239,1329
62.0,2239,1329
63.0,2239,1329
64.0,2239,1329
65.0,2239,1329
66.0,2239,1329
67.0,2239,1329
68.0,2239,1329
69.0,2239,1329
70.0,2239,1329
71.0,3082,1329
72.0,3082,1329
73.0,3082,1329
74.0,3082,1329
75.0,3082,1329
76.0,3082,1329
77.0,3082,1329
78.0,3082,1329
79.0,3082,1329
80.0,3082,1329
81.0,3001,1329
82.0,3001,1329
83.0,2932,1329
84.0,2404,1329
85.0,2275,1329
86.0,2215,1329
87.0,2080,1329
88.0,2022,1329
89.0,1905,1329
90.0,1853,1329
91.0,3050,1329
92.0,3050,1329
93.0,2974,1329
94.0,2974,1329
95.0,2465,1329
96.0,2465,1329
97.0,2465,1329
98.0,2465,1329
99.0,3312,1329
100.0,4135,3983
101.0,4213,3983
102.0,4213,3983
103.0,4183,3983
104.0,4118,3983
105.0,4041,3983
106.0,3968,3983
107.0,3927,3983
108.0,3927,3983
109.0,3927,3983
110.0,3927,3983
111.0,5177,3983
112.0,5177,3983
113.0,6448,4892
114.0,6448,5785
115.0,8154,5785
116.0,10078,6705
117.0,9732,6705
118.0,9732,6705
119.0,9732,6705
120.0,9732,6705
121.0,9732,6705
122.0,9732,6705
123.0,9732,6705
124.0,9732,6705
125.0,9732,6705
126.0,9732,6705
127.0,9732,6705
128.0,9732,6705
129.0,9732,6705
130.0,9732,6705
131.0,9732,6705
132.0,9732,6705
133.0,9732,6705
134.0,9732,6705
135.0,9732,6705
136.0,9732,6705
137.0,9732,6705
138.0,9732,6705
139.0,9732,6705
140.0,9732,6705
141.0,9732,6705
142.0,9732,6705
143.0,9732,6705
144.0,9732,6705
145.0,9732,6705
146.0,9732,6705
147.0,9732,6705
148.0,9732,6705
149.0,9732,6705
150.0,9732,6705
151.0,9732,6705
152.0,9732,6705
153.0,9732,6705
154.0,9732,6705
155.0,9732,6705
156.0,9732,6705
157.0,9732,6705
158.0,9732,6705
159.0,9732,6705
160.0,9732,6705
161.0,9732,6705
162.0,9732,6705
163.0,9732,6705
164.0,9732,6705
165.0,9732,6705
166.0,9732,6705
