"tick","SchadenprozGRsicht","SchaedenprozGR","SchaedenprozGRE","SchaedenprozST","SchaedenprozSTE","SchaedenprzSTsicht"
1.0,0.0,0.9615384615384616,0.0,24.423076923076923,0.0,0.0
2.0,0.0,0.9615384615384616,0.0,24.423076923076923,0.0,0.0
3.0,0.0,0.9615384615384616,0.0,24.423076923076923,0.0,0.0
4.0,0.0,0.9615384615384616,0.0,24.423076923076923,0.0,0.0
5.0,0.0,0.9615384615384616,0.0,24.423076923076923,0.0,0.0
6.0,0.0,0.9615384615384616,0.0,24.423076923076923,0.0,0.0
7.0,0.0,0.9615384615384616,0.0,24.423076923076923,0.0,0.0
8.0,0.0,0.9615384615384616,0.0,24.423076923076923,0.0,0.0
9.0,0.0,0.9615384615384616,0.0,24.423076923076923,0.0,0.0
10.0,0.0,0.9615384615384616,0.0,24.423076923076923,0.0,0.0
11.0,0.0,0.9615384615384616,0.0,24.423076923076923,0.0,0.0
12.0,0.0,0.9615384615384616,0.0,24.423076923076923,0.0,0.0
13.0,0.0,0.9615384615384616,0.0,24.423076923076923,0.0,0.0
14.0,0.0,0.9615384615384616,0.0,24.423076923076923,0.0,0.0
15.0,0.0,0.9615384615384616,0.0,24.423076923076923,0.0,0.0
16.0,0.0,0.9615384615384616,0.0,24.423076923076923,0.0,0.0
17.0,0.0,0.9615384615384616,0.0,24.423076923076923,0.0,0.0
18.0,0.0,0.9615384615384616,0.0,24.423076923076923,0.0,0.0
19.0,0.0,0.9615384615384616,0.0,24.423076923076923,0.0,0.0
20.0,0.0,0.9615384615384616,0.0,24.423076923076923,0.0,0.0
21.0,0.0,0.9615384615384616,0.0,24.423076923076923,0.0,0.0
22.0,0.0,0.9615384615384616,0.0,24.423076923076923,0.0,0.0
23.0,0.0,0.9615384615384616,0.0,24.423076923076923,0.0,0.0
24.0,0.0,0.9615384615384616,0.0,24.423076923076923,0.38461538461538464,0.38461538461538464
25.0,0.19230769230769232,0.9615384615384616,0.19230769230769232,24.423076923076923,0.576923076923077,0.576923076923077
26.0,0.576923076923077,0.9615384615384616,0.576923076923077,24.423076923076923,1.5384615384615385,1.5384615384615385
27.0,0.576923076923077,0.9615384615384616,0.576923076923077,24.615384615384617,1.5384615384615385,1.5384615384615385
28.0,0.576923076923077,0.9615384615384616,0.576923076923077,24.615384615384617,2.1153846153846154,2.1153846153846154
29.0,0.576923076923077,0.9615384615384616,0.576923076923077,24.615384615384617,2.8846153846153846,2.8846153846153846
30.0,0.9615384615384616,0.9615384615384616,0.9615384615384616,24.615384615384617,4.615384615384616,4.615384615384616
31.0,0.9615384615384616,0.9615384615384616,0.9615384615384616,24.615384615384617,5.769230769230769,5.769230769230769
32.0,0.9615384615384616,0.9615384615384616,0.9615384615384616,24.615384615384617,6.538461538461539,6.538461538461539
33.0,0.9615384615384616,0.9615384615384616,0.9615384615384616,24.615384615384617,9.615384615384617,9.615384615384617
34.0,0.9615384615384616,0.9615384615384616,0.9615384615384616,24.615384615384617,12.692307692307692,12.692307692307692
35.0,0.9615384615384616,0.9615384615384616,0.9615384615384616,24.615384615384617,15.576923076923077,15.576923076923077
36.0,0.9615384615384616,1.3461538461538463,0.9615384615384616,24.615384615384617,17.307692307692307,17.307692307692307
37.0,0.9615384615384616,1.3461538461538463,0.9615384615384616,24.615384615384617,19.230769230769234,19.230769230769234
38.0,0.9615384615384616,1.3461538461538463,0.9615384615384616,24.615384615384617,20.961538461538463,20.961538461538463
39.0,0.9615384615384616,1.5384615384615385,0.9615384615384616,24.615384615384617,21.923076923076923,21.923076923076923
