"tick","Ertrag","befallGR","befallGRsicht","befallGRertrag","befallST","befallSTsicht","befallSTertrag","ResistenzPflanze","behaviour","pestCount","GRsichtCount","GRertragCount","septoriaCount","STsichtCount","STertragCount"
1.0,5150000.0,4.271844660194175,0.0,0.0,28.155339805825243,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
2.0,5150000.0,10.679611650485436,0.0,0.0,64.07766990291263,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
3.0,5150000.0,11.45631067961165,0.0,0.0,67.37864077669903,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
4.0,5150000.0,12.62135922330097,0.0,0.0,70.09708737864078,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
5.0,5150000.0,12.815533980582524,0.0,0.0,71.84466019417476,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
6.0,5150000.0,12.815533980582524,0.0,0.0,72.81553398058253,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
7.0,5150000.0,13.203883495145632,0.0,0.0,73.00970873786407,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
8.0,5150000.0,13.203883495145632,0.0,0.0,73.20388349514563,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
9.0,5150000.0,13.398058252427184,0.0,0.0,73.20388349514563,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
10.0,5150000.0,13.398058252427184,0.0,0.0,73.20388349514563,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
11.0,5150000.0,13.398058252427184,0.0,0.0,73.20388349514563,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
12.0,5150000.0,13.398058252427184,0.0,0.0,73.20388349514563,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
13.0,5150000.0,13.398058252427184,0.0,0.0,73.20388349514563,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
14.0,5150000.0,13.398058252427184,0.0,0.0,73.20388349514563,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
15.0,5150000.0,13.398058252427184,0.0,0.0,73.20388349514563,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
16.0,5150000.0,13.398058252427184,0.0,0.0,73.20388349514563,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
17.0,5150000.0,13.398058252427184,0.0,0.0,73.20388349514563,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
18.0,5150000.0,13.398058252427184,0.0,0.0,73.20388349514563,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
19.0,5150000.0,13.398058252427184,0.0,0.0,73.20388349514563,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
20.0,5150000.0,13.398058252427184,0.0,0.0,73.20388349514563,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
21.0,5150000.0,13.398058252427184,0.0,0.0,73.20388349514563,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
22.0,5150000.0,13.398058252427184,0.0,0.0,73.20388349514563,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
23.0,5150000.0,13.398058252427184,0.0,0.0,73.20388349514563,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
24.0,5150000.0,13.398058252427184,0.0,0.0,73.20388349514563,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
25.0,5150000.0,13.398058252427184,2.3300970873786406,2.3300970873786406,73.20388349514563,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
26.0,5150000.0,13.398058252427184,4.466019417475728,4.466019417475728,73.20388349514563,0.0,0.0,1.0,1.0,51,0.0,0.0,501,0.0,0.0
27.0,5150000.0,13.398058252427184,4.660194174757281,4.660194174757281,73.20388349514563,0.0,0.0,1.0,1.0,74,0.0,0.0,501,0.0,0.0
28.0,5150000.0,17.864077669902912,7.766990291262135,7.766990291262135,73.20388349514563,0.0,0.0,1.0,1.0,74,0.0,0.0,501,0.0,0.0
29.0,5150000.0,18.640776699029125,7.766990291262135,7.766990291262135,73.20388349514563,0.0,0.0,1.0,1.0,138,0.0,0.0,501,0.0,0.0
30.0,5150000.0,27.378640776699033,9.70873786407767,9.70873786407767,73.20388349514563,0.0,0.0,1.0,1.0,138,0.0,0.0,501,0.0,0.0
31.0,5150000.0,30.485436893203882,9.902912621359224,9.902912621359224,73.20388349514563,0.0,0.0,1.0,1.0,138,0.0,0.0,501,0.0,0.0
32.0,5150000.0,30.87378640776699,9.902912621359224,9.902912621359224,73.20388349514563,0.0,0.0,1.0,1.0,138,0.0,0.0,501,0.0,0.0
33.0,5150000.0,31.06796116504854,9.70873786407767,9.70873786407767,73.20388349514563,0.0,0.0,1.0,1.0,138,0.0,0.0,501,0.0,0.0
34.0,5150000.0,31.650485436893206,9.70873786407767,9.70873786407767,73.20388349514563,0.0,0.0,1.0,1.0,138,0.0,0.0,501,0.0,0.0
35.0,5150000.0,31.650485436893206,9.70873786407767,9.70873786407767,73.20388349514563,0.0,0.0,1.0,1.0,291,0.0,0.0,501,0.0,0.0
36.0,5150000.0,50.09708737864078,9.70873786407767,9.70873786407767,73.20388349514563,0.0,0.0,1.0,1.0,291,0.0,0.0,501,0.0,0.0
37.0,5150000.0,52.62135922330097,9.902912621359224,9.902912621359224,73.20388349514563,0.0,0.0,1.0,1.0,291,0.0,0.0,501,0.0,0.0
38.0,5150000.0,54.36893203883495,9.902912621359224,9.902912621359224,73.20388349514563,0.0,0.0,1.0,1.0,444,0.0,0.0,501,0.0,0.0
39.0,5150000.0,64.07766990291263,9.902912621359224,9.902912621359224,73.20388349514563,0.0,0.0,1.0,1.0,444,0.0,0.0,501,0.0,0.0
40.0,5150000.0,65.8252427184466,9.70873786407767,9.70873786407767,73.20388349514563,62.13592233009708,62.13592233009708,1.0,1.0,444,0.0,0.0,501,500.0,500.0
41.0,5150000.0,66.01941747572816,9.70873786407767,9.70873786407767,73.20388349514563,68.73786407766991,68.73786407766991,1.0,1.0,444,0.0,0.0,501,1001.0,1001.0
42.0,5150000.0,66.79611650485437,9.70873786407767,9.70873786407767,73.20388349514563,70.67961165048544,70.67961165048544,1.0,1.0,444,0.0,0.0,501,1502.0,1502.0
43.0,5150000.0,66.99029126213593,9.70873786407767,9.70873786407767,73.20388349514563,72.03883495145631,72.03883495145631,1.0,1.0,444,0.0,0.0,501,2003.0,2003.0
44.0,5150000.0,66.99029126213593,9.70873786407767,9.70873786407767,73.20388349514563,72.81553398058253,72.81553398058253,1.0,1.0,444,0.0,0.0,501,2504.0,2504.0
45.0,5150000.0,66.99029126213593,12.03883495145631,12.03883495145631,73.20388349514563,73.00970873786407,73.00970873786407,1.0,1.0,444,0.0,0.0,3507,3005.0,3005.0
46.0,5150000.0,66.99029126213593,17.66990291262136,17.66990291262136,100.0,73.20388349514563,73.20388349514563,1.0,1.0,444,0.0,0.0,3507,3506.0,3506.0
47.0,5150000.0,67.18446601941747,21.35922330097087,21.35922330097087,100.0,73.20388349514563,73.20388349514563,1.0,1.0,444,0.0,0.0,3507,4007.0,4007.0
48.0,5150000.0,67.18446601941747,21.35922330097087,21.35922330097087,100.0,73.20388349514563,73.20388349514563,1.0,1.0,727,0.0,0.0,3507,4508.0,4508.0
49.0,5150000.0,79.2233009708738,23.106796116504853,23.106796116504853,100.0,73.20388349514563,73.20388349514563,1.0,1.0,849,0.0,0.0,3507,5009.0,5009.0
50.0,5150000.0,83.49514563106796,23.495145631067963,23.495145631067963,100.0,73.20388349514563,73.20388349514563,1.0,1.0,849,0.0,0.0,3507,5510.0,5510.0
51.0,5150000.0,84.27184466019418,24.07766990291262,24.07766990291262,100.0,73.20388349514563,73.20388349514563,1.0,1.0,849,0.0,0.0,3507,6011.0,6011.0
52.0,5150000.0,84.27184466019418,23.106796116504853,23.106796116504853,100.0,73.20388349514563,73.20388349514563,1.0,1.0,1263,0.0,0.0,3507,6512.0,6512.0
53.0,5150000.0,91.06796116504854,23.883495145631066,23.883495145631066,100.0,73.20388349514563,73.20388349514563,1.0,1.0,1401,0.0,0.0,3507,7013.0,7013.0
54.0,5150000.0,93.7864077669903,28.349514563106798,28.349514563106798,100.0,73.20388349514563,73.20388349514563,1.0,1.0,1401,0.0,0.0,3507,7514.0,7514.0
55.0,5150000.0,93.98058252427185,29.320388349514566,29.320388349514566,100.0,73.20388349514563,73.20388349514563,1.0,1.0,1418,0.0,0.0,3507,8015.0,8015.0
56.0,5150000.0,94.5631067961165,34.56310679611651,34.56310679611651,100.0,73.20388349514563,73.20388349514563,1.0,1.0,1418,0.0,0.0,3507,8516.0,8516.0
