"tick","GRCount","STCount"
1.0,80,3000
2.0,80,3000
3.0,80,3000
4.0,80,3000
5.0,80,3000
6.0,80,3000
7.0,80,3000
8.0,80,3000
9.0,80,3000
10.0,80,3000
11.0,80,3000
12.0,80,3000
13.0,80,3000
14.0,80,3000
15.0,80,3000
16.0,80,3000
17.0,80,3000
18.0,80,3000
19.0,80,3000
20.0,80,3000
21.0,80,3000
22.0,80,3000
23.0,80,3000
24.0,80,3000
25.0,80,3469
26.0,80,3469
27.0,126,3469
28.0,126,3469
29.0,219,6340
30.0,219,6340
31.0,219,6340
32.0,219,6340
33.0,219,6340
34.0,219,6340
35.0,379,6340
36.0,379,6340
37.0,379,6340
38.0,488,6340
39.0,488,6340
40.0,488,6340
41.0,488,6340
42.0,488,6340
43.0,488,6340
44.0,488,25260
45.0,488,25260
46.0,488,25260
47.0,488,25260
48.0,713,25260
49.0,964,25260
50.0,964,25260
51.0,964,25260
52.0,1272,25260
53.0,1569,25260
54.0,1927,25260
55.0,1910,25260
56.0,1889,25260
57.0,1889,25260
58.0,1864,25260
59.0,1864,25260
60.0,1847,25260
61.0,1847,25260
62.0,1847,25260
63.0,1847,25260
64.0,1847,25260
65.0,1847,25260
66.0,1847,25260
67.0,1847,25260
68.0,1847,25260
69.0,2409,31916
70.0,2409,31916
71.0,3047,36652
72.0,1847,31916
73.0,1847,31916
74.0,1847,31916
75.0,1847,31916
76.0,1847,31916
77.0,1847,31916
78.0,1847,31916
79.0,1847,31916
80.0,1847,31916
81.0,1847,31916
82.0,1847,31916
83.0,1847,31916
84.0,1402,31916
85.0,1402,31916
86.0,1402,31916
87.0,1402,31916
88.0,1402,31916
89.0,1390,31916
90.0,1371,31916
91.0,1332,31916
92.0,1309,31916
93.0,1292,31916
94.0,1285,31916
95.0,838,31916
96.0,838,31916
97.0,837,31916
98.0,837,31916
99.0,837,31916
100.0,837,31916
101.0,433,31916
102.0,442,42186
103.0,442,42186
104.0,454,42186
105.0,466,42186
106.0,465,42186
107.0,465,42186
108.0,463,42186
109.0,463,42186
110.0,461,42186
111.0,461,42186
112.0,460,42186
113.0,460,42186
114.0,467,42186
115.0,467,42186
116.0,467,42186
117.0,52,42186
118.0,52,42186
119.0,52,42186
120.0,52,42186
121.0,52,42186
122.0,52,42186
123.0,52,42186
124.0,52,42186
125.0,52,42186
126.0,52,42186
127.0,52,42186
128.0,52,42186
129.0,52,42186
130.0,52,42186
131.0,52,42186
132.0,52,42186
133.0,52,42186
134.0,52,42186
135.0,52,42186
136.0,52,42186
137.0,52,42186
138.0,52,42186
139.0,52,42186
140.0,52,42186
141.0,52,42186
142.0,52,42186
143.0,52,42186
144.0,52,42186
145.0,52,42186
146.0,52,42186
147.0,52,42186
148.0,52,42186
149.0,52,42186
150.0,52,42186
151.0,52,42186
152.0,52,42186
153.0,52,42186
154.0,52,42186
155.0,52,42186
156.0,52,42186
157.0,52,42186
158.0,52,42186
159.0,52,42186
160.0,52,42186
161.0,52,42186
162.0,52,42186
163.0,52,42186
164.0,52,42186
165.0,52,42186
166.0,52,42186
