"tick","GRCount","STCount"
1.0,180,6300
2.0,180,6300
3.0,180,6300
4.0,180,6300
5.0,180,6300
6.0,180,6300
7.0,180,6300
8.0,180,6300
9.0,180,6300
10.0,180,6300
11.0,180,6300
12.0,180,6300
13.0,180,6300
14.0,180,6300
15.0,180,6300
16.0,180,6300
17.0,180,6300
18.0,180,6300
19.0,180,6300
20.0,180,6300
21.0,180,6300
22.0,180,6300
23.0,180,6300
24.0,180,6300
25.0,180,6300
26.0,180,7322
27.0,307,7322
28.0,307,7322
29.0,488,7322
30.0,488,7322
31.0,488,7322
32.0,488,7322
33.0,488,7322
34.0,488,7322
35.0,848,7322
36.0,848,7322
37.0,848,7322
38.0,1075,7322
39.0,1075,7322
40.0,1075,7322
41.0,1075,7322
42.0,1075,7322
43.0,1075,7322
44.0,1075,7322
45.0,1075,46836
46.0,1075,46836
47.0,1075,46836
48.0,1538,46836
49.0,2022,46836
50.0,2022,46836
51.0,2022,46836
52.0,2655,46836
53.0,3325,46836
54.0,3325,46836
55.0,3325,46836
56.0,3325,46836
57.0,3325,46836
58.0,3325,46836
59.0,3325,46836
60.0,3325,46836
61.0,3325,46836
62.0,3325,46836
63.0,3325,46836
64.0,3325,46836
65.0,3325,46836
66.0,3325,46836
67.0,3325,46836
68.0,3325,46836
69.0,4766,46836
70.0,4766,53078
71.0,6178,53078
72.0,6178,60311
73.0,6178,60311
74.0,6178,60311
75.0,6178,60311
76.0,6178,60311
77.0,6178,60311
78.0,6178,60311
79.0,10405,60311
80.0,14913,60311
81.0,14913,75145
82.0,14913,75145
83.0,14913,75145
84.0,14105,75145
85.0,14105,75145
86.0,14105,75145
87.0,14105,75145
88.0,14105,75145
89.0,14105,75145
90.0,14105,75145
91.0,14105,75145
92.0,14105,75145
93.0,14105,75145
94.0,14105,75145
95.0,12620,75145
96.0,12620,75145
97.0,12620,75145
98.0,12620,75145
99.0,12620,75145
100.0,12620,75145
101.0,25675,75145
102.0,37427,75145
103.0,37427,75145
104.0,38145,87927
105.0,38846,87927
106.0,38846,87927
107.0,38846,87927
108.0,38846,87927
109.0,38846,87927
110.0,38846,87927
111.0,38846,87927
112.0,38846,87927
113.0,39576,87927
114.0,39576,87927
115.0,39576,87927
116.0,39576,87927
117.0,28188,87927
118.0,28188,87927
119.0,28188,87927
120.0,28188,87927
121.0,28188,87927
122.0,28188,87927
123.0,28188,87927
124.0,28188,87927
125.0,28188,87927
126.0,28188,87927
127.0,28188,87927
128.0,28188,87927
129.0,28188,87927
130.0,28188,87927
131.0,28188,87927
132.0,28188,87927
133.0,28188,87927
134.0,28188,87927
135.0,28188,87927
136.0,28188,87927
137.0,28188,87927
138.0,28188,87927
139.0,28188,87927
140.0,28188,87927
141.0,28188,87927
142.0,28188,87927
143.0,28188,87927
144.0,28188,87927
145.0,28188,87927
146.0,28188,87927
147.0,28188,87927
148.0,28188,87927
149.0,28188,87927
150.0,28188,87927
151.0,28188,87927
152.0,28188,87927
153.0,28188,87927
154.0,28188,87927
155.0,28188,87927
156.0,28188,87927
157.0,28188,87927
158.0,28188,87927
159.0,28188,87927
160.0,28188,87927
161.0,28188,87927
162.0,28188,87927
163.0,28188,87927
164.0,28188,87927
165.0,28188,87927
166.0,28188,87927
