"tick","Ertrag","befallGR","befallGRsicht","befallGRertrag","befallST","befallSTsicht","befallSTertrag"
1.0,5150000.0,5.242718446601942,0.0,0.0,0.1941747572815534,0.0,0.0
2.0,5150000.0,6.019417475728155,0.0,0.0,0.5825242718446602,0.0,0.0
3.0,5150000.0,6.213592233009709,0.0,0.0,0.5825242718446602,0.0,0.0
4.0,5150000.0,6.407766990291262,0.0,0.0,0.5825242718446602,0.0,0.0
5.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.0,0.0
6.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.0,0.0
7.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.0,0.0
8.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.0,0.0
9.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.0,0.0
10.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.0,0.0
11.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.0,0.0
12.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.0,0.0
13.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.0,0.0
14.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.0,0.0
15.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.0,0.0
16.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.0,0.0
17.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.0,0.0
18.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.0,0.0
19.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.0,0.0
20.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.0,0.0
21.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.0,0.0
22.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.0,0.0
23.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.0,0.0
24.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.0,0.0
25.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.0,0.0
26.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.0,0.0
27.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.0,0.0
28.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.0,0.0
29.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.0,0.0
30.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.0,0.0
31.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.0,0.0
32.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.0,0.0
33.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.0,0.0
34.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.0,0.0
35.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.0,0.0
36.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.0,0.0
37.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.0,0.0
38.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.3883495145631068,0.3883495145631068
39.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.5825242718446602,0.5825242718446602
40.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.5825242718446602,0.5825242718446602
41.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.5825242718446602,0.5825242718446602
42.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.5825242718446602,0.5825242718446602
43.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.5825242718446602,0.5825242718446602
44.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.5825242718446602,0.5825242718446602
45.0,5150000.0,6.601941747572816,0.0,0.0,0.5825242718446602,0.5825242718446602,0.5825242718446602
46.0,5150000.0,6.601941747572816,0.0,0.0,1.1650485436893203,0.5825242718446602,0.5825242718446602
47.0,5150000.0,6.601941747572816,0.0,0.0,1.3592233009708738,0.5825242718446602,0.5825242718446602
48.0,5150000.0,6.601941747572816,0.0,0.0,1.3592233009708738,0.5825242718446602,0.5825242718446602
49.0,5150000.0,6.601941747572816,0.0,0.0,1.3592233009708738,0.5825242718446602,0.5825242718446602
50.0,5150000.0,6.601941747572816,0.0,0.0,1.3592233009708738,0.5825242718446602,0.5825242718446602
51.0,5150000.0,6.601941747572816,0.0,0.0,1.3592233009708738,0.5825242718446602,0.5825242718446602
52.0,5150000.0,6.601941747572816,0.0,0.0,1.3592233009708738,0.5825242718446602,0.5825242718446602
53.0,5150000.0,6.601941747572816,0.0,0.0,1.3592233009708738,0.5825242718446602,0.5825242718446602
54.0,5150000.0,6.601941747572816,0.0,0.0,1.3592233009708738,0.5825242718446602,0.5825242718446602
55.0,5150000.0,6.601941747572816,0.0,0.0,1.3592233009708738,0.5825242718446602,0.5825242718446602
56.0,5150000.0,6.601941747572816,0.0,0.0,1.3592233009708738,0.5825242718446602,0.5825242718446602
57.0,5149956.5299999975,6.601941747572816,0.0,0.0,1.3592233009708738,0.5825242718446602,0.5825242718446602
58.0,5149911.680000001,6.601941747572816,0.0,0.0,1.3592233009708738,0.5825242718446602,0.5825242718446602
59.0,5149865.45,6.601941747572816,0.0,0.0,1.3592233009708738,0.5825242718446602,0.5825242718446602
60.0,5149820.370000001,6.601941747572816,0.0,0.0,1.3592233009708738,0.5825242718446602,0.5825242718446602
61.0,5149773.91,6.601941747572816,0.0,0.0,1.3592233009708738,0.5825242718446602,0.5825242718446602
62.0,5149726.070000002,6.601941747572816,0.0,0.0,1.3592233009708738,0.5825242718446602,0.5825242718446602
63.0,5149676.849999999,6.601941747572816,0.0,0.0,1.3592233009708738,0.5825242718446602,0.5825242718446602
64.0,5149626.250000001,6.601941747572816,0.0,0.0,1.3592233009708738,0.5825242718446602,0.5825242718446602
65.0,5149574.27,6.601941747572816,0.0,0.0,1.3592233009708738,0.5825242718446602,0.5825242718446602
66.0,5149520.910000001,6.601941747572816,0.0,0.0,1.3592233009708738,0.5825242718446602,0.5825242718446602
67.0,5149466.17,6.601941747572816,0.0,0.0,1.3592233009708738,0.5825242718446602,0.5825242718446602
