"tick","befallGR","befallGRsicht","befallGRertrag","befallST","befallSTsicht","befallSTertrag","Ertrag"
1.0,3.8834951456310676,0.0,0.0,28.349514563106798,0.0,0.0,5150000.0
2.0,5.048543689320388,0.0,0.0,64.27184466019418,0.0,0.0,5150000.0
3.0,5.436893203883495,0.0,0.0,69.32038834951456,0.0,0.0,5150000.0
4.0,5.631067961165048,0.0,0.0,70.87378640776699,0.0,0.0,5150000.0
5.0,5.631067961165048,0.0,0.0,73.00970873786407,0.0,0.0,5150000.0
6.0,5.825242718446602,0.0,0.0,73.20388349514563,0.0,0.0,5150000.0
7.0,5.825242718446602,0.0,0.0,73.20388349514563,0.0,0.0,5150000.0
8.0,5.825242718446602,0.0,0.0,73.39805825242719,0.0,0.0,5150000.0
9.0,5.825242718446602,0.0,0.0,73.39805825242719,0.0,0.0,5150000.0
10.0,5.825242718446602,0.0,0.0,73.39805825242719,0.0,0.0,5150000.0
11.0,5.825242718446602,0.0,0.0,73.39805825242719,0.0,0.0,5150000.0
12.0,5.825242718446602,0.0,0.0,73.59223300970874,0.0,0.0,5150000.0
13.0,5.825242718446602,0.0,0.0,73.7864077669903,0.0,0.0,5150000.0
14.0,5.825242718446602,0.0,0.0,73.7864077669903,0.0,0.0,5150000.0
15.0,5.825242718446602,0.0,0.0,73.7864077669903,0.0,0.0,5150000.0
16.0,5.825242718446602,0.0,0.0,73.7864077669903,0.0,0.0,5150000.0
17.0,5.825242718446602,0.0,0.0,73.7864077669903,0.0,0.0,5150000.0
18.0,5.825242718446602,0.0,0.0,73.7864077669903,0.0,0.0,5150000.0
19.0,5.825242718446602,0.0,0.0,73.7864077669903,0.0,0.0,5150000.0
20.0,5.825242718446602,0.0,0.0,73.7864077669903,0.0,0.0,5150000.0
21.0,5.825242718446602,0.0,0.0,73.7864077669903,0.0,0.0,5150000.0
22.0,5.825242718446602,0.0,0.0,73.7864077669903,0.0,0.0,5150000.0
23.0,5.825242718446602,0.0,0.0,73.7864077669903,0.0,0.0,5150000.0
24.0,5.825242718446602,0.0,0.0,73.7864077669903,0.0,0.0,5150000.0
25.0,5.825242718446602,1.3592233009708738,1.3592233009708738,73.7864077669903,0.0,0.0,5150000.0
26.0,5.825242718446602,2.912621359223301,2.912621359223301,73.7864077669903,0.0,0.0,5150000.0
27.0,5.825242718446602,2.912621359223301,2.912621359223301,73.7864077669903,0.0,0.0,5150000.0
