"tick","SchadenprozGRsicht","SchaedenprozGR","SchaedenprozGRE","SchaedenprozST","SchaedenprozSTE","SchaedenprzSTsicht"
1.0,0.0,1.7307692307692308,0.0,30.76923076923077,0.0,0.0
2.0,0.0,1.7307692307692308,0.0,30.76923076923077,0.0,0.0
3.0,0.0,1.7307692307692308,0.0,30.76923076923077,0.0,0.0
4.0,0.0,1.7307692307692308,0.0,30.76923076923077,0.0,0.0
5.0,0.0,1.7307692307692308,0.0,30.76923076923077,0.0,0.0
6.0,0.0,1.7307692307692308,0.0,30.76923076923077,0.0,0.0
7.0,0.0,1.7307692307692308,0.0,30.76923076923077,0.0,0.0
8.0,0.0,1.7307692307692308,0.0,30.76923076923077,0.0,0.0
9.0,0.0,1.7307692307692308,0.0,30.76923076923077,0.0,0.0
10.0,0.0,1.7307692307692308,0.0,30.76923076923077,0.0,0.0
11.0,0.0,1.7307692307692308,0.0,30.76923076923077,0.0,0.0
12.0,0.0,1.7307692307692308,0.0,30.76923076923077,0.0,0.0
13.0,0.0,1.7307692307692308,0.0,30.76923076923077,0.0,0.0
14.0,0.0,1.7307692307692308,0.0,30.76923076923077,0.0,0.0
15.0,0.0,1.7307692307692308,0.0,30.76923076923077,0.0,0.0
16.0,0.0,1.7307692307692308,0.0,30.76923076923077,0.0,0.0
17.0,0.0,1.7307692307692308,0.0,30.76923076923077,0.0,0.0
18.0,0.0,1.7307692307692308,0.0,30.76923076923077,0.0,0.0
19.0,0.0,1.7307692307692308,0.0,30.76923076923077,0.0,0.0
20.0,0.0,1.7307692307692308,0.0,30.76923076923077,0.0,0.0
21.0,0.0,1.7307692307692308,0.0,30.76923076923077,0.0,0.0
22.0,0.0,1.7307692307692308,0.0,30.76923076923077,0.0,0.0
23.0,0.0,1.7307692307692308,0.0,30.76923076923077,0.19230769230769232,0.19230769230769232
24.0,0.0,1.7307692307692308,0.0,30.76923076923077,0.576923076923077,0.576923076923077
25.0,0.19230769230769232,1.7307692307692308,0.19230769230769232,30.76923076923077,1.3461538461538463,1.3461538461538463
26.0,1.153846153846154,1.7307692307692308,1.153846153846154,30.76923076923077,2.8846153846153846,2.8846153846153846
27.0,1.153846153846154,1.7307692307692308,1.153846153846154,39.23076923076923,3.4615384615384617,3.4615384615384617
28.0,1.3461538461538463,4.807692307692308,1.3461538461538463,39.23076923076923,4.615384615384616,4.615384615384616
29.0,1.3461538461538463,4.807692307692308,1.3461538461538463,39.23076923076923,5.5769230769230775,5.5769230769230775
30.0,1.7307692307692308,8.846153846153847,1.7307692307692308,39.23076923076923,6.153846153846154,6.153846153846154
31.0,1.7307692307692308,8.846153846153847,1.7307692307692308,39.23076923076923,8.269230769230768,8.269230769230768
32.0,1.7307692307692308,8.846153846153847,1.7307692307692308,39.23076923076923,11.153846153846155,11.153846153846155
33.0,1.7307692307692308,8.846153846153847,1.7307692307692308,39.23076923076923,13.846153846153847,13.846153846153847
34.0,1.7307692307692308,8.846153846153847,1.7307692307692308,39.23076923076923,17.5,17.5
35.0,1.7307692307692308,8.846153846153847,1.7307692307692308,39.23076923076923,20.192307692307693,20.192307692307693
36.0,1.7307692307692308,14.423076923076922,1.7307692307692308,39.23076923076923,22.115384615384613,22.115384615384613
37.0,1.7307692307692308,14.423076923076922,1.7307692307692308,39.23076923076923,25.576923076923073,25.576923076923073
38.0,1.7307692307692308,14.423076923076922,1.7307692307692308,39.23076923076923,28.076923076923077,28.076923076923077
39.0,1.7307692307692308,18.076923076923077,1.7307692307692308,39.23076923076923,28.653846153846153,28.653846153846153
40.0,1.7307692307692308,18.076923076923077,1.7307692307692308,39.23076923076923,29.423076923076923,29.423076923076923
41.0,1.7307692307692308,18.076923076923077,1.7307692307692308,39.23076923076923,30.0,30.0
42.0,1.7307692307692308,18.076923076923077,1.7307692307692308,39.23076923076923,30.384615384615383,30.384615384615383
43.0,1.7307692307692308,18.076923076923077,1.7307692307692308,39.23076923076923,30.76923076923077,30.76923076923077
44.0,1.7307692307692308,18.076923076923077,1.7307692307692308,39.23076923076923,30.961538461538463,30.961538461538463
45.0,2.307692307692308,18.076923076923077,2.307692307692308,39.23076923076923,31.73076923076923,31.73076923076923
46.0,5.1923076923076925,18.076923076923077,5.1923076923076925,99.61538461538461,32.69230769230769,32.69230769230769
47.0,6.538461538461539,18.076923076923077,6.538461538461539,99.61538461538461,32.88461538461539,32.88461538461539
48.0,6.538461538461539,18.076923076923077,6.538461538461539,99.61538461538461,33.26923076923077,33.26923076923077
49.0,7.6923076923076925,22.884615384615383,7.6923076923076925,99.61538461538461,33.65384615384615,33.65384615384615
50.0,7.6923076923076925,27.115384615384613,7.6923076923076925,99.61538461538461,34.03846153846154,34.03846153846154
51.0,8.846153846153847,27.115384615384613,8.846153846153847,99.61538461538461,34.61538461538461,34.61538461538461
52.0,8.846153846153847,27.115384615384613,8.846153846153847,99.61538461538461,34.80769230769231,34.80769230769231
53.0,8.846153846153847,33.46153846153846,8.846153846153847,99.61538461538461,34.80769230769231,34.80769230769231
54.0,9.807692307692308,37.69230769230769,9.807692307692308,99.61538461538461,35.57692307692308,35.57692307692308
55.0,9.807692307692308,37.69230769230769,9.807692307692308,99.61538461538461,36.34615384615385,36.34615384615385
56.0,11.923076923076923,37.69230769230769,11.923076923076923,99.61538461538461,36.53846153846153,36.53846153846153
57.0,11.923076923076923,37.69230769230769,11.923076923076923,99.61538461538461,36.73076923076923,36.73076923076923
58.0,12.884615384615383,37.69230769230769,12.884615384615383,99.61538461538461,36.92307692307693,36.92307692307693
59.0,12.884615384615383,37.69230769230769,12.884615384615383,99.61538461538461,36.92307692307693,36.92307692307693
60.0,16.153846153846153,37.69230769230769,9.807692307692308,99.61538461538461,26.153846153846157,37.5
61.0,16.153846153846153,37.69230769230769,9.807692307692308,99.61538461538461,26.53846153846154,38.26923076923077
62.0,17.115384615384617,37.69230769230769,10.576923076923077,99.61538461538461,26.53846153846154,38.26923076923077
63.0,17.115384615384617,37.69230769230769,10.576923076923077,99.61538461538461,26.53846153846154,38.84615384615385
64.0,17.115384615384617,37.69230769230769,11.153846153846155,99.61538461538461,26.73076923076923,39.03846153846154
65.0,17.115384615384617,37.69230769230769,11.153846153846155,99.61538461538461,27.500000000000004,39.61538461538461
66.0,18.076923076923077,37.69230769230769,12.115384615384615,99.61538461538461,29.230769230769234,42.11538461538461
67.0,18.076923076923077,37.69230769230769,12.115384615384615,99.61538461538461,34.80769230769231,48.07692307692308
68.0,18.076923076923077,37.69230769230769,12.115384615384615,99.61538461538461,41.53846153846154,55.57692307692308
69.0,18.076923076923077,37.69230769230769,12.115384615384615,99.61538461538461,47.5,61.73076923076923
70.0,18.076923076923077,45.38461538461539,12.115384615384615,99.61538461538461,58.07692307692308,72.88461538461539
71.0,19.807692307692307,45.38461538461539,13.461538461538462,99.8076923076923,64.23076923076924,78.07692307692308
72.0,21.53846153846154,49.42307692307693,15.192307692307692,99.8076923076923,72.3076923076923,84.03846153846153
73.0,24.03846153846154,49.42307692307693,17.884615384615383,100.0,82.3076923076923,90.1923076923077
74.0,28.846153846153843,49.42307692307693,22.5,100.0,86.53846153846155,94.03846153846153
75.0,30.384615384615383,49.42307692307693,24.23076923076923,100.0,90.0,96.34615384615385
76.0,32.69230769230769,49.42307692307693,26.923076923076923,100.0,91.53846153846153,96.92307692307692
77.0,33.84615384615385,49.42307692307693,27.692307692307693,100.0,93.26923076923077,97.11538461538461
78.0,36.53846153846153,49.42307692307693,19.038461538461537,100.0,81.15384615384616,97.88461538461539
79.0,37.69230769230769,49.42307692307693,19.807692307692307,100.0,83.65384615384616,98.65384615384616
80.0,37.69230769230769,60.0,19.807692307692307,100.0,85.96153846153847,99.03846153846155
