"tick","GRCount","STCount"
1.0,80,3000
2.0,80,3000
3.0,80,3000
4.0,80,3000
5.0,80,3000
6.0,80,3000
7.0,80,3000
8.0,80,3000
9.0,80,3000
10.0,80,3000
11.0,80,3000
12.0,80,3000
13.0,80,3000
14.0,80,3000
15.0,80,3000
16.0,80,3000
17.0,80,3000
18.0,80,3000
19.0,80,3000
20.0,80,3000
21.0,80,3000
22.0,80,3000
23.0,80,3000
24.0,80,3000
25.0,80,3000
26.0,80,3000
27.0,142,3000
28.0,142,3000
29.0,234,3000
30.0,234,3000
31.0,234,3000
32.0,234,3000
33.0,234,3000
34.0,234,3000
35.0,394,3000
36.0,394,3000
37.0,394,3000
38.0,516,3000
39.0,516,3000
40.0,516,3000
41.0,516,3000
42.0,516,3000
43.0,516,3000
44.0,516,24000
45.0,516,24000
46.0,516,24000
47.0,516,24000
48.0,725,24000
49.0,1007,24000
50.0,1007,24000
51.0,1007,24000
52.0,1324,24000
53.0,1630,24000
54.0,1972,24000
55.0,1948,24000
56.0,1925,24000
57.0,1925,24000
58.0,1909,24000
59.0,1909,24000
60.0,1892,24000
61.0,1892,24000
62.0,1892,24000
63.0,1892,24000
64.0,1892,24000
65.0,1892,24000
66.0,1892,24000
67.0,1892,24000
68.0,1892,24000
69.0,2478,46527
70.0,2478,46527
71.0,3113,53309
72.0,1892,46527
73.0,1892,46527
74.0,1892,46527
75.0,1892,46527
76.0,1892,46527
77.0,1892,46527
78.0,1892,46527
79.0,1892,46527
80.0,1892,46527
81.0,1892,46527
82.0,1892,46527
83.0,1892,46527
84.0,1411,46527
85.0,1411,46527
86.0,1411,46527
87.0,1411,46527
88.0,1411,46527
89.0,1411,46527
90.0,1411,46527
91.0,1411,46527
92.0,1411,46527
93.0,1411,46527
94.0,1411,46527
95.0,960,46527
96.0,960,46527
97.0,960,46527
98.0,960,46527
99.0,960,46527
100.0,960,46527
101.0,966,46527
102.0,1410,62428
103.0,1372,62428
104.0,1610,62428
105.0,1796,62428
106.0,1767,62428
107.0,1734,62428
108.0,1668,62428
109.0,1617,62428
110.0,1617,62428
111.0,1617,62428
112.0,1617,62428
113.0,1617,62428
114.0,1617,62428
115.0,1617,62428
116.0,1617,62428
117.0,1107,62428
118.0,1107,62428
119.0,1107,62428
120.0,1107,62428
121.0,1107,62428
122.0,1107,62428
123.0,1107,62428
124.0,1107,62428
125.0,1107,62428
126.0,1107,62428
127.0,1107,62428
128.0,1107,62428
129.0,1107,62428
130.0,1107,62428
131.0,1107,62428
132.0,1107,62428
133.0,1107,62428
134.0,1107,62428
135.0,1107,62428
136.0,1107,62428
137.0,1107,62428
138.0,1107,62428
139.0,1107,62428
140.0,1107,62428
141.0,1107,62428
142.0,1107,62428
143.0,1107,62428
144.0,1107,62428
145.0,1107,62428
146.0,1107,62428
147.0,1107,62428
148.0,1107,62428
149.0,1107,62428
150.0,1107,62428
151.0,1107,62428
152.0,1107,62428
153.0,1107,62428
154.0,1107,62428
155.0,1107,62428
156.0,1107,62428
157.0,1107,62428
158.0,1107,62428
159.0,1107,62428
160.0,1107,62428
161.0,1107,62428
162.0,1107,62428
163.0,1107,62428
164.0,1107,62428
165.0,1107,62428
166.0,1107,62428
