"tick","SchadenprozGRsicht","SchaedenprozGR","SchaedenprozGRE","SchaedenprozST","SchaedenprozSTE","SchaedenprzSTsicht","Resistance","Behaviour","AnzahlFungizidanw"
1.0,0.0,0.38461538461538464,0.0,63.70192307692307,63.70192307692307,63.70192307692307,3.0,0.0,0.0
2.0,0.0,0.38461538461538464,0.0,63.70192307692307,63.70192307692307,63.70192307692307,3.0,0.0,0.0
3.0,0.0,0.38461538461538464,0.0,63.70192307692307,63.70192307692307,63.70192307692307,3.0,0.0,0.0
4.0,0.0,0.38461538461538464,0.0,63.70192307692307,63.70192307692307,63.70192307692307,3.0,0.0,0.0
5.0,0.0,0.38461538461538464,0.0,63.70192307692307,63.70192307692307,63.70192307692307,3.0,0.0,0.0
6.0,0.0,0.38461538461538464,0.0,63.70192307692307,63.70192307692307,63.70192307692307,3.0,0.0,0.0
7.0,0.0,0.38461538461538464,0.0,63.70192307692307,63.70192307692307,63.70192307692307,3.0,0.0,0.0
8.0,0.0,0.38461538461538464,0.0,63.70192307692307,63.70192307692307,63.70192307692307,3.0,0.0,0.0
9.0,0.0,0.38461538461538464,0.0,63.70192307692307,63.70192307692307,63.70192307692307,3.0,0.0,0.0
10.0,0.0,0.38461538461538464,0.0,63.70192307692307,63.70192307692307,63.70192307692307,3.0,0.0,0.0
11.0,0.0,0.38461538461538464,0.0,63.70192307692307,63.70192307692307,63.70192307692307,3.0,0.0,0.0
12.0,0.0,0.38461538461538464,0.0,63.70192307692307,63.70192307692307,63.70192307692307,3.0,0.0,0.0
13.0,0.0,0.38461538461538464,0.0,63.70192307692307,63.70192307692307,63.70192307692307,3.0,0.0,0.0
14.0,0.0,0.38461538461538464,0.0,63.70192307692307,63.70192307692307,63.70192307692307,3.0,0.0,0.0
15.0,0.0,0.38461538461538464,0.0,63.70192307692307,63.70192307692307,63.70192307692307,3.0,0.0,0.0
16.0,0.0,0.38461538461538464,0.0,63.70192307692307,63.70192307692307,63.70192307692307,3.0,0.0,0.0
17.0,0.0,0.38461538461538464,0.0,63.70192307692307,63.70192307692307,63.70192307692307,3.0,0.0,0.0
18.0,0.0,0.38461538461538464,0.0,63.70192307692307,63.70192307692307,63.70192307692307,3.0,0.0,0.0
19.0,0.0,0.38461538461538464,0.0,63.70192307692307,63.70192307692307,63.70192307692307,3.0,0.0,0.0
20.0,0.0,0.38461538461538464,0.0,63.70192307692307,63.70192307692307,63.70192307692307,3.0,0.0,0.0
21.0,0.0,0.38461538461538464,0.0,63.70192307692307,63.70192307692307,63.70192307692307,3.0,0.0,0.0
22.0,0.0,0.38461538461538464,0.0,63.70192307692307,63.70192307692307,63.70192307692307,3.0,0.0,0.0
23.0,0.0,0.38461538461538464,0.0,63.70192307692307,63.70192307692307,63.70192307692307,3.0,0.0,0.0
24.0,0.0,0.38461538461538464,0.0,63.70192307692307,63.70192307692307,63.70192307692307,3.0,0.0,0.0
25.0,0.19230769230769232,0.38461538461538464,0.19230769230769232,63.70192307692307,63.70192307692307,63.70192307692307,3.0,0.0,0.0
26.0,0.2884615384615385,0.38461538461538464,0.2884615384615385,65.33653846153847,63.70192307692307,63.70192307692307,3.0,0.0,0.0
27.0,0.2884615384615385,0.38461538461538464,0.2884615384615385,65.33653846153847,63.70192307692307,63.70192307692307,3.0,0.0,0.0
28.0,0.33653846153846156,0.38461538461538464,0.33653846153846156,65.33653846153847,63.70192307692307,63.70192307692307,3.0,0.0,0.0
29.0,0.33653846153846156,0.38461538461538464,0.33653846153846156,65.33653846153847,63.70192307692307,63.70192307692307,3.0,0.0,0.0
30.0,0.38461538461538464,0.5288461538461539,0.38461538461538464,74.95192307692308,63.70192307692307,63.70192307692307,3.0,0.0,0.0
31.0,0.38461538461538464,0.5288461538461539,0.38461538461538464,74.95192307692308,63.70192307692307,63.70192307692307,3.0,0.0,0.0
32.0,0.38461538461538464,0.5288461538461539,0.38461538461538464,74.95192307692308,63.70192307692307,63.70192307692307,3.0,0.0,0.0
33.0,0.38461538461538464,0.5288461538461539,0.38461538461538464,74.95192307692308,63.70192307692307,63.70192307692307,3.0,0.0,0.0
34.0,0.38461538461538464,0.5288461538461539,0.38461538461538464,74.95192307692308,63.70192307692307,63.70192307692307,3.0,0.0,0.0
35.0,0.38461538461538464,0.5288461538461539,0.38461538461538464,74.95192307692308,63.70192307692307,63.70192307692307,3.0,0.0,0.0
36.0,0.38461538461538464,0.7211538461538461,0.38461538461538464,74.95192307692308,63.70192307692307,63.70192307692307,3.0,0.0,0.0
37.0,0.38461538461538464,0.7211538461538461,0.38461538461538464,74.95192307692308,63.70192307692307,63.70192307692307,3.0,0.0,0.0
38.0,0.38461538461538464,0.7211538461538461,0.38461538461538464,74.95192307692308,63.70192307692307,63.70192307692307,3.0,0.0,0.0
39.0,0.38461538461538464,0.8173076923076924,0.38461538461538464,74.95192307692308,63.70192307692307,63.70192307692307,3.0,0.0,0.0
40.0,0.38461538461538464,0.8173076923076924,0.38461538461538464,74.95192307692308,63.70192307692307,63.70192307692307,3.0,0.0,0.0
41.0,0.38461538461538464,0.8173076923076924,0.38461538461538464,74.95192307692308,63.70192307692307,63.70192307692307,3.0,0.0,0.0
42.0,0.38461538461538464,0.8173076923076924,0.38461538461538464,74.95192307692308,63.74999999999999,63.74999999999999,3.0,0.0,0.0
43.0,0.38461538461538464,0.8173076923076924,0.38461538461538464,74.95192307692308,63.74999999999999,63.74999999999999,3.0,0.0,0.0
44.0,0.38461538461538464,0.8173076923076924,0.38461538461538464,74.95192307692308,63.84615384615384,63.84615384615384,3.0,0.0,0.0
45.0,0.38461538461538464,0.8173076923076924,0.38461538461538464,86.92307692307692,63.89423076923077,63.89423076923077,3.0,0.0,0.0
